topic,term,prob
20,provide,0.00667366659110491
20,basin,0.00666944646018014
20,time,0.00634856189688216
20,rainfall,0.00623602036337575
20,training,0.00616254025878322
20,satellite,0.00596980141578082
20,service,0.00591849738097868
20,food,0.00588285263815527
20,decision,0.00586436986306757
20,earth,0.00553078892041342
