citation,dist
abera_estimatingwaterbudgetcomponents_2017,1.3723633
abichou_uncertaintiesopticalremotesensing_2010,1.4876269
abidin_mangrovepotentialassessmentdetermining_2023,1.2472973
abiodun_centersspacesciencetechnology_1993,0.88157916
abiodun_remotesensinginformationage_1998,0.63722074
ablat_modisndvitimeseries_2021,1.3226886
abouelmagd_earthobservationsegyptiancoastal_2019,0.8464978
abousamra_detectionfillingphasesgrand_2021,1.320852
abousamra_dynamicshumaninducedlakes_2022,1.0656053
aboushaara_trackingeffectsclimatechange_2022,1.4252193
abouzahr_estimatesmaternalmortalityinterpret_2011,1.6650841
abraham_classificationdetectionnaturaldisasters_2023,0.94593483
abraham_trialsimplantablemonitoringdevices_2014,1.6180326
abrahms_dynamicensemblemodelspredict_2019,1.3912727
abrahms_ontogeneticshiftssocialexperiential_2021,1.479111
abreu_characterizingbraziliansanitarylandfill_2016,1.7406087
abrykosov_treatmentoceantidebackground_2022,1.3510973
abuelgasim_changedetectionadaptivefuzzy_1999,1.2381961
abuelmagd_understandingclimatechangeimpact_2024,0.9189942
abujahidandalsharif_contemporarysurveyfreespace_2022,1.1449699
abunnasr_automatedlandsurfacetemperature_2023,1.0611867
abunnasr_perviouschangesurrogatediverse_2021,1.1400664
abunnasr_sebuautomatedgoogleearth_2022,0.65099704
abutaleb_estimatingurbangreennessindex_2021,0.86792266
abutaleb_mappingeucalyptstreesresolution_2021,0.80117816
abutalip_digitaltwinatmosphericenvironment_2023,0.95592916
acevedo_spaceactivitiesbolivarianrepublic_2011,1.4631279
achard_pantropicalmonitoringdeforestation_2007,0.66136295
acharya_quantificationmappingsatellitedriven_2020,1.0405316
acheampong_optimisationmodelincentivisingdevelopment_2021,1.7667019
achmad_impactlandlandcover_2023,0.97891366
achu_machinelearningmodellingfire_2021,1.2567666
acierto_developmenthydrologicaltelemetrysystem_2018,1.2232121
aciltasman_impactmodernspatialinformation_2008,1.4384499
ackerman_economicenvironmentalbenefitsweather_1994,1.2960407
ackermann_digitalsurfacemodelsgnss_2014,1.2036624
ackman_extentintraprotocolintersitevariability_2019,1.6216626
acunaalonso_modellingevaluationlandsatellite_2022,1.0824827
ad_analyzingdepletiongroundwaterlevel_2019,1.0600088
adami_seasonalityvegetationtypessouth_2018,1.0297842
adamo_expertknowledgetranslatingland_2014,0.94893694
adamo_technologicallymediatedpracticessustainability_2022,1.1794285
adamowicz_economicanalysisspeciesrisk_2016,1.638947
adams_benefitsmexicanagricultureel_2002,1.4219979
adams_emergingroleremotesensing_2006,0.7170421
adams_energyoptimizationextrasolarplanetary_2021,1.6970432
adams_improvedrangeweatherinformation_1995,1.3522997
adams_mappingfloristicgradientsforest_2019,0.83631885
adan_earthobservationsatellitedata_2021,1.21259
adar_testingpasturequalityindex_2023,1.0643547
addas_proposedplanningconceptpublic_2020,1.5688994
addona_raspberrypivideocamera_2022,0.5507622
ade_genuslevelmappinginvasive_2022,0.863495
adebola_roadmapintegratedspaceapplications_2021,1.4106125
adedeji_hybridneurofuzzyinvestigationshort_2021,1.3640519
adedeji_mappingmodelingecosystemservices_2018,1.1868035
adekunle_precisionagricultureapplicabilityopportunities_2013,1.140315
adelowo_environmentalimpactassessmentattenda_2012,1.6900141
adeluyi_estimatingphenologicaldynamicsirrigated_2021,0.95710427
adem_estimationevapotranspirationbasedmetric_2023,1.2315655
adenle_spatialestimationvisualizationco2_2017,1.3498615
adeppady_reducingmicroservicesinterferencedeployment_2023,1.6942831
adewumi_investigatinggroundwaterpotentialnortheastern_2023,1.2446084
adeyemi_evaluationlandlandcover_2022,1.012779
adeyemi_spectralindeximproveextraction_2021,0.7020502
adhikari_identificationprioritizationmappingecosystem_2018,1.278786
adhikari_perceivedecosystemservicespanchase_2018,1.0456109
adilov_economicanalysisearthorbit_2015,1.6301314
adilov_estimateexpectedeconomiclosses_2023,1.6374781
adinarayana_approachlandplanninghilly_1995,0.96023864
adinarayana_integratedapproachprioritisationwatersheds_1995,1.2627102
adler_monitoringmountainschangingworld_2018,1.1767106
adriaensen_prioritiesnationalspacestrategies_2015,1.4136498
adrian_sentinelsaropticalfusion_2021,1.0070744
adugyamfi_reflectionssciencetechnologyinnovation_2022,0.99916106
adusei_spatialpredictionmappingwater_2021,1.1816907
aekakkararungroj_publiclygisbasedweb_2020,1.3825259
aerts_conservationethiopianchurchforests_2016,1.1914226
afan_adaptivemethodidentifyingmarine_2018,1.4004714
afandy_trendsprojectionsanalysisprecipitation_2023,0.7579973
affek_impactsmodernmechanisedskidding_2017,1.2035983
afifi_detectionimpactlandencroachment_2018,0.9560009
afolabi_costeffectivenessanalysiseast_2023,1.6041265
afreen_floodsusceptibilityanalysispanjkora_2022,1.1594281
afrin_influenceprescribedfirefine_2020,1.4856873
agapiou_potentialvirtualearthobservation_2019,0.93862903
agar_nocturnalhaemodialysisaustraliancost_2005,1.5437994
agarwal_predictingpovertyindexdeep_2019,1.3822377
agasha_effectequalityhealthbwindi_2019,1.7170786
agbabiaka_determinantstourismparticipationyoruba_2023,1.1849667
agbaje_cooperationearthobservationmissions_2018,1.1526034
agdas_determininglandlandcover_2023,1.041198
agduma_speciesrichnessextentpotential_2023,1.5642376
aggestam_digitalnormcontestationfeminist_2023,1.4403908
agha_multiscalestrategiesmonitoring_2012,1.2818079
aghababaei_introducingartmo'smachinelearning_2022,1.0048496
aghakouchak_impactbasedmonitoringdrought_2023,1.1589315
aghdam_landslidesusceptibilityassessmenthybrid_2017,1.2823731
agnihotri_intelligentvulnerabilitypredictionsoil_2021,1.3205743
agola_globalizedpovertyenvironment21st_2014,1.488241
agostinho_sustainabilitydynamicsbrazilianmatopiba_2023,1.1059647
agosto_vectorrasterserveranalysis_2013,1.2392423
agrawal_deepresidualconvolutionalneural_2023,0.8223547
agrillo_earthobservationbiodiversitydata_2021,0.99954134
aguaron_comparisonmethodsestimatingcarbondioxide_2012,1.0181006
aguda_spatiotemporalassessmenturban_2013,1.105722
agudelohz_scenarioslandlandcover_2023,1.3936393
aguiarsilva_flyingforestcanopymovement_2023,1.2711289
aguilar_comparisonspectralindicesextracted_2022,0.9282098
aguilar_performanceassessmentmod16evapotranspiration_2018,1.2913283
aguirregutierrez_pantropicalmodellingcanopyfunctional_2021,1.0590287
ahadi_evaluatingfarmirrigationefficiency_2013,1.0869124
ahamed_assessingutilityremotesensing_2022,1.0246927
ahamed_modisbasedautomatedflood_2017,0.7910321
ahearn_monitoringeffectsdracunculiasisremediation_1996,1.3602027
ahmad_agroforestrysuitabilityanalysisbased_2017,0.8001038
ahmad_analysisforestfireclimate_2019,0.90863633
ahmad_assessingimpactspopulationgrowth_2018,1.0248977
ahmad_diagnosingirrigationperformancewater_2009,0.83231795
ahmad_fireriskassessmentclimate_2019,0.9454166
ahmad_gismodelingenvironmentalparameters_2023,1.2686324
ahmad_hydrologicalriskassessmentmangla_2023,0.97097075
ahmad_landevaluationtermsagroforestry_2017,1.0227187
ahmad_lulcanalysisurbanspaces_2017,1.1819179
ahmad_potentialtreespeciesdistribution_2023,1.1582643
ahmad_reviewmanagementpracticespotato_2023,1.1282638
ahmad_sarbasedsubsidencemonitoring_2022,1.3106084
ahmad_simulationpredictionlandsurface_2022,1.0111542
ahmad_soybeanglycinemaxcropland_2023,1.3104985
ahmad_unveilingnature'sresilienceexploring_2023,1.3122423
ahmadi_intelligentblinddualcolor_2021,1.4503639
ahmadkamal_scenariobasedpollutiondischarge_2020,1.5314293
ahmadybirgani_understandingsalinelakesand_2023,1.4091682
ahmed_advanceddeeplearningpredictive_2024,1.3420551
ahmed_analyzingtrendsdriversland_2023,1.3791488
ahmed_applicationremotesensingestimating_2010,1.0630069
ahmed_climatechangeimpactland_2023,1.1068097
ahmed_comparisonmulticriteriadecisiontechniques_2021,0.909979
ahmed_deeplearningforecastssoil_2021,0.995528
ahmed_developingvehiculartrafficnoise_2021,1.2928987
ahmed_droughtmonitoringcoastalbelt_2019,0.87278545
ahmed_enhancingobjectdetectionremote_2024,0.7055494
ahmed_estimatesseasonalinfluenzamortality_2018,1.6225871
ahmed_gisbasedspatialdistribution_2022,1.0017626
ahmed_hydrologicassessmenttrmmgpm_2020,1.3797327
ahmed_integrationsentinel2derived_2021,1.0840563
ahmed_introducingremotesensingbased_2019,0.9972482
ahmed_investigationpvutilizabilityuniversity_2022,0.9575634
ahmed_landslidesusceptibilitymodellingapplying_2015,1.0743899
ahmed_preparingturbidityaquaticvegetation_2017,0.9932258
ahmed_remotesensingwildlandfire_2018,1.1141229
ahmed_vehiculartrafficnoiseprediction_2019,1.4085071
ahmed_wintertimecovercrop_2023,1.1636852
ahn_assessmentutilityremotesensing_2023,0.68785024
ahrends_detectingpredictingforestdegradation_2021,0.8453385
ahuja_sodiummonitoringcommerciallyprocessed_2015,1.6954825
ahulu_ghana'sexperienceestablishmentnational_2015,1.3235582
ai_ndvichangeinfluencingfactors_2023,0.91754484
ai_spatialtemporalvariationfactor_2018,1.3046837
aieb_approachprocessingclimatemissing_2019,1.3856661
ainslie_operationalevaluationwildfireair_2022,1.4066768
aires_analysisextremerainfallnatural_2022,1.501451
airiken_assessmentspatialtemporalecological_2022,0.9123411
aitali_effectslandlandcover_2022,0.5320802
aitkenhead_digitalmappingsoilecosystem_2019,1.0885918
aiyetoro_packetschedulinginternetremote_2022,0.8601689
aizizi_evaluationecologicalqualitystatus_2023,1.2127872
aja_nonparametricassessmentmangroveecosystem_2023,1.0802053
ajayi_assessmentdelineationgroundwaterpotential_2022,0.87197846
ajayi_mappingassessingseasonaldynamics_2023,1.2073057
ajjan_sensorsoftwareglycaemicmanagement_2016,1.9882402
ajtai_supporttoolslandpolicies_2020,1.2019032
aju_identificationsuitablesitesstructures_2021,1.3695526
akbar_landlandcoverchange_2023,1.1095955
akber_impactlandchangeecosystem_2018,1.1017725
akbulut_automaticbuildingextractionimage_2018,0.6691446
akdeniz_spatiotemporalanalysisshoreline_2023,1.2182672
akgoz_monitoringseasonalphenologicalvariability_2022,1.082144
akgun_applicationremotesensingdata_2012,1.3508558
akhtar_assessmentagriculturalpotentialriver_2020,1.1481482
akhtar_assessmentirrigationperformanceriver_2018,1.2155054
akhtar_couplingremotesensinghydrological_2021,0.9725041
akhtar_integrationresolutionopticalsar_2020,0.99527675
akhtar_leveragingadvancedremotesensing_2023,0.77277184
akhter_shuttingversussellingfamily_2016,1.7282331
akita_maximumentropymodelprediction_2022,1.3476038
akiwumi_miningenvironmentalchangesierra_2008,0.90222716
akiyama_geometricalcorrectioncbers4_2018,1.0698612
akodewou_monitoringdynamicsfaidherbiaalbida_2022,1.0456903
akramkhanov_assessmentspatialdistributionsoil_2012,1.1907377
akritidis_complexaerosoltransportevent_2020,1.1174145
aksoy_assessingperformancemachinelearning_2022,0.79742086
akter_predictinggroundwaterrechargepotential_2020,1.2211206
akturk_degradationcoastalecosystemservices_2021,0.9248527
akturk_monitoringforestcanopycover_2023,0.7992592
akturk_technologicaladvancesshapingdiabetes_2019,1.5211629
akyurek_investigationsnowcoverdynamics_2011,0.7697751
akyuz_dispersionmodelsatelliteso2_2019,1.1835544
alaasmi_rapidestimationwaterstress_2022,1.0444148
alabadi_predictiongroundwaterflowingzone_2015,1.2861516
alabadleh_rigorousquantificationstatisticalsignificance_2021,1.6249652
alabdouli_coastalrunoffunitedarab_2019,1.3585794
alabi_sustainableurbanformchallenges_2020,1.1941011
aladhaileh_artificialintelligenceframeworkmodeling_2022,1.3718811
alaizari_assessmentanalysisfloodsusceptibility_2022,0.70266914
alajmi_exploitingremotesensingimagery_2023,0.4705893
alakeson_difficultairwayequipmentsurvey_2014,1.7759109
alam_floodriskassessmentsrinagar_2018,1.4153988
alam_widereconomicbenefitstransport_2022,1.7708385
alamdarloo_probabilityassessmentvegetationvulnerability_2018,1.2302778
alamgeer_optimalfuzzywaveletneural_2023,0.950335
alaniz_industrialforestrynegativelyaffects_2023,0.85936093
alashloo_totalsuspendedsedimentsmapping_2013,0.76315117
alatorre_idenitifyingactiveerosionrisk_2009,0.9694053
alattas_supportingindoornavigationaccess_2017,1.5209756
alavi_estimationsugarcaneevapotranspirationremote_2024,0.64581347
alawadhi_localspatialimpactsglobalization_2017,0.9726825
alban_standardisedsurveillancetrichinellaeuropean_2011,1.4879718
albani_feasibilitystudyoffshorewind_2014,1.500521
albano_geospatialmethodstoolsnatural_2018,1.1465745
albano_scalefloodriskmapping_2020,1.0537593
albe_studentspositionsstudentscontroversial_2005,1.7352136
albert_costeffectivemethodsaccurate_2013,1.119636
albert_ethnogeographyresourceyanomamimodel_2007,1.1291709
albert_waterqualitychallengesindustrial_2021,1.5492251
albuquerque_protocolcanopycovermonitoring_2022,1.0413487
alcantara_chiropracticcarepatienterb's_2008,1.813204
alcantaracosta_temporaldynamicsevapotranspirationsemiarid_2021,1.261678
alcaras_accuracyevaluationcoastlineextraction_2023,0.84877783
alcarazsegura_environmentalhumancontrolsecosystem_2013,1.2591572
alcarazsegura_globalvisionmonitoringecosystem_2013,0.80644405
aldhebiani_considerationndvithematicdensity_2018,0.92345697
aldousari_landlandcoverchange_2023,1.0655844
aldrees_optimizedbehaviortermrainfall_2021,1.4893445
alejandramusse_urbanenvironmentalqualityassessment_2018,1.0078664
alekabi_reflectingdecadecollaborationnasa_2018,1.7870898
alemanmontes_modellingsugarcaneagroindustrial_2023,1.0092022
alessandrini_remotelysensedvariablesexplain_2022,0.7915301
alexakis_assessmentsoilerosionrelated_2021,0.89922816
alexander_informationtechnologyrealtime_1991,1.1917114
alexandre_sentinel1basedprocessing_2020,1.0315286
alexandridis_mappingirrigatedmediterraneanbasins_2008,0.98915654
alexiou_comparingaccuracylidaruav_2021,1.1323473
alexispenalara_modellingspeciesrichnessfunctional_2022,1.0540143
alfahdawi_waterqualitymonitoringal_2015,0.7015351
alfaromejia_blindconvolutionaldeepautoencoder_2023,1.0538266
alfred_importancemaintainingproperdatabase_2010,1.1587121
algaadi_predictionpotatocropyield_2016,0.7931017
algaadi_satellitebaseddeterminationwater_2022,1.1648774
algarni_urbanphotogrammetricdatabase_1996,1.1459129
alghariani_rainfallrunoffestimationcomparative_2020,0.6416937
alghobari_estimationsurfacewaterrunoff_2020,1.2805773
alharbi_identificationgroundwaterpotentialzones_2023,1.1743462
alhasani_integratedgeospatialapproachadaptive_2023,0.8942474
alhassan_evapotranspirationtonoreservoircatchment_2020,1.1948153
alhedny_droughtmonitoringnortherniraq_2020,0.8597672
alherbawi_approachdelineationmultipurposeenergy_2022,1.1306245
alhetari_developmentwaterqualitymanagement_2023,1.3500223
alhwaiti_adaptiveedgedetectionalgorithm_2023,1.4518822
ali_analyzingoccurrencefloodsdroughts_2020,1.0847652
ali_assessingmultiplespatialvariability_2019,1.1009586
ali_comparisonlanduselandcoverdrivers_2011,1.2623463
ali_costeffectivenessanalysistraditional_2020,1.3473756
ali_derivingreservoirconditionswater_2019,1.0829315
ali_evaluationcomparisoncmip6models_2022,1.4277309
ali_gaussianclassconditionalsimplex_2023,1.492665
ali_impactassessmentdroughtmonitoring_2023,1.1644983
ali_improvingdroughtmitigationstrategies_2023,0.9562233
ali_predictingsoilerosionrate_2023,1.2955469
ali_remotesensingsurfacecoal_2022,0.82806325
ali_valuationvalidationcarbonsources_2018,1.253359
aliahmed_shareddecisionatrialfibrillation_2020,1.7694948
aliakbargolkar_delphibasedframeworksystems_2014,1.5365891
alijanian_evaluationsatelliterainfallclimatology_2017,1.1921711
aliloo_dosdon'tsdronetechnology_2024,1.1394167
aliprandicosta_contributioncompositeclinicalprocess_2017,2.0237355
alirahoma_utilizationsolarradiationenergy_2008,1.8168523
alirezaie_ontologybasedreasoningframework_2017,1.0031657
alirsyad_surveybasedapproachestimating_2016,1.6199492
alixgarcia_spatialanalysiscommonproperty_2007,1.3699266
alixgarcia_talecommunitiesexplainingdeforestation_2005,1.0969802
aliyah_modeltraditionalmarketcultural_2020,1.4331126
aliyazicioglu_temporalmonitoringlandland_2021,1.0133061
aliyu_analysislandlandcover_2023,1.0489781
aljebreen_landlandcoverclassification_2024,0.6030294
aljeri_optimizinglandidentificationsocial_2023,1.40329
aljoufie_valuinggreeninfrastructurejeddah_2015,1.1789181
alkafy_integratingforestcoverchange_2023,0.9772841
alkhoury_patientperspectivesexpectationsinflammatory_2022,1.8754025
alkindi_dynamicchangenormalisedvegetation_2023,1.165231
alkindi_impactshumanrelatedpractices_2017,0.95754683
alkloub_optimalmethodresolutionpopulation_2022,1.3387645
allam_monthly10evapotranspirationrates_2021,0.99953175
allaudin_capacitybuildingspacesector_2005,1.4576452
alleaume_genericremotesensingapproach_2018,0.8118248
allee_applicationcoastalmarineecological_2014,1.0248383
allemand_oceanacidificationimpactscoral_2019,1.5030432
allen_advancesremotesensingcoastal_2014,0.88510203
allen_assessingdifferencednormalizedburn_2008,1.2047626
allen_clinicalpathwaysimulationmachine_2022,1.7694948
allen_landsatbasedenergybalance_2005,1.2411841
allen_overviewspectralimaginghuman_2016,0.7622025
allen_satelliteremotesensingland_2018,0.772063
allen_sealevelriseexposure_2022,1.2675468
allen_stableisotopeanalysisreveals_2013,1.5805893
allen_underwateracousticenvironmentsgaan_2018,1.3364072
allnutt_efficacytmsatelliteimagery_2002,0.7520162
allocca_methodologygroundwaterfloodingsusceptibility_2021,1.4624431
almadronesreyes_landlandcoverchange_2023,0.6072062
almasud_applicationsustainabilityindextidal_2023,1.1442158
almeida_futurescenarioslandcoverage_2023,1.2176706
almeida_monitoringrestoredtropicalforest_2021,0.9536733
almeida_predictionriskvisceralleishmaniasis_2014,1.4642723
almeidanaunay_optimizationsoilbackgroundremoval_2023,1.0480348
almela_sciencepolicylessonslearned_2023,1.1034296
almiron_methodologicalproposalmonitoringvehicular_2020,1.2991705
almuhtaram_machinelearninganomalydetection_2021,1.5427802
alnajjar_spatiallandslidesusceptibilityassessment_2021,1.3031254
alnasrawi_assessmentanthropogenicclimaticstressors_2018,1.344867
aloia_managementstagecutaneousmelanoma_2005,1.7504879
alokozai_patientengagementapproachestotal_2021,1.7505226
alonso_changevegetablecoverageimpact_2020,1.287854
alonso_wetlandlandscapespatiotemporal_2016,0.73113596
alonsomartinez_remotemappingfoodscapessuas_2020,0.71228546
alonsomontesinos_applicationbayesiannetworkclassifiers_2016,1.2915521
alonzo_droughtriskassessmentmonitoring_2023,0.8558912
alparslan_waterqualityassessmentömerli_2007,1.2861608
alphan_analysislandscapeindicatorenvironmental_2017,1.1342214
alqadhi_assessingeffectfuturelandslide_2022,1.319608
alqahtani_demonstrationsustainabledevelopmentgroundwater_2021,1.5406705
alqasemi_impactcovid19lockdown_2021,1.5121174
alrahbi_analysistruecolorimages_2019,1.0304704
alrawabdeh_unmannedaerialvehiclebased_2016,0.96956015
alruzouq_macromicrogeospatial_2018,0.8994246
alruzouq_spatiotemporalanalysisurban_2019,1.143259
alsabhan_platformsviabilitymobilegis_2011,1.0498807
alsafadi_assessmentcarbonproductivitytrends_2022,1.285407
alshaiba_automaticmanholeextractionmms_2020,1.1504157
alsmadi_integratedspacebasedbuilding_2023,1.7252396
alston_investigationsatellitedataaiding_2011,1.4681826
alsubhi_quantifyingimpactdustsources_2022,1.1413176
alsuwaidi_featureensemblebasednovelty_2018,1.0714536
alswaitti_densitybasedparticleswarm_2018,1.2933943
altalbe_designdevelopmentexperimentalverification_2023,0.92336196
altamirano_invasivespeciesulexeuropaeus_2016,0.8980738
altamirano_landscapedisturbancegradientsimportance_2020,1.3020116
altamirano_woodyspeciesdiversitytemperate_2010,0.80087805
altemuscullen_reviewapplicationsremotesensing_2023,0.82355326
altes_anningtonversusdeutscheannington_2019,1.8576932
althoff_evapotranspirationirrigatedagricultureorbital_2019,1.2650226
althuwaynee_demystifyinguncertaintypm10susceptibility_2021,1.3331748
alton_plantfunctionaltypesglobal_2011,1.0568614
altunel_determininghabitatfragmentationgeoscience_2021,1.2078906
altunina_integratedassessmentanthropogeniccontamination_2014,1.0305996
alvarado_barriersremotehealthinterventions_2017,1.6040928
alvarez_sensinglightschallengestransforming_2022,1.3493037
alvarezleon_crowdsourcedstreetlevelimagery_2019,1.2671716
alvarezleon_productionpropertyconstructionremotely_2017,0.45835254
alvarezmartinez_trainingdatacounteracttopographic_2018,0.9557501
alvarezmozos_correlationgroundmeasuredsoil_2005,0.9083879
alves_humanprogressdroughtsensitivity_2020,1.4640713
alvesdunkerson_costanalysisneonatalcare_2002,1.7232108
alvino_investigatingglobalsocioeconomic_2019,1.0940766
alvites_lidartoolassessingtimber_2022,1.1036645
alvizuritintaya_studyevaluationsurfacewater_2022,0.8139701
alyahya_analysissolarradiationatlas_2016,1.2574984
alzamora_technicaleconomicfeasibilityimplementing_2021,1.240887
amadi_sensitivityvegetationclimatevariability_2018,0.8746846
amadorcruz_systematicreviewdefinitioncriteria_2021,0.9764215
amani_buildingenergyconservationatrium_2018,1.8802644
amankulova_comparisonplanetscopesentinel2_2023,0.97683907
amante_estimatingcoastaldigitalelevation_2018,1.2607155
amar_habitatpredictslossesred_2004,1.3683425
amaral_expansionsoybeanfarmingdeforested_2021,0.8927429
amarasingam_reviewuavplatformssensors_2022,0.9606652
amare_youthmigrationdecisionssaharan_2021,1.4610238
amarnath_floodmappingtoolsdisaster_2017,0.960417
amarni_mappingvulnerabilitymarineintrusion_2020,1.5416896
amazirh_retrievingcropalbedobased_2021,0.9200348
ambastha_spatialanalysisanthropogenicdisturbances_2010,1.2270491
ambatali_humanresourcedevelopmentmanagement_2024,1.4282084
ambrose_o3lowerfreetroposphere_2011,1.4121944
ambrosino_lidardatahrsievaluate_2023,0.85815084
ambrosone_retrievingsoilmoisturerainfed_2020,0.9235649
amegnaglo_contingentvaluationstudybenefits_2017,1.4178607
amen_mappingfloodproneutilizing_2023,1.0960319
amesse_economiceffectsspinoffs_2002,1.5773851
amgoth_exploringlulcpakhallake_2023,1.1785071
amici_integratedmethodcreatehabitat_2010,1.123678
amici_multitemporalapproachmaxent_2017,0.9839541
amin_calculationvalidationactualevapotranspiration_2020,1.1764567
amin_droughtriskassessmentstudy_2019,1.3927236
amin_intelligentneutrosophicdiagnosticsystem_2021,1.2122489
amin_quantificationgroundwaterstoragevariations_2019,1.4660128
amini_urbanlandlandcover_2022,0.70533335
aminzadeh_aerialcooperativemultirobot_2023,1.4259295
amiri_bioclimaticvariablesprecipitationtemperature_2020,0.9532544
amiri_potentialassessmentgeomorphologicallandforms_2018,1.106323
amiri_spatiotemporalvariabilitysoilmoisture_2020,0.7077478
amirisimkooei_basicconceptsoptimizationdesign_2012,1.3766621
amirsiddique_modelingimpactriskassessment_2023,1.1220133
amirsiddique_spatiotemporalimplicationsurbanizationurban_2021,1.10976
amirzehni_evaluatingcapabilitiessplinecubic_2023,1.012931
amitrano_realtimevolumetricestimates_2022,0.97104144
amjadi_microsatelliteanalysisgeneticdiversity_2021,1.7741773
ammann_chartvalidationinpatientinternational_2018,1.633978
ammeish_rsgisbasedapproach_2016,0.9112928
amoakojohnson_dependenceagricultureecosystemservices_2014,1.4169651
amorim_infralittoralmappingoceanicarchipelago_2015,1.2163734
amorim_overviewoceanclimatologyvariability_2017,1.0786469
amoroso_bottomtrawlfishingfootprints_2018,1.2424241
amos_determiningsentinel2amsi_2019,1.263315
amparo_characterizationprimaryproductivitylevels_1995,1.2562337
amuyou_quantificationgroundbiomasscross_2022,0.97990966
amyandclaireandjordanandglen_serviceuserperspectivesethically_2010,1.886544
an_localtelecouplingdevelopment_2023,1.0150135
an_optimaldailyschedulingmobile_2019,1.6716251
an_precisionwaterbodyextraction_2022,0.84094894
an_quantifyingpastcurrentfuture_2022,1.5559254
an_relationshipconstructionlandexpansion_2023,0.9319625
an_spatialtemporalevolutioncarbon_2022,1.3338284
anakha_predictinggeographicaldistributionacropora_2022,1.3414514
anand_groundwatermanagementsustainability_2016,0.85882354
anand_integratingmultisensorsdata_2021,1.36206
anand_predictingcurrentfuturepotential_2021,1.098647
anand_remotesensinggisidentifying_2019,0.90827006
anas_dynamicsvibriocholeraetypical_2021,0.917126
anbari_increasedtroposphericozonelevels_2022,1.8416003
ancic_detectingmistletoeinfestationsilver_2014,1.1283015
ancic_hyperspectralsensorsapplicationforestry_2019,0.6669313
andalibi_leafindexvariationsecoregions_2021,1.1088037
andalibi_multisensorassessmentleafindex_2022,1.1947157
anderegg_testingwarningmetricsdrought_2019,1.2564473
anderson_applicationspatialtechnologiesrangeland_1996,0.81270504
