title,author,year,key,pdf_out,csv_out
Sar and Lidar Temporal Data Fusion Approaches to Boreal Wetland Ecosystem Monitoring,"Montgomery, Joshua and Brisco, Brian and Chasmer, Laura and Devito, Kevin and Cobbaert, Danielle and Hopkinson, Chris",2019,montgomery_sarlidartemporaldata_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/montgomery_2019_sar_and_lidar_temporal.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/montgomery_2019_sar_and_lidar_temporal.csv
Monitoring Canopy Quality and Improving Equitable Outcomes of Urban Tree Planting Using Lidar and Machine Learning,"Francis, John and Disney, Mathias and Law, Stephen",2023,francis_monitoringcanopyqualityimproving_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/francis_2023_monitoring_canopy_quality_and.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/francis_2023_monitoring_canopy_quality_and.csv
"The Gavkhouni Wetland Dryness and Its Impact on Air Temperature Variability in the Eastern Part of the Zayandeh-Rud River Basin, Iran","Azadi, S. and Yazdanpanah, H. and {Nasr-Esfahani}, M. A. and Pourmanafi, S. and Dorigo, W.",2022,azadi_gavkhouniwetlanddrynessimpact_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/azadi_2022_the_gavkhouni_wetland_dryness.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/azadi_2022_the_gavkhouni_wetland_dryness.csv
Eye in the Sky,"Mathieu, P. P.",2005,mathieu_eyesky_2005,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/mathieu_2005_eye_in_the_sky.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/mathieu_2005_eye_in_the_sky.csv
Predicting Breeding Habitat for Amphibians: A Spatiotemporal Analysis across Yellowstone National Park,"Bartelt, Paul E. and Gallant, Alisa L. and Klaver, Robert W. and Wright, Chris K. and Patla, Debra A. and Peterson, Charles R.",2011,bartelt_predictingbreedinghabitatamphibians_2011,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/bartelt_2011_predicting_breeding_habitat_for.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/bartelt_2011_predicting_breeding_habitat_for.csv
Flood Risk Analysis: The Case of Tigris River (Tikrit /Iraq),"Mohammed-Ali}, W. S. and Khairallah, R. S.",2023,mohammedali_floodriskanalysistigris_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/mohammedali_2023_flood_risk_analysis_the.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/mohammedali_2023_flood_risk_analysis_the.csv
Satellite-Based Crop Production Monitoring in Ukraine and Regional Food Security,"Kogan, F. and Adamenko, T. and Kulbida, M.",2011,kogan_satellitebasedcropproduction_2011,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/kogan_2011_satellite_based_crop_production.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/kogan_2011_satellite_based_crop_production.csv
A Hybrid Kernel-Based Change Detection Method for Remotely Sensed Data in a Similarity Space,"Shah-Hosseini}, R. and Homayouni, S. and Safari, A.",2015,shahhosseini_hybridkernelbasedchange_2015,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/shahhosseini_2015_a_hybrid_kernel_based.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/shahhosseini_2015_a_hybrid_kernel_based.csv
Benefits of Seasonal Climate Prediction and Satellite Data for Forecasting Us Maize Yield,"Peng, Bin and Guan, Kaiyu and Pan, Ming and Li, Yan",2018,peng_benefitsseasonalclimateprediction_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/peng_2018_benefits_of_seasonal_climate.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/peng_2018_benefits_of_seasonal_climate.csv
"Modelling and Evaluation of Land Use Changes through Satellite Images in a Multifunctional Catchment: Social, Economic and Environmental Implications","Acuna-Alonso}, Carolina and Novo, Ana and Luis Rodriguez, Juan and Varandas, Simone and Alvarez, Xana",2022,acunaalonso_modellingevaluationlandsatellite_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/acunaalonso_2022_modelling_and_evaluation_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/acunaalonso_2022_modelling_and_evaluation_of.csv
Costs and Benefits of Satellite-Based Tools for Irrigation Management,"Vuolo, Francesco and Essl, Laura and Atzberger, Clement",2015,vuolo_costsbenefitssatellitebased_2015,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/pdf/vuolo_2015_costs_and_benefits_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5c_classifier_round1/csv/vuolo_2015_costs_and_benefits_of.csv
