"id","title","abstract","authors","doi","other_fields","date_screened_t&a","t&a_status","t&a_exclusion_reasons","publication_year","tags"
6691752,"Societal value of geologic maps","An economic analysis by the U.S. Geological Survey's National Geologic Mapping Program that describes (1) geologic maps and their use as a fundamental data base, (2) a rigorous benefit-cost model for valuing geologic map information, and \n(3) the economic issues associated with determining whether or not a geologic map is a public good","{""Bernkopf, Richard""}","https://doi.org/10.3133/cir1111","{}",2024-04-26 19:04:40,"included",NA,1993,"{}"
7037598,"Incorporation Of Satellite Remote Sensing Pan-Sharpened Imagery Into Digital Soil Prediction And Mapping Models To Characterize Soil Property Variability In Small Agricultural Fields","Soil prediction models based on spectral indices from some multispectral images are too coarse to characterize spatial pattern of soil properties in small and heterogeneous agricultural lands. Image pan-sharpening has seldom been utilized in Digital Soil Mapping research before. This research aimed to analyze the effects of pan-sharpened (PAN) remote sensing spectral indices on soil prediction models in smallholder farm settings. This research fused the panchromatic band and multispectral (MS) bands of WorldView-2, GeoEye-1, and Landsat 8 images in a village in Southern India by Brovey, Gram-Schmidt and Intensity-Hue-Saturation methods. Random Forest was utilized to develop soil total nitrogen (TN) and soil exchangeable potassium (Kex) prediction models by incorporating multiple spectral indices from the PAN and MS images. Overall, our results showed that PAN remote sensing spectral indices have similar spectral characteristics with soil TN and Kex as MS remote sensing spectral indices. There is no soil prediction model incorporating the specific type of pan-sharpened spectral indices always had the strongest prediction capability of soil TN and Kex. The incorporation of pan-sharpened remote sensing spectral data not only increased the spatial resolution of the soil prediction maps, but also enhanced the prediction accuracy of soil prediction models. Small farms with limited footprint, fragmented ownership and diverse crop cycle should benefit greatly from the pan-sharpened high spatial resolution imagery for soil property mapping. Our results show that multiple high and medium resolution images can be used to map soil properties suggesting the possibility of an improvement in the maps’ update frequency. Additionally, the results should benefit the large agricultural community through the reduction of routine soil sampling cost and improved prediction accuracy. © 2016 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)",NA,"10.1016/j.isprsjprs.2016.11.001","{""notes"": ""('xu_incorporationsatelliteremotesensing_2017',)""}",2024-10-30 17:27:24,"included",NA,NA,"{}"
6691608,"Data poverty: A global evaluation for 2009 to 2013- implications for sustainable development and disaster risk reduction","The article presents a time series (2009–2013) analysis for a new version of the “Digital Divide” concept that developed in the 1990s. Digital information technologies, such as the Internet, mobile phones and social media, provide vast amounts of data for decision-making and resource management. The Data Poverty Index (DPI) provides an open-source means of annually evaluating global access to data and information. The DPI can be used to monitor aspects of data and information availability at global and national levels, with potential application at local (district) levels. Access to data and information is a major factor in disaster risk reduction, increased resilience to disaster and improved adaptation to climate change. In that context, the DPI could be a useful tool for monitoring the Sustainable Development Goals of theSendai Framework for Disaster Risk Reduction (2015–2030). The effects of severe data poverty, particularly limited access to geoinformatic data, free software and online training materials, are discussed in the context of sustainable development and disaster risk reduction. Unlike many other indices, the DPI isunderpinned by datasets that are consistently provided annually for almost all the countries of the world and can be downloaded without restriction or cost.","{""Leidig, Mathias""}","https://doi.org/10.1016/j.jag.2016.03.001","{}",2024-04-22 23:29:13,"included",NA,2015,"{maybe}"
6447809,"The socio-economic value of satellite earth observations: huge, yet to be measured","Earth-observing satellites provide regular and accurate data that can support evidence-based decisions and public policies in a wide range of domains, potentially bringing huge socio-economic benefits. However, obstacles to effective data exploitation and poor awareness about their impacts risk hindering this potentiality and threaten the investments. Leveraging on the case of the Copernicus Programme, we review the challenges related to the full exploitation of free environmental space data and to the measurement of the related impacts. We then discuss the need for empirical approaches based on value-chain analysis with the objective to stimulate further societal and economic research.","{""Tassa, Alessandra""}","10.1080/17487870.2019.1601565","{""url"": ""https://doi.org/10.1080/17487870.2019.1601565"", ""date"": ""2020-01-02"", ""pages"": ""34"", ""end_page"": ""48"", ""access_date"": ""2023-11-14 22:45:01"", ""link_to_pdf"": ""https://www.tandfonline.com/doi/pdf/10.1080/17487870.2019.1601565"", ""short_title"": ""The socio-economic value of satellite earth observations"", ""database_provider"": ""Taylor and Francis+NEJM""}",NA,NA,NA,2020,"{benchmark}"
6863434,"An Open Data And Citizen Science Approach To Building Resilience To Natural Hazards In A Data-Scarce Remote Mountainous Part Of Nepal","The citizen science approach has gained momentum in recent years. It can enable both experts and citizen scientists to co-create new knowledge. Better understanding of local environmental, social, and geographical contexts can help in designing appropriate plans for sustainable development. However, a lack of geospatial data, especially in the context of developing countries, often precludes context-specific development planning. This study therefore tests an innovative approach of volunteer citizen science and an open mapping platform to build resilience to natural hazards in the remote mountainous parts of western Nepal. In this study, citizen scientists and mapping experts jointly mapped two districts of Nepal (Bajhang and Bajura) using the OpenStreetMap (OSM) platform. Remote mapping based on satellite imagery, capacity building, and mobilization of citizen scientists was performed to collect the data. These data were then uploaded to OSM and later retrieved in ArcGIS to produce a usable map that could be exploited as a reference resource for evidence-based decision-making. The collected data are freely accessible to community members as well as government and humanitarian actors, and can be used for development planning and risk reduction. By piloting in two communities of western Nepal, we found that using open data platforms for collecting and analyzing location-based data has a mutual benefit for researchers and communities. Such data could be vital in understanding the local landscape, environmental risk, and distribution of resources. Furthermore, they enable both researchers and local people to transfer technical knowledge, collect location-specific data, and use them for better decision-making.","{""Baskota, Preshika"",""Buytaert, Wouter"",""Khadka, Prakash"",""Liu, Wei"",""Parajuli, Binod Prasad"",""Paul, Jonathan D."",""Pudasaini, Uttam"",""Roniksh, B. C."",""Shakya, Puja"",""Vij, Sumit""}","10.3390/su12229448","{""notes"": ""('parajuli_datacitizenscienceapproach_2020',)""}",2024-07-12 19:47:26,"included",NA,2020,"{}"
7037186,"Evaluating Nox Emission Inventories For Regulatory Air Quality Modeling Using Satellite And Air Quality Model Data","The purpose of this study was to assess the accuracy of NOx emissions in the Texas Commission on Environmental Quality's (TCEQ) State Implementation Plan (SIP) modeling inventories of the southeastern U.S. We used retrieved satellite tropospheric NO2 columns from the Ozone Monitoring Instrument (OMI) together with NO2 columns from the Comprehensive Air Quality Model with Extensions (CAMx) to make top-down NOx emissions estimates using the mass balance method. Two different top -down NOx emissions estimates were developed using the KNMI DOMINO v2.0 and NASA SP2 retrievals of OMI NO2 columns. Differences in the top-down NOx emissions estimates made with these two operational products derived from the same OMI radiance data were sufficiently large that they could not be used to constrain the TCEQ NOx emissions in the southeast. The fact that the two available operational NO2 column retrievals give such different top-down NOx emissions results is important because these retrievals are increasingly being used to diagnose air quality problems and to inform efforts to solve them. These results reflect the fact that NO2 column retrievals are a blend of measurements and modeled data and should be used with caution in analyses that will inform policy development. This study illustrates both benefits and challenges of using satellite NO2 data for air quality management applications. Comparison with OMI NO2 columns pointed the way toward improvements in the CAMx simulation of the upper troposphere, but further refinement of both regional air quality models and the NO2 column retrievals is needed before the mass balance and other emission inversion methods can be used to successfully constrain NOx emission inventories used in U.S. regulatory modeling. (C) 2015 Elsevier Ltd. All rights reserved.",NA,"10.1016/j.atmosenv.2015.07.002","{""notes"": ""('kemballcook_evaluatingnoxemissioninventories_2015',)""}",2024-10-28 19:22:23,"included",NA,NA,"{}"
6691517,"Earth observations can enable cost-effective conservation of eastern north pacific blue whales: a value of information analysis","We conduct an analysis to estimate the value of information (VOI) of Earth observations for prospective regulation of marine shipping to conserve Eastern North Pacific blue whales in the Exclusive Economic Zone of the United States. Outcomes are driven by differences across two data products that can be used to inform regulations to limit ship strikes. In the reference case, vessel speed limits depend on species distribution data from shipboard surveys. In the counterfactual case, speed limits depend on species distributions predicted by WhaleWatch, a federal data product incorporating information from several remote sensing technologies. The VOI is identified as the difference in costs to marine shipping operators under the reference and counterfactual cases for regulation of vessel speeds. We estimate that the annual VOI of WhaleWatch is US $21–332 million, depending on the conservation goals of the modeled regulation. Conserving more blue whales—averting more ship strikes—increases the VOI.","{""Bernknopf, Richard""}","https://media.rff.org/documents/Earth_Observations_can_enable_cost-effective_conservation_of._bm_RB_","{}",2024-04-23 22:33:32,"included",NA,2021,"{""in benchmarks""}"
6447800,"Estimating the Societal Benefits of Satellite Instruments: Application to a Break-even Analysis of the GeoXO Hyperspectral IR Sounder","This paper describes the process, and lessons learned in a preliminary benefits study of a proposed infrared hyperspectral sounder (HSS) for NOAA’s next generation geostationary satellite program (GeoXO). The valuation of government-owned satellite systems providing a public good with a complex array of instruments is a nascent field of study. Many different sensor configurations are possible, but there are restrictions due to physical and budget constraints. Accounting for economic considerations during the design and planning phase for satellite constellations helps to ensure that the most cost effective instruments are selected. To assess whether the HSS instrument should be included on GeoXO, we applied a value of information approach and found the benefits associated with this instrument are likely to substantially outweigh the costs. Value of information studies often focus on data and information that has a direct use case. Estimating benefits for the HSS is especially challenging because data are not used directly by decision makers. Instead these data along with information from other Earth observing (EO) satellites play a key role in producing the inputs necessary for modern numerical hydrometeorological modeling. We describe strategies to assess the marginal (i.e., incremental) contribution of an instrument that is part of a complex information production process. We make several recommendations that, if implemented, would improve the quality of future studies of this kind. This includes (1) a systems approach to observing system planning, (2) improving the design of observing system experiments (OSSE and OSE), and (3) better tracking of the decisions and needs of end-users, especially those external to the agency.","{""Adkins, Jeffery"",""Conran, Joseph"",""Lauer, Christopher""}",NA,"{""url"": ""https://www.frontiersin.org/articles/10.3389/fenvs.2021.749044"", ""date"": ""2021-01-19"", ""access_date"": ""2023-04-26 19:35:29"", ""link_to_pdf"": ""https://www.frontiersin.org/articles/10.3389/fenvs.2021.749044/pdf"", ""short_title"": ""Estimating the Societal Benefits of Satellite Instruments"", ""database_provider"": ""Frontiers""}",NA,NA,NA,2021,"{benchmark}"
7038025,"Role Of Irs-1c In Developing Remote Sensing Applications For Water Management In India","Efficient water management is essential for water and food security leading to socio-economic development. In order to build resilience and achieve water security, planning and management of water resources projects needs to be based on realistic assessment of related aspects. This requires comprehensive, reliable and easily accessible information on demand, availability and utilisation of water resources. Observational capabilities from ground monitoring systems and supplementary/complementary data from satellite remote sensing provide unique opportunities for data integration and value addition supporting water management decisions. While LANDSAT-1 initiated various remote sensing based activities with respect to management of hydrology and water resources across the globe, the launch of Indian remote sensing satellite, IRS-1A in 1988, along with its follow-up satellites, provided fillip to these activities mainly in India. The launch of IRS-1C in December 1995, with unique combination of sensors, has greatly improved extensive utilisation of satellite remote sensing for various facets of water management. This article presents a review of various applications carried out using IRS-1C data while highlighting the capabilities and advantage of IRS-1C sensors achieving significant improvement in mapping water bodies, inventory and monitoring of irrigated crops, irrigation system performance evaluation, assessment of reservoir sedimentation, mapping and monitoring of snow cover, snowmelt runoff forecasting, watershed developmental planning and management, etc.",NA,"10.1007/s12524-020-01280-8","{""notes"": ""('hakeem_roleirs1cdeveloping_2021',)""}",2024-10-25 22:51:49,"included",NA,NA,"{}"
6691665,"Impact of Global Earth Observation –Systemic View across GEOSS Societal Benefit Areas","The work of the Group on Earth Observation (GEO) is perceived as instrumental to attain sustainable development goals and to be a major driver of how the society–technology–environment system is managed. However, appropriate scientific methodologies to assess the benefits of the Global Earth Observation System of Systems (GEOSS) and validate investments in Earth observation infrastructure have been missing. This paper presents a systems approach to measure and analyze the impact of Global Earth Observation across the nine Societal Benefit Areas defined by GEO. The methodological framework presented here was developed and applied to be complete across space, time and sectors through integration and aggregation. Apart from the general assessment framework, we present some specifics of the numerical tool, which is based on System Dynamics modeling and simulation technique. Our results indicate that though the total system benefits are strongly policy dependent, improvements of GEOSS per se and data availability and interoperability, the accrued benefits are large and have a great potential shaping mankind’s course to sustainability.","{""Rydzak, Felicjan""}","https://doi.org/10.2902/1725-0463.2010.05.art9","{}",2024-04-22 02:41:08,"included",NA,2010,"{}"
7037788,"Building User-Readiness For Satellite Earth Observing Missions: The Case Of The Surface Water And Ocean Topography (Swot) Mission","The goal in this commentary is to share the development of the NASA Applied Science pre-launch protocol called the Early Adopter Program (EAP) that is designed to build user-readiness of planned satellite Earth observing missions proactively and before the launch. Here we focus in particular on the Surface Water and Ocean Topography satellite mission EAP as an illustration of benefits of such a program of proactive and sustained user community engagement. Such a commentary will be of value to other satellite Earth observation missions that are currently in service, scheduled for launch or prioritized for development in the near future. Plain Language Summary The commentary sheds light on the many years of preparation for a planned satellite mission for surface water (Surface Water and Ocean Topography mission) to make the data as user-ready as possible. We believe such a commentary may be of interest to other communities involved in planning, operation or use of other satellite missions.",NA,"10.1029/2022av000680","{""notes"": ""('hossain_buildinguserreadinesssatellite_2022',)""}",2024-10-30 16:04:57,"included",NA,NA,"{}"
6691568,"The role of stakeholders in creating societal value from coastal and ocean observations","The importance of stakeholder engagement in ocean observation and in particular the realization of economic and societal benefits is discussed, introducing a number of overarching principles such as the convergence on common goals, effective communication, co-production of information and knowledge and the need for innovation. A series of case studies examine the role of coordinating frameworks such as the United States’ Interagency Ocean Observing System (IOOS®), and the European Ocean Observing System (EOOS), public–private partnerships such as Project Azul and the Coastal Data Information Program (CDIP) and finally the role of the “third” or voluntary sector. The paper explores the value that stakeholder engagement can bring as well as making recommendations for the future.","{""Mackenzie, Bev""}","https://doi.org/10.3389/fmars.2019.00137","{}",2024-04-26 22:57:26,"included",NA,2019,"{maybe}"
6903629,"Ndvi Identification And Survey Of A Roman Road In The Northern Spanish Province Of Alava","The Iter 34 (Antonine Itinerary XXXIV) is the name of the Roman road that crosses the province of alava from west to east. Since no specific path was officially recognized before our study, the remains of the road did not benefit from heritage protection. In 2017, we made a project to determine the course of the road through rural alava. In addition to traditional archaeological excavation and prospecting techniques, we used UAVs (unmanned aerial vehicle) to produce NDVI (normalized difference vegetation index) orthomosaic plans of ten cultivated areas through which the road is conjectured to pass. NDVI orthomosaics let us see crop marks better than with conventional photography, allowing us to detect the crop marks during times of the year and in places where conventional photography would fail to show them. Thanks to the NDVI orthomosaics, remains of the road were identified not only in places where we knew it existed, but also in previously unknown locations. Furthermore, other archaeological features were identified close to the roadway. This technique heralds a great advance in non-invasive methods of archaeological surveying. By using precision farming techniques we have identified the course of the Roman road Iter 34 in several locations in a short period of time and with few resources.",NA,"10.3390/rs11060725","{""notes"": ""('gonzalez_ndviidentificationsurveyroman_2019',)""}",2024-10-03 22:22:34,"included",NA,NA,"{}"
7037945,"Research On Monitoring And Environmental Control Of Farmland Operation Based On Multi-Sensor Data Fusion","Because traditional methods fail to accurately obtain environmental sensing data, resulting in poor farmland operation monitoring performance and low agricultural production efficiency, the impact of farmland operation monitoring technology on environmental regulation is proposed. The adaptive fusion method is introduced to fuse the collected farmland environmental data to make the multi-sensor data fusion result optimal. The soil temperature, humidity, oxygen, carbon dioxide and plant height environmental data acquisition sensors are activated to obtain field environmental sensing data, and determine the function keys based on the early warning value and time value. Adjustments were made to the farmland environment based on the judgment results with focus on the environmental control of farmland operation monitoring technology impact. The experimental results show that after the introduction of farmland operation monitoring technology, the accuracy of farmland environment monitoring is higher and the error of farmland environment regulation is lower, which meets the basic needs of users. Copyright © 2020 Inderscience Enterprises Ltd.",NA,"10.1504/ijetm.2020.114134","{""notes"": ""('hua_researchmonitoringenvironmentalcontrol_2020',)""}",2024-10-30 00:04:48,"included",NA,NA,"{}"
7036593,"The Potential Of Remote Sensing Data For Decision Makers At The State, Local And Tribal Level: Experiences From Nasa's Synergy Program","NASA's Earth Observation System (EOS) satellite data are contributing to the development of policy relevant, remote sensing applications. To promote the use of EOS data for application development, NASA funded the Synergy program in 2000 in partnership with academia, end users, and industry. Three examples of remote sensing applications from the Synergy program are presented here and include agriculture, range management, and water resource management. These examples show that remote sensing products have the potential to be useful to a variety of decision makers and policy makers because of the opportunity to reduce chemicals in the environment, improve crop yields and better manage range lands and water resources. Transitioning from research and development to successful applications must overcome challenges such as the lack of awareness by end users of these technologies, inadequate feedback mechanism between application developers and end users, and unproven cost benefits of remote sensing data. Experience from the Synergy program indicates that these issues could be mitigated by educating and training end users, demonstrating the utility of remote sensing data in improving decision making, and establishing and maintaining a continuous dialogue between developers and end users. Sustainability of remote sensing applications ultimately depends on users continuing reliance on products and benefits from remote sensing data. The Synergy program also demonstrates that remote sensing data sets that are collected primarily for global change research contribute to the development of applications in a variety of disciplines at the regional and local level. (C) 2003 Elsevier Ltd. All rights reserved.",NA,"10.1016/j.envsci.2003.08.002","{""notes"": ""('kalluri_potentialremotesensingdata_2003',)""}",2024-10-25 19:16:22,"included",NA,NA,"{}"
6863634,"Input Data Resolution Affects The Conservation Prioritization Outcome Of Spatially Sparse Biodiversity Features","Detailed spatial data are an essential part of land use planning and decision-making. Their spatial resolution sets limitations to their use, as coarse datasets are not suitable for detecting small-scale phenomena. In this study, we explored the effects of spatial resolution on the ecological outcome of a conservation prioritization process in Zonation software. Our study area was in Evo, southern Finland, covering a mosaic of managed and conserved forests. We produced the feature layers describing the forest characteristics using high-resolution remote sensing datasets, object-based mapping methods, and forest site type data. We found that increasing the resolution above the 16 m baseline resolution resulted in substantial errors. The conservation errors were the highest for rare features related to European Aspen, whereas the common features related to dominant tree species could benefit from the growth of cell size. We conclude that adequate spatial resolution is a prerequisite for efficient conservation prioritization, and that the size and spatial distribution of the features affect the resolution requirements.","{""Heinaro, Einari"",""Kujala, Heini"",""Kumpula, Timo"",""Mayra, Janne"",""Mikkonen, Ninni"",""Tanhuanpaa, Topi""}","10.1007/s13280-023-01885-6","{""notes"": ""('tanhuanpaa_inputdataresolutionaffects_2023',)""}",2024-07-12 19:32:06,"included",NA,2023,"{}"
7038071,"Public Health Benefits From Improved Identification Of Severe Air Pollution Events With Geostationary Satellite Data","Despite improvements in ambient air quality in the US in recent decades, many people still experience unhealthy levels of pollution. At present, national-level alert-day identification relies predominately on surface monitor networks and forecasters. Satellite-based estimates of surface air quality have rapidly advanced and have the capability to inform exposure-reducing actions to protect public health. At present, we lack a robust framework to quantify public health benefits of these advances in applications of satellite-based atmospheric composition data. Here, we assess possible health benefits of using geostationary satellite data, over polar orbiting satellite data, for identifying particulate air quality alert days (24hr PM2.5 > 35 μg m−3) in 2020. We find the more extensive spatiotemporal coverage of geostationary satellite data leads to a 60% increase in identification of person-alerts (alert days × population) in 2020 over polar-orbiting satellite data. We apply pre-existing estimates of PM2.5 exposure reduction by individual behavior modification and find these additional person-alerts may lead to 1,200 (800–1,500) or 54% more averted PM2.5-attributable premature deaths per year, if geostationary, instead of polar orbiting, satellite data alone are used to identify alert days. These health benefits have an associated economic value of 13 (8.8–17) billion dollars ($2019) per year. Our results highlight one of many potential applications of atmospheric composition data from geostationary satellites for improving public health. Identifying these applications has important implications for guiding use of current satellite data and planning future geostationary satellite missions. © 2024 The Authors. GeoHealth published by Wiley Periodicals LLC on behalf of American Geophysical Union.",NA,"10.1029/2023gh000890","{""notes"": ""('odell_publichealthbenefitsimproved_2024',)""}",2024-10-25 19:24:34,"included",NA,NA,"{}"
7037716,"Geoinformatics For Disaster Risk Assessment, Monitoring, And Management","Over the past years, there has been a shift in focus from “disaster recovery and response” to “risk management and mitigation,” and the use of geoinformatics has become an integrated, well-developed, and successful tool in disaster risk management. Geoinformatics technologies include communication and information technologies coupled with geographic information systems, or GIS, GPS, and remote sensing. There are many technologies that can be used to facilitate mitigation, preparedness, response, and recovery when dealing with natural disasters due to climate issues. However, the most effective programs will require coordination, cooperation, and communication. Technologies are developing rapidly while costs are falling, and disaster relief efforts stand to benefit. © Springer Science+Business Media B.V. 2017.",NA,"10.1007/978-94-024-1071-6_14","{""notes"": ""('fisher_geoinformaticsdisasterriskassessment_2017',)""}",2024-10-28 19:10:34,"included",NA,NA,"{}"
6691732,"The socioeconomic benefits of Earth science and applications research: reducing the risks and costs of natural disasters","A wealth of satellite data has provided information on weather and climate phenomena for the past 40 years. Within this period, however, the heavy human and economic costs of natural disasters have increased considerably. Using hurricanes, droughts, floods and earthquakes which occurredin the USA as examples, this article describes how Earth science can be appliedto such situations to predict or mitigate their effects. The economic value of providing such information is discussed, as are the issues that can affect how successful its provision will be.","{""Williamson, Ray A.""}","PII: S 0265-9646(01)00057-1","{}",2024-04-26 23:08:34,"included",NA,2002,"{}"
6862898,"Ecological Environment Dynamic Monitoring And Driving Force Analysis Of Karst World Heritage Sites Based On Remote-Sensing: A Case Study Of Shibing Karst","The evaluation and monitoring of the ecological environment quality of heritage sites can help provide sustainable and healthy development strategies for heritage management organizations. In this study, an ecological evaluation model based on the remote sensing ecological index (RSEI) was used to measure the ecological environment of the Shibing Karst World Heritage Site and its buffer zone and the Moran index and geographic probe model were combined to quantify the ecological environment. The results show that, (1) from 2013 to 2020, the ecological environment quality of the heritage site and buffer zone was moderate to high and the mean RSEI values in the three periods studied were 0.720, 0.723 and 0.742, showing an overall upward and improving trend; (2) ecological environment quality grades of moderate and good accounted for more than 70\% of the area, the distribution pattern of ecological environment quality is significantly better at the heritage site than in the buffer zone and the southwest is better than the northeast; (3) the Moran index increased from 0.600 in 2013 to 0.661 in 2020, residing in the first and third quadrants, respectively, with significantly spatial aggregation; and (4) greenness and humidity were shown to play a positive feedback role on the ecological environment quality and the spatial influence ability of humidity and dryness was greater. Overall, the RSEI is an effective method of evaluating and monitoring the ecological environment quality of heritage sites, the ecological environment quality of the Karst heritage site in Shibing is in a steady state of improvement and the relevant departments of heritage conservation need to further coordinate the relationship between conservation and development to promote the sustainable development of the heritage site and provide effective solutions for the monitoring of other Karst World Heritage sites.","{""Shen, Chuhong"",""Xiao, Hua"",""Xiong, Kangning"",""Zhang, Juan"",""Zhang, Ning""}","10.3390/land12010184","{""notes"": ""('zhang_ecologicalenvironmentdynamicmonitoring_2023',)""}",2024-07-15 15:57:34,"included",NA,2023,"{}"
6863392,"Lake Nasser Evaporation Reduction Study","This study aims to evaluate the reduction of evaporation of Lake Nasser's water caused by disconnecting (fully or partially) some of its secondary channels (khors). This evaluation integrates remote sensing, Geographic Information System (GIS) techniques, aerodynamic principles, and Landsat7 ETM+ images. Three main procedures were carried out in this study; the first derived the surface temperature from Landsat thermal band; the second derived evaporation depth and approximate evaporation volume for the entire lake, and quantified evaporation loss to the secondary channels' level over one month (March) by applied aerodynamic principles on surface temperature of the raster data; the third procedure applied GIS suitability analysis to determine which of these secondary channels (khors) should be disconnected. The results showed evaporation depth ranging from 2.73 mm/day at the middle of the lake to 9.58 mm/day at the edge. The evaporated water-loss value throughout the entire lake was about 0.86 billion m(3) /month (March). The analysis suggests that it is possible to save an approximate total evaporation volume loss of 19.7 million m(3) / month (March), and thus 2.4 billion m(3) /year, by disconnecting two khors with approximate construction heights of 8 m and 15 m. In conclusion, remote sensing and GIS are useful for applications in remote locations where field-based information is not readily available and thus recommended for decision makers remotely planning in water conservation and management. (C) 2010 Cairo University. Production and hosting by Elsevier B.V. All rights reserved.","{""Ebaid, Hala M. I."",""Ismail, Sherine S.""}","10.1016/j.jare.2010.09.002","{""notes"": ""('ebaid_lakenasserevaporationreduction_2010',)""}",2024-07-16 23:46:42,"included",NA,2010,"{}"
7038047,"Use Of Remote Sensing In Control Of Good Agricultural And Environmental Conditions On Agricultural Farms","In the frame of EU common agricultural policy, applicant farmers shall receive subsidies for agricultural production. A producer receiving payments is required to meet the basic requirements for the maintenance of all farmland in good agricultural conditions consistence with environmental protection. Since 2009, applicant farmer is obliged to comply with standards adopted by Poland in the so-called cross-compliance requirements. Member States shall determine at the national level for Good Agricultural and Environmental Conditions (GAEC). Compliance with these standards, to maintain good agricultural practice is controlled selectively in the annual inspection campaigns conducted by the Agency for Restructuring and Modernization of Agriculture (ARMA). One of control method is Control with Remote Sensing (CwRS), method that involves the determination in satellite or aerial images boundaries of areas subject to subsidies. Experience in the use of remote sensing, however, indicate the potential for the use of processed satellite or air orthophotomaps not only for cropping delineation but also to verify certain elements of agricultural practices. During the CwRS routine, one could indicate a possible non-compliance issues directly on the image and thereby optimize the process of control. The studies indicated which of the requirements to maintain land in good agricultural conditions might be monitored with CwRS. The results of the series of experiments showed that both kind of aerial and satellite orthophoto can be consider as equivalent materials. Features or phenomenon spread over a large area or occurred point-wise are detectable in image easier than during field inspection. Also wherever access or visibility on the ground is limited due to the morphology complexity, road network, etc., orthophotomap provide better angle of view. Nevertheless, the ratio benefit/cost for managing the entire control on national level should be checked against the efficiency of field control.",NA,"10.2478/ecoq-2013-0018","{""notes"": ""('plutokossakowska_remotesensingcontrolagricultural_2013',)""}",2024-10-28 19:38:48,"included",NA,NA,"{}"
7037441,"Potential Of Virtual Earth Observation Constellations In Archaeological Research","Earth observation sensors continually provide datasets with different spectral and spatial characteristics, while a series of pre- and postprocessing techniques are needed for calibration purposes. Nowadays, a variety of satellite images have become accessible to researchers, while big data cloud platforms allow them to deal with an extensive number of datasets. However, there is still difficulty related to these sensors meeting specific needs and challenges such as those of cultural heritage and supporting archaeological research world-wide. The harmonization and synergistic use of different sensors can be used in order to maximize the impact of earth observation sensors and enhance their benefit to the scientific community. In this direction, the Committee on Earth Observation Satellites (CEOS) has proposed the concept of virtual constellations, which is defined as ""a coordinated set of space and/or ground segment capabilities from different partners that focuses on observing a particular parameter or set of parameters of the Earth system"". This paper provides an overview of existing and future earth observation sensors, the various levels of interoperability as proposed by Wulder et al., and presents some preliminary results from the Thessalian plain in Greece using integrated optical and radar Sentinel images. The potential for archaeolandscape studies using virtual constellations is discussed here.",NA,"10.3390/s19194066","{""notes"": ""('agapiou_potentialvirtualearthobservation_2019',)""}",2024-10-28 00:24:27,"included",NA,NA,"{}"
6903469,"Enabling Efficient Service Function Chains At Terrestrial-Satellite Hybrid Cloud Networks","The great improvements in both satellite and terrestrial networks have motivated the academic and industrial communities to rethink their integration. As a result, there is an increasing interest in new-generation hybrid satellite-terrestrial networks, where sufficient flexibility should be enabled to deploy customized SFCs to satisfy the growing diversity of user needs. However, it is still challenging to achieve such a nice vision, since many key issues remain unaddressed comprehensively such as framework design, communication procedures and resource optimization. Therefore, in this article, we focus on how to efficiently deploy customized SFCs at terrestrial-satellite hybrid cloud networks. In particular, we first propose an elastic framework used for SFC deployment at clouds, and second propose an efficient SFC mapping approach for improvement of system resource utilization. Finally, we verify the proposed framework at a proof-of-concept prototype via a number of use cases, and evaluate the proposed mapping approach through extensive simulations based on a real-world topology. Related experimental and simulation results have confirmed the feasibility and benefits of our proposed framework and mapping approach. © 2019 IEEE",NA,"10.1109/mnet.2019.1800426","{""notes"": ""('feng_enablingefficientservicefunction_2019',)""}",2024-09-27 22:40:29,"included",NA,NA,"{}"
6691635,"Bayesian framework for assessing the value of scientific space systems: value of information approach with application to earth science spacecraft","Space systems play an important role in today's society by generating or transmitting information from source to sink(s). The acquisition of the space system is often justified by the type, quantity and quality of information provided or transmitted. This work posits that the value of a class of space systems derives from and can be assessed through the value of information these systems provide. To this effect, a Bayesian framework is developed to assess system value in which systems are viewed as information sources, and stakeholders as information recipients. Information has value to stakeholders as it helps to update their beliefs, enabling them to make decisions that can yield higher expected pay-offs than in the absence of information. This increase in expected pay-offs is ascribed to the value of the system. Based on this idea, a new metric, Value-of-Design (VOD), is introduced to quantify the value of a class of space systems with unpriced services. The Bayesian framework assesses the Value-of-Design for the space system by considering the impact of the information transmitted on the actions taken by stakeholders, and estimating the resulting pay-offs from these actions. The framework here developed is then applied to the case of an Earth Science satellite that provides hurricane information to oil rig operators in the Gulf of Mexico. Probability models of stakeholders’ beliefs, and economic models of pay-offs are developed and integrated with a spacecraft design tool. Results from the application point to clusters of payload instruments that yielded higher information value, and minimum information thresholds below which it is difficult to justify the acquisition of the system. Additionally, the system is analyzed in Cost-VOD trade space to provide program managers with additional insights into the coupling of a system's predicted value generation and its associated lifecycle cost.","{""Brathwaite, Joy""}","https://doi.org/10.1016/j.actaastro.2012.10.036","{}",2024-04-25 02:38:54,"included",NA,2013,"{}"
