"id","title","abstract","authors","doi","date_screened_t&a","t&a_status","t&a_exclusion_reasons","publication_year","tags","keywords"
6862895,"Using Copernicus Sentinel-2 And Sentinel-3 Data To Monitor Harmful Algal Blooms In Southern Chile During The Covid-19 Lockdown","During the southern summer of 2020, large phytoplankton blooms were detected using satellite technology in Chile (western Patagonia), where intensive salmonid aquaculture is carried out. Some harvesting sites recorded massive fish mortalities, which were associated with the presence of the dinoflagellate species Cochlodinium sp. The bloom included other phytoplankton species, as Lepidodinium chlorophorum, which persistently changed the colour of the ocean to green. These blooms coincided with the government-managed emergency lockdown due to the COVID-19 pandemic. Local in situ sampling was slowed down. However, imagery from the Copernicus programme allowed operational monitoring. This study shows the benefits of both Sentinel-3 and Sentinel-2 satellites in terms of their spectral, spatial and temporal capabilities for improved algal bloom monitoring. These novel tools, which can foster optimal decision-making, are available for delivering early alerts in situations of natural catastrophes and blockages, such as those occurred during the global COVID-19 lockdown. © 2020 Elsevier Ltd","{""Caballero, I."",""Navarro, G."",""Rodríguez-Benito, C. V.""}","10.1016/j.marpolbul.2020.111722",2024-07-19 19:17:29,"included",NA,2020,"{maybe}","{""Copernicus programme""}"
6863159,"Combined Use Of Local And Global Hydro Meteorological Data With Hydrological Models For Water Resources Management In The Magdalena-Cauca Macro Basin - Colombia","Reanalysis and earth observation data have enormous potential to support water resources management, particularly in river basins where data availability is poor or where available stations are unequally distributed. Despite this potential, these datasets continue to be underused around the world. In this article, we combine a recently established global water resources reanalysis that was developed within the EartH2Observe research project, and in-situ data in the Magdalena Cauca Macrobasin in Colombia. Through rigorous hydrological modelling we evaluate the contribution of this new information to the derivation of water availability indices used to support water policy and management. Results confirm the complementarity of the reanalysis, with water management indices derived from the reanalysis data showing good comparison to values obtained using in-situ data only. Indeed, the estimation of simple indices such as an Aridity Index and a Water Regulation Index show to be a suitable method for assessing and comparing the different reanalysis datasets. We also explore the value of the reanalysis and earth observations datasets in the study of climate and land use change scenarios in the basin. While considering the associated uncertainties, results show that on average rainfall is projected to increase in the basin and thus available water resources. Deforestation will increase the water balance due to lower evapotranspiration. However, reduced fog deposition in deforested cloud forest areas will lead to a decrease in the water balance. The promising results of the comparison have bolstered the confidence of the national hydro-meteorological agency to include the evaluated reanalysis datasets in the national water resources evaluation, complementing available in-situ datasets.","{""Arboleda, Pedro"",""Burke, Sophia"",""Duque, Nicolas"",""Garcia, Camila"",""Kaune, Alexander"",""Lopez, Patricia"",""Rodriguez, Erasmo"",""Sanchez, Ines"",""Vega, Carolina"",""Werner, Micha"",""Zamora, David""}","10.1007/s11269-019-02236-5",2024-07-19 18:26:33,"included",NA,2020,"{}","{""eartH2Observe project; Magdalena-Cauca Macrobasin (MCMB); Hydrological modelling; Colombia; Aridity ""}"
6691657,"Assessing the value of Earth observation for managing coral reefs: an example from the Great Barrier Reef","The Integrated Global Observing Strategy (IGOS, 2003) argues that further investments in Earth Observation information are required to improve coral reefprotection worldwide. The IGOS Strategy does not specify what levels of investments are needed nor does it quantify the benefits associated with better-protected reefs. Evaluating costs and benefits is important for determining optimal investment levels and for convincing policy-makers that investments are required indeed. Few studies have quantitatively assessed the economic benefits of Earth Observation information or evaluated the economic value of information for environmental management. This paper uses an expert elicitation approach based on Bayesian Decision Theory to estimate the possible contribution of global Earth Observation to the management of the Great Barrier Reef. The Great Barrier Reef including its lagoon is a World Heritage Area affected by anthropogenic changes in land-use as well as climate change resulting in increased flows of sediments, nutrients and carbon to the GBR lagoon. Since European settlement, nutrient and sediment loads having increased 5â€“10 times and the change in water quality is causing damages to the reef. Earth Observation information from ocean and coastal color satellite sensors can provide spatially and temporally dense information on sediment flows. We hypothesize that Earth Observation improves decision-making by enabling better-targeted run-off reduction measures and we assess the benefits (cost savings) of this improved targeting by optimizing run-off reductions under different states of the world. The analysis suggests that the benefits of Earth Observation can indeed be substantial, depending on the perceived accuracy of the information and on the prior beliefs of decision-makers. The results indicate that increasing informational accuracy is the most effective way for developers of Earth Observation information to increase the added value of Earth Observation for managing coral reefs.","{""Bouma, Jetske A.""}","https://doi.org/10.1016/j.scitotenv.2011.07.023",2024-04-22 02:29:11,"included",NA,2011,"{""in benchmarks?""}","{""Value of information|Earth Observation|Cost-effectiveness analysis|Marine water quality management|B""}"
6903585,"Vermont Global Warming Solutions Act: The Costs Of Inaction From Land Conversions","The Vermont (VT) Global Warming Solutions Act (GWSA, 2020) sets greenhouse gas (GHG) emissions reduction targets at 26\% below 2005 by 2025, 40\% below 1990 by 2030 and 80\% below 1990 by 2050 for energy-related emissions only. Vermont's omission of GHG emissions from land conversions could result in significant costs of inaction (COI), which could hinder the state's mitigation and adaptation plans and result in climate crisis-related risks (e.g., credit downgrade). Science-based spatio-temporal data of GHG emissions from soils because of land conversions can be integrated into the conceptual framework of ""action"" versus ""inaction"" to prevent GHG emissions. The application of soil information data and remote sensing analysis can identify the GHG emissions from land conversions, which can be expressed as ""realized"" social costs of ""inaction"". This study demonstrates the rapid assessment of the value of regulating ecosystems services (ES) from soil organic carbon (SOC), soil inorganic carbon (SIC), and total soil carbon (TSC) stocks, based on the concept of the avoided social cost of carbon dioxide (CO2) emissions for VT by soil order and county using remote sensing and information from the State Soil Geographic (STATSGO) and Soil Survey Geographic Database (SSURGO) databases. Classified land cover data for 2001 and 2016 were downloaded from the Multi-Resolution Land Characteristics Consortium (MRLC) website. These results provide accurate and quantitative spatio-temporal information about likely GHG emissions, which can be linked to VT's climate action plan. A failure to considerably reduce emissions from land conversions would increase climate change costs and potential legal consequences for VT and beyond its borders.",NA,"10.3390/laws11030048",2024-09-30 01:45:05,"included",NA,NA,"{}",NA
6903632,"Enhancing Land Cover Mapping And Monitoring: An Interactive And Explainable Machine Learning Approach Using Google Earth Engine","Artificial intelligence (AI) and machine learning (ML) have been applied to solve various remote sensing problems. To fully leverage the power of AI and ML to tackle impactful remote sensing problems, it is essential to enable researchers and practitioners to understand how AI and ML models actually work and thus to improve the model performance strategically. Accurate and timely land cover maps are essential components for informed land management decision making. To address the ever-increasing need for high spatial and temporal resolution maps, this paper developed an interactive and open-source online tool, in Python, to help interpret and improve the ML models used for land cover mapping with Google Earth Engine (GEE). The tool integrates the workflow of both land cover classification and land cover change dynamics, which requires the generation of a time series of land cover maps. Three feature importance metrics are reported, including impurity-based, permutation-based, and SHAP (Shapley additive explanations) value-based feature importance. Two case studies are presented to showcase the tool's capability and ease of use, enabling a globally accessible and free convergent application of remote sensing technologies. This tool may inspire researchers to facilitate explainable AI (XAI)-empowered remote sensing applications with GEE.",NA,"10.3390/rs15184585",2024-09-26 00:57:52,"included",NA,NA,"{maybe}",NA
6862973,"Can Remote Sensing Fill The United States' Monitoring Gap For Watershed Management?","Remote sensing has been heralded as the silver bullet in water quality modeling and watershed management, and yet a quantitative mapping of where its applicability is likely and most useful has not been undertaken so far. Here, we combine geospatial models of cloud cover as a proxy for the likelihood of acquiring remote scenes and the shortest time of travel to population centers as a proxy for accessibility to ground-truth remote sensing data for water quality monitoring and produce maps of the potential of remote sensing in watershed management in the United States. We generate several maps with different cost-payoff relationships to help stakeholders plan and incentivize remote sensing-based monitoring campaigns. Additionally, we combine these remote sensing potential maps with spatial indices of population, water demand, ecosystem services, pollution risk, and monitoring coverage deficits to identify where remote sensing likely has the greatest role to play. We find that the Southwestern United States and the Central plains regions are generally suitable for remote sensing for watershed management even under the most stringent costing projections, but that the potential for using remote sensing can extend further North and East as constraints are relaxed. We also find large areas in the Southern United States and sporadic watersheds in the Northeast and Northwest seaboards and the Midwest would likely benefit most from using remote sensing for watershed monitoring. Although developed herein for watershed decision support in the United States, our approach is readily generalizable to other environmental domains and across the world.","{""Kumar, Saurav"",""Kumar, Swetha Madhur"",""Sridharan, Vamsi Krishna""}","10.3390/w14131985",2024-07-12 19:22:02,"included",NA,2022,"{}","{""remote sensing; geographical information systems; watershed management; water quality; decision supp""}"
6691598,"Visual Evidence from Above: Assessing the Value of Earth Observation Satellites for Supporting Human Rights","Public access to data collected by remote sensing Earth Observation Satellites has, until recently, been very limited. Now, citizens and rights advocacy groups are increasingly utilising satellite-collected images to interrogate justice issues; to document, prevent and verify rights abuses; and to imagine and propose social change. Yet while other communication technologies have received substantial critical analysis regarding their value as tools of social justice, activism and resistance, satellites have received comparatively scant attention. This article examines the uses of satellite-collected images in human rights contexts including the opportunities, challenges and risks they pose. We conclude this examination by arguing that if satellites are to be used effectively to collect evidence from above by rights advocates, greater attention to and capacity for ensuring accountability from below is required.","{""Notley, Tanya""}","https://ro.uow.edu.au/cgi/viewcontent.cgi?article=5028&context=sspapers",2024-04-22 02:59:59,"included",NA,2016,"{}","{supporting|observation|human|earth|satellites|value|evidence|rights|assessing|visual|above}"
6863469,"Space Technology For Disaster Management : Data Access And Its Place In The Community","The ways in which remotely sensed data can be used to manage and alleviate the consequences of natural disasters have never been fully exploited. If prediction of impending disaster is to be useful, those affected by catastrophe and those who come to their aid must work together. A global strategy based on a vision for disaster management will fail if those affected by hazards are not involved in their own disaster preparation, relief efforts and rehabilitation. Local people are experts in ground knowledge; all that is needed is for those with expertise in remote sensing to pass on their skills, knowledge and data in a way that can be understood and valued. To do this, those threatened by catastrophe must understand how disaster relates to their lives, how satellite data can be used with confidence to prepare for local hazards and how to apply information that can help lessen the effects of catastrophe. This can be achieved by making available remotely sensed images with simple explanations that enhance vegetation, topography and geology. With timely, reliable information, preventive measures can be taken; surface features identified on satellite images can guide refugee placement and hazards can be anticipated and contained. © The Geological Society 2007.","{""Andrews Deller, M. E.""}","10.1144/sp283.14",2024-07-12 19:39:36,"included",NA,2007,"{}","{""catastrophic event"",""disaster management"",""natural disaster"",""remote sensing"",""satellite data"",""satellite imagery""}"
6691509,"Using Data from Earth Observation to Support Sustainable Development Indicators: An Analysis of the Literature and Challenges for the Future","The Sustainable Development Goals (SDG) framework aims to end poverty, improve health and education, reduce inequality, design sustainable cities, support economic growth, tackle climate change and leave no one behind. To monitor and report the progress on the 231 unique SDGs indicators in all signatory countries, data play a key role. Here, we reviewed the data challenges and costs associated with obtaining traditional data and satellite data (particularly for developing countries), emphasizing the benefits of using satellite data, alongside their portal and platforms in data access. We then assessed, under the maturity matrix framework (MMF 2.0), the current potential of satellite data applications on the SDG indicators that were classified into the sustainability pillars. Despite the SDG framework having more focus on socio-economic aspects of sustainability, there has been a rapidly growing literature in the last few years giving practical examples in using earth observation (EO) to monitor both environmental and socio-economic SDG indicators; there is a potential to populate 108 indicators by using EO data. EO also has a wider potential to support the SDGs beyond the existing indicators.","{""Andries, Ana""}","https://doi.org/10.3390/su14031191",2024-04-22 23:34:50,"included",NA,2022,"{maybe}","{""earth observation|SDGs|indicator type|data challenges""}"
6863675,"Mapping Plastic-Mulched Farmland By Coupling Optical And Synthetic Aperture Radar Remote Sensing","Plastic Mulching (PM) is criticized for causing environmental problems in spite of the benefits to increase crop yield. Accurate map of Plastic-Mulched Farmland (PMF) is demanded to monitor the usage of plastic mulches and to mitigate its environmental damages. However, mapping PMF with remote sensing data over large scale is still technically challenging due to its variable spectral characteristic. This paper proposed a Random Forest (RF) workflow to map PMF by coupling multi-resource satellite observations, including high- and medium- resolution optical imageries and Synthetic Aperture Radar (SAR) imageries. Under the context of two typical PMF regions, Jizhou and Guyuan, China, we test the performance of the proposed method. Results indicated that coupling optical and SAR remote sensing data improved the mapping accuracy significantly. There were different strategies for optimal data coupling. Coupling of three data, which are the GaoFen-1 (GF-1) data, Landsat-8 data and Radarsat-2 data, generated the highest mapping accuracy. Besides, coupling the GF-1 data with SAR data produced better accuracy than coupling the Landsat-8 data with SAR data. Compared with the accuracies derived from the coupling of two data (such as coupling GF-1 data with Radarsat-2 data and coupling Landsat-8 data with Radarsat-2 data), coupling the three data improved the overall accuracies by 0.39 to 4.93%. Compared with the mapping accuracy produced from Radarsat-2 data alone, the overall accuracies generated from the optimum coupling increased by 20.96 and 26.06%, respectively, in Jizhou and Guyuan. When compared with the mapping accuracy of GF-1 data alone, the overall accuracies generated from the optimum coupling improved by 4.77% both in Jizhou and Guyuan. In general, contribution of optical remote sensing data was greater than that of SAR data for mapping PMF. Whereas, the SAR data also made great contribution to improve the mapping accuracy of PMF. © 2020 Informa UK Limited, trading as Taylor & Francis Group.","{""Fei, L."",""Yuncai, H."",""Zhongxin, C.""}","10.1080/01431161.2020.1763510",2024-07-12 19:40:52,"included",NA,2020,"{}","{China,""Decision trees"",""Environmental damage"",""Environmental problems"",Farms,Guyuan,""Ningxia Huizu"",""Optical remote sensing data"",""Overall accuracies"",Photomapping,""Radar imaging"",""Remote sensing"",""Remote sensing data"",""Synthetic aperture radar""}"
6863531,"The Gavkhouni Wetland Dryness And Its Impact On Air Temperature Variability In The Eastern Part Of The Zayandeh-Rud River Basin, Iran","The Gavkhouni wetland provides many environmental and economic benefits for the central region of Iran. In recent decades, it has completely dried up several times with substantial impacts on local ecosystems and climate. Remote sensing-based Land Surface Temperature (LST), Normalized Difference Water Index (NDWI) and Normalized Difference Vegetation Index (NDVI) in combination with in-situ data were used to investigate the trend of the Gavkhouni wetland dryness and the associated impact on the variability of local air temperature. The results indicate that the wetland has increasingly experienced drier conditions since the year 2000. The wetland was almost completely dry in 2009, 2011, 2015 and 2017. In addition, the results show that Gavkhouni wetland dryness has a significant impact on local climate, increasing the mean seasonal air temperature by ~1.6◦ C and ~1◦ C in spring and summer, respectively. Overall, this study shows that remote sensing imagery is a valuable source for monitoring dryness and air temperature variations in the region. Moreover, the results provide a basis for effective water allocation decisions to maintain the hydrological and ecological functionality of the Gavkhouni wetland. Considering that many factors such as latitude, cloud cover, and the direction of prevailing winds affect land surface and air temperatures, it is suggested to use a numerical climate model to improve a regional understanding of the effects of wetland dryness on the surrounding climate. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","{""Azadi, S."",""Dorigo, W."",""Nasr-Esfahani, M. A."",""Pourmanafi, S."",""Yazdanpanah, H.""}","10.3390/w14020172",2024-09-30 17:01:39,"included",NA,2022,"{maybe}","{""Land surface temperature (LST)"",""Local climate""}"
6691631,"Using Earth Observations to Enhance Water Resources Decision-making and Disaster Assessment Processes in the United States and the Developing World","This paper provides an overview and discussion of water-related Applied Sciences Program (ASP) activities within the National Aeronautics and Space Administration (NASA) Earth Science Division. These activities seek to enhance decisionmaking processes that relate to water resources and disaster assessment in the United States (U.S.) and abroad. We evaluate the various approaches that are employed to improve the utility of and access to Earth observations in decision support for water challenges; in particular, we consider the development of applications and activities that strengthen capacity to use these applications. Applications include products like maps, decision support system improvements and tools, and related services. This paper also identifies potential next steps for continuing to facilitate a coordinated water strategy amongst the Applied Sciences Applications Areas and the ASP Capacity Building Program.","{""Lee, Christina""}","https://doi.org/10.1109/GHTC.2013.6713738",2024-04-23 22:04:06,"included",NA,2013,"{maybe}","{""applied sciences|capacity building|decision-making|disasters|Earth observation|end users|flooding|NA""}"
6863684,"Historical Eco-Environmental Quality Mapping In China With Multi-Source Data Fusion","Since the initiation of economic reforms and opening up, China has witnessed an unprecedented rate of development across all sectors. However, the country has also experienced severe ecological damage, surpassing that of many other nations. The rapid economic growth has come at the expense of the environment, revealing a significant lack of coordination between urbanization and eco-environmental protection in China. Consequently, there is an urgent need for a comprehensive and continuous historical dataset of China’s eco-environmental quality (EEQ) based on remote sensing, allowing for the analysis of spatial and temporal changes. Such data would provide objective, scientific, and reliable support for China’s eco-environmental protection and pollution prevention policies, while addressing potential ecological risks resulting from urbanization. To achieve this, the entropy value method is employed to integrate multi-source remote sensing data and construct an evaluation system for China’s EEQ. Historical data from 2000 to 2017 is plotted to illustrate China’s EEQ over time. The findings of this study are as follows: (1) The entropy method effectively facilitates the construction of China’s eco-environmental quality assessment system. (2) From 2000 to 2017, approximately 39.7% of China’s regions witnessed a decrease in EEQ, while 60.3% exhibited improvement, indicating an overall enhancement in EEQ over the past eighteen years. (3) The Yangtze and Yellow River basins experienced improved EEQ due to China’s ecological restoration projects. (4) The future EEQ in China demonstrates a subtle positive trend across diverse contexts. This study departs from conventional approaches to EEQ evaluation by leveraging the advantages of multivariate remote sensing big data, including objectivity, timeliness, and accessibility. It provides a novel perspective for future eco-environmental quality evaluation. © 2023 by the authors.","{""Cao, L."",""Wu, S."",""Xu, D."",""Zhao, C.""}","10.3390/app13148051",2024-07-15 16:04:46,"included",NA,2023,"{}","{China,""eco-environment quality"",""entropy method"",""remote sensing""}"
6863115,"The Role Of Remote Sensing Data And Methods In A Modern Approach To Fertilization In Precision Agriculture","The precision fertilization system is the basis for upgrading conventional intensive agricultural production, while achieving both high and quality yields and minimizing the negative impacts on the environment. This research aims to present the application of both conventional and modern prediction methods in precision fertilization by integrating agronomic components with the spatial component of interpolation and machine learning. While conventional methods were a cornerstone of soil prediction in the past decades, new challenges to process larger and more complex data have reduced their viability in the present. Their disadvantages of lower prediction accuracy, lack of robustness regarding the properties of input soil sample values and requirements for extensive cost-and time-expensive soil sampling were addressed. Specific conventional (ordinary kriging, inverse distance weighted) and modern machine learning methods (random forest, support vector machine, artificial neural networks, decision trees) were evaluated according to their popularity in relevant studies indexed in the Web of Science Core Collection over the past decade. As a shift towards increased prediction accuracy and computational efficiency, an overview of state-of-the-art remote sensing methods for improving precise fertilization was completed, with the accent on open-data and global satellite missions. State-of-the-art remote sensing techniques allowed hybrid interpolation to predict the sampled data supported by remote sensing data such as high-resolution multispectral, thermal and radar satellite or unmanned aerial vehicle (UAV)-based imagery in the analyzed studies. The representative overview of conventional and modern approaches to precision fertilization was performed based on 121 samples with phosphorous pentoxide (P2 O5 ) and potassium oxide (K2 O) in a common agricultural parcel in Croatia. It visually and quantitatively confirmed the superior prediction accuracy and retained local heterogeneity of the modern approach. The research concludes that remote sensing data and methods have a significant role in improving fertilization in precision agriculture today and will be increasingly important in the future. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","{""Gašparović, M."",""Jurišić, M."",""Radočaj, D.""}","10.3390/rs14030778",2024-07-16 23:10:19,"included",NA,2022,"{}","{Antennas,""Computational efficiency"",Crops,""Decision trees"",""Deterministic methods"",""Digital elevation model"",""Digital elevation models"",""Digital soil mapping"",""Digital soil mappings"",E-learning,Fertilisation,Forecasting,Geo-statistics,Geostatistics,""Image processing"",Interpolation,""Inverse problems"",""Machine learning"",""Multispectral images"",""Nearest neighbor search"",""Neural networks"",""Prescription map"",""Prescription maps"",""Remote sensing"",""Remote sensing data"",Remote-sensing,""Satellite imagery"",""Soil surveys"",Soils,""Support vector machines"",""Sustainable agriculture"",""Unmanned aerial vehicles (UAV)""}"
6691710,"Integrating Earth observation data into geospatial databases that support public health decisions","There are several reasons why public health communities do not use information from Earth observations routinely. Most notable among them are: (1) they need science results that verify, validate, and benchmark the statistical and economic benefits from these exotic inputs; and, (2) they lack the systems that would deliver such reliable information economically and swiftly in their already heavy workloads. The Public Health Applications in Remote Sensing (PHAiRS) project is engineering elements of an enhanced disease surveillance system for dust-related respiratory diseases in the desert southwest of the United States. Several Earth observations (EO) data sets are replacing parameters traditionally used in dust forecasting models to improve simulations of particulate matter entrainment, timing of entrainment, concentrations, and subsequent movement. Output from the enhanced dust forecasting model is nested within a regional version of the National Centers for Environmental Prediction (Eta version) model (NCEP/Eta). Simulations using the enhanced dust model have been compared to actual dust episodes recorded by NCEP/Eta’s atmospheric patterns and by dust data from a ground-based Continuous Air Monitoring System (CAMS). The simulations were rerun after replacing the land cover layer with land cover classes derived from MODIS (MOD-12). For the CAMS test cases, this resulted in a significant improvement in dust episode patterns. Additional EO data assimilations investigate whether further improvements can be gained by replacing the topographic layer with higher resolution digital elevation data from SRTM, dustgenerating areas derived from MOD-15’s Fraction of Photosynthetically Active Radiation (FPAR) and Leaf Area Index (LAI) data, soil moisture data from AMSR-E, and aerodynamic surface roughness. Ongoing simulations aim eventually to measure hourly, daily, and weekly model improvements from EO data replacements that are refreshed on a weekly, seasonal, or inter-annual basis. The overall aims are to: (a) combine the measured improvements from several EO data series that optimize dust forecast scenarios for public health authorities; (b) benchmark each step in the process to document the benefits of EO data inputs into respiratory health care; and (c), develop retrospective and forecast statistics from model runs that boost system reliability and user confidence.","{""Morain, S.A.""}","https://www.isprs.org/proceedings/XXXVI/part4/WG-VIII-2-2.pdf",2024-04-25 02:21:49,"included",NA,2006,"{}","{""Earth observation|System integration|Internet GIS|Public health/medical|Environmental monitoring|Spa""}"
6862889,"Deep Learning–Based Monitoring Sustainable Decision Support System For Energy Building To Smart Cities With Remote Sensing Techniques","In modern society, energy conservation is an important consideration for sustainability. The availability of energy-efficient infrastructures and utilities depend on the sustainability of smart cities. The big streaming data generated and collected by smart building devices and systems contain useful information that needs to be used to make timely action and better decisions. The ultimate objective of these procedures is to enhance the city’s sustainability and livability. The replacement of decades-old infrastructures, such as underground wiring, steam pipes, transportation tunnels, and high-speed Internet installation, is already a major problem for major urban regions. There are still certain regions in big cities where broadband wireless service is not available. The decision support system is recently acquiring increasing attention in the smart city context. In this article, a deep learning–based sustainable decision support system (DLSDSS) has been proposed for energy building in smart cities. This study proposes the integration of the Internet of Things into smart buildings for energy management, utilizing deep learning methods for sensor information decision making. Building a socially advanced environment aims to enhance city services and urban administration for residents in smart cities using remote sensing techniques. The proposed deep learning methods classify buildings based on energy efficiency. Data gathered from the sensor network to plan smart cities’ Delivdevelopment include a deep learning algorithm’s structural assembly IP: 5.10.31.211 Oof data. The deep learning algorithm provides decision makers with Copyright: American Society fa model for the big data stream. The numerical results show that the proposed method reduces energy consumption and enhances sensor data accuracy by 97.67% with better decision making in planning smart infrastructures and services. The experimental outcome of the DLSDSS enhances accuracy (97.67%), time complexity (98.7%), data distribution rate (97.1%), energy consumption rate (98.2%), load shedding ratio (95.8%), and energy efficiency (95.4%). © 2022 American Society for Photogrammetry and Remote Sensing.","{""Anbarasan, M."",""Antonidoss, A."",""Yu, C."",""Yue, W.""}","10.14358/pers.22-00010r2",2024-07-12 19:42:07,"included",NA,2022,"{}","{""Decision making"",""Decision support systems"",""Decisions makings"",""Deep learning"",Devices,Energy,""Energy efficiency"",""Energy efficient"",""Energy utilization"",""High speed internet"",""Intelligent buildings"",""Learning algorithms"",""Learning methods"",""Learning systems"",""Numerical methods"",""Pipe transportations"",""Remote sensing"",""Remote sensing techniques"",""Sensor networks"",""Smart city"",""Steam pipe"",""Streaming data"",""Sustainable development"",""Urban transportation"",building,""decision support system"",""energy conservation"",sustainability,systems,""urban development"",""urban population"",""urban region""}"
6691554,"Demonstrating the Value of Earth Observations- Methods, Practical Applications and Solutions -Group on Earth Observations side event proceedings","The U.S. Geological Survey, the National Oceanic and Atmospheric Administration, the European Association for Remote Sensing Companies, and the European Space Agency in coordination with the GEOValue Community hosted a side event to the Group on Earth Observations Plenary on October 23-24, 2017, in Washington, D.C. The workshop, entitled ""Demonstrating the Value of Earth Observations: Methods, Practical Applications and Solutions,"" brought together more than 60 international experts including economists, scientists, and engineers to consider the state of the science and applications of valuing Earth observations (EO).\n\nThis 2-day workshop built upon previous activities developed under the GEOValue initiative. This workshop brought together expert analysts from multiple disciplines and backgrounds who are developing methods to identify and measure the value of information generated from the use of satellite and in-situ data. The mix of government agencies, international financial institutions, and independent consultants who participated in the workshop blended to develop a rich mix of views, approaches, and outcomes.\n\nDuring the first part of the workshop, the focus was on the latest science in valuing EO. A number of methodologies were described. Approaches generally assess the societal benefits of specific actions (for example, investments in EO). Some methods focus on broad measures of economic activity (for example, gross domestic product) or methods to assess total economic value such as contingent valuation surveys. Alternatively, use-case approaches (a use case is defined as an evaluation in which one or more decisions, applications, or other uses of data, information, and information products are specifically considered) start with the specific actions and how information is used to support decision making and affect outcomes. \n\nThe second part of the meeting was focused on the use and development of value chains and decision trees. A value chain can be defined as the set of value-adding activities that one or more organizations perform in creating and distributing goods and services. In terms of EO, the value chain approach can be applied to consider societal benefits of the data and assess the value of data and data features. The EO value chain considers the geospatial data sources and the processing of the data into value added information to be incorporated into decision-support systems, leading to decision maker's actions. To understand the value of EO, one would also need to recognize the demand side of the equation or how EO benefits users. Extending the value chain concept and incorporating tenets of Bayesian decision making, a decision tree would include one or more use cases. The value provided by the marginal increase in information could flow from one or several parts of the supply side of the value chain. The decision tree is based on the premise that information has no value if it is not used in at least one decision. By connecting the value chain and the decision tree, a framework is created that allows for conceptualizing the value of EO in its many uses. One can then apply economic techniques to monetize the marginal benefit of an outcome with information versus one without. \n\nA third part of the meeting applied the value chain and decision-tree frameworks to five specific thematic areas, each with the focus of using information for a decision point: \n- Effect of increasing temperatures on human health; \n- Flooding- Mitigating, managing, and avoiding impacts to safety and property damage; \n- Energy and mineral supply- Mitigating, managing, and avoiding impacts of shortfalls on the economy; and\n- Effects of natural hazards on transportation systems- Effects on mobility, safety, and the economy.\n\nDuring the working session, five separate groups worked to define and delineate the value chains and decision trees associated with each topic, discussing the related challenges and data needs. The outcomes were reported back to the full group. Because of the complexity of the topics, most groups first identified a network of value chains and then narrowed the scope to develop a single value chain to address their group's topic. Although they worked separately and on different topics, the groups came to similar conclusions, concurring that the value chain and decision-tree frameworks are very effective for informing quantitative impact assessments and developing a relatable narrative to assist the public in understanding the link between EO and citizens.","{""Pearlman, Francoise""}","https://doi.org/10.3133/ofr20191033",2024-04-22 02:48:01,"included",NA,2019,"{}",NA
6691569,"Investigating the Global Socio-Economic Benefits of Satellite  Industry and Remote Sensing Applications","In recent years we have seen a growth in the revenues and investments of satellite industry. Originally, satellites, remote sensing (RS), and other navigations systems were only employed for government and military purposes. However, in the past two decades there has been an increase use of these tools for commercial purposes. In particular, satellites and RS can be used for space and earth observations, support military operations, precision agriculture, meteorological forecasting, communication and internet connectivity to lesser-known applications such as in transport tracking and monitoring of utility networks. In this paper, we analyse the current trends, benefits and limitations of the use of satellites and RS. In particular, we try to identify the main socio-economic benefits deriving from the use of RS in several sectors. We also seek to introduce economists to the science of RS data, and give a flavour of how this new fountain of data can be utilized so far and what might be done in the future.","{""Alvino, Letizia""}","https://research.tilburguniversity.edu/en/publications/investigating-the-global-socio-economic-benef",2024-04-23 22:21:46,"included",NA,2019,"{}","{""satellite industry|remote sensing|socio-economic benefits|satellite industry revenues""}"
6691696,"A Conceptual Framework for Assessing the Benefits of a Global Earth Observation System of Systems","The aim of the Global Earth Observation System-ofSystems (GEOSS) is to improve the information available to decision makers, at all levels, relating to human health and safety, protection of the global environment, the reduction of losses from natural disasters, and achieving sustainable development. Specifically, GEOSS proposes that better international cooperation in the collection, interpretation, and sharing of Earth observation information is an important and cost-effective mechanism for achieving this aim. While there is a widespread intuition that this proposition is correct, at some point the following question needs to be answered: how much additional investment in Earth observation (and specifically, in its international integration) is enough? This leads directly to some challenging subsidiary questions, such as how can the benefits of Earth observation be assessed? What are the incremental costs of GEOSS? Are there societal benefit areas where the return on investment is higher than in others? The GeoBene Project has developed a “benefit chain” concept as a framework for addressing these questions. The basic idea is that an incremental improvement in the observing system (including its data collection, interpretation and information-sharing aspects) will result in an improvement in the quality of decisions based on that information. In turn, this will lead to better societal outcomes, which have a value. This incremental value must be judged against the incremental cost of the improved observation system. Since in many cases there will be large uncertainties in the estimation of both the costs and the benefits, and it may not be possible to express them in comparable monetary terms, we show how order-of-magnitude approaches and a qualitative understanding of the shape of the cost and benefit curves can help guide rational investment decisions in Earth Observation Systems.","{""Fritz, Steffen""}","https://doi.org/10.1109/jsyst.2008.926688",2024-04-22 02:30:50,"included",NA,2008,"{""in benchmarks?""}","{""Benefit assessment|conceptual framework|cost-benefit analysis|Global Earth Observation System-of-Sys""}"
