"id","type_of_work","title","abstract","publication_year","authors","keywords","journal_name","doi","tags","date_screened_t&a","t&a_status","t&a_exclusion_reasons"
6691739,NA,"Pricing policy and legal issues: 6th and 7th EOPOLE workshops","The following report presents the main conclusions of the sixth and seventh EOPOLE workshops, held in Hydra, Greece, 3-4 May and Leiden, the Netherlands, 3-5 July 2000, respectively. The objectives of the first workshop were to evaluate different approaches to pricing policy and to assess how new developments in Earth observation and information technology are having an impact on Earth observation data pricing policy. Those of the second were to assess the constraints that legal frameworks impose on Earth observation and to explore ways in which they can be used to its advantage.",2000,"{""Harris, Ray""}",NA,NA,"PII: S0265-9646(00)00039-4","{duplicate}",2024-04-23 22:08:33,"included",NA
6863498,NA,"The Value Of Site-Specific Information And The Environment: Technology Adoption And Pesticide Use Under Uncertainty","Remote sensing technology offers an opportunity to significantly increase the amount of site-specific information about field characteristics such as pest populations. Coupled with variable rate application technologies, this added information has the potential to provide environmental benefits through reduced pesticide applications. However, producers face a complicated adoption decision because output prices and crop yields are uncertain. A model is developed to examine the potential value of remote sensing information to pesticide applications in an option-value framework under uncertainty. Simulations suggest that remote sensing information could decrease pesticide use, but uncertainty and irreversibility are likely to limit technological adoption by farmers. Potential cost-share subsidies are discussed. (c) 2005 Elsevier Ltd. All rights reserved.",2005,"{""Coble, KH"",""Hudson, D"",""Isik, M""}","{""environmental policy; green payments; option value; uncertainty; pesticide regulation; remote sensin""}",NA,"10.1016/j.jenvman.2005.01.024","{}",2024-07-12 19:48:02,"included",NA
6863048,NA,"Where Have All The People Gone? Enhancing Global Conservation Using Night Lights And Social Media","Conservation prioritization at large scales is complex, combining biological, environmental, and social factors. While conservation scientists now more often aim to incorporate human-related factors, a critical yet unquantified challenge remains: to identify which areas people use for recreation outside urban centers. To address this gap in applied ecology and conservation, we developed a novel approach for quantifying human presence beyond populated areas by combining social media ""big data"" and remote sensing tools. We used data from the Flickr photo-sharing website as a surrogate for identifying spatial variation in visitation globally, and complemented this estimate with spatially explicit information on stable night lights between 2004 and 2012, used as a proxy for identifying urban and industrial centers. Natural and seminatural areas attracting visitors were defined as areas both highly photographed and non-lit. The number of Flickr photographers within protected areas was found to be a reliable surrogate for estimating visitor numbers as confirmed by local authority censuses (r = 0.8). Half of all visitors' photos taken in protected areas originated from under 1\% of all protected areas on Earth (250 of 27 000). The most photographed protected areas globally included Yosemite and Yellowstone National Parks (USA), and the Lake and Peak Districts (UK). Factors explaining the spatial variation in protected areas Flickr photo coverage included their type (e.g., UNESCO World Heritage sites have higher visitation) and accessibility to roads and trails. Using this approach, we identified photography hotspots, which draw many visitors and are also unlit (i.e., are located outside urban centers), but currently remain largely unprotected, such as Brazil's Pantanal and Bolivia's Salar de Uyuni. The integrated big data approach developed here demonstrates the benefits of combining remote sensing sources and novel geo-tagged and crowd-sourced information from social media in future efforts to identify spatial conservation gaps and pressures in real time, and their spatial and temporal variation globally.",2015,"{""Crandall, David"",""Kark, Salit"",""Levin, Noam""}","{""conservation; defense meteorological satellite program (DMSP); Flickr; geo-tagged data; light pollut""}",NA,"10.1890/15-0113.1.sm","{}",2024-07-12 19:45:45,"included",NA
6669797,NA,"Data Justice And Biodiversity Conservation","Increases in data availability coupled with enhanced computational capacities are revolutionizing conservation. But in the excitement over the opportunities afforded by new data, there has been less discussion of the justice implications of data used in conservation, that is, how people and environments are represented through data, the conservation choices made based on data, and the distribution of benefits and harms arising from these choices. We propose a framework for understanding the justice dimensions of conservation data composed of five elements: data composition, data control, data access, data processing and use, and data consequences. For each element, we suggest a set of guiding questions that conservationists could use to think through their collection and use of data and to identify potential data injustices. The need for such a framework is illustrated by a synthesis of recent critiques of global conservation prioritization analyses. These critiques demonstrate the range of ways data could serve to produce social and ecological harms due to the choice of underlying data sets, assumptions made in the analysis, oversimplification of real-world conservation practice, and crowding out of other forms of knowledge. We conclude by arguing that there are ways to mitigate risks of conservation data injustices, through formal ethical and legal frameworks and by promoting a more inclusive and more reflexive conservation research ethos. These will help ensure that data contribute to conservation strategies that are both socially just and ecologically effective. © 2022 The Authors. Conservation Biology published by Wiley Periodicals LLC on behalf of Society for Conservation Biology.",2022,"{""Brockington, D."",""Kiwango, W. A."",""Oldekop, J. A."",""Pritchard, R."",""Sauls, L. A.""}","{Biodiversity,""Conservation of Natural Resources"",Humans,""Social Justice"",""big data"",""conservation management"",""critical data studies"",""data justice"",""data processing"",datification,""environmental justice"",""environmental protection"",equity,""global analyses"",""global change"",human,""political ecology"",prioritization,procedures,""remote sensing""}",NA,"10.1111/cobi.13919","{cco,maybe}",2024-04-15 17:54:59,"included",NA
6669797,NA,"Data Justice And Biodiversity Conservation","Increases in data availability coupled with enhanced computational capacities are revolutionizing conservation. But in the excitement over the opportunities afforded by new data, there has been less discussion of the justice implications of data used in conservation, that is, how people and environments are represented through data, the conservation choices made based on data, and the distribution of benefits and harms arising from these choices. We propose a framework for understanding the justice dimensions of conservation data composed of five elements: data composition, data control, data access, data processing and use, and data consequences. For each element, we suggest a set of guiding questions that conservationists could use to think through their collection and use of data and to identify potential data injustices. The need for such a framework is illustrated by a synthesis of recent critiques of global conservation prioritization analyses. These critiques demonstrate the range of ways data could serve to produce social and ecological harms due to the choice of underlying data sets, assumptions made in the analysis, oversimplification of real-world conservation practice, and crowding out of other forms of knowledge. We conclude by arguing that there are ways to mitigate risks of conservation data injustices, through formal ethical and legal frameworks and by promoting a more inclusive and more reflexive conservation research ethos. These will help ensure that data contribute to conservation strategies that are both socially just and ecologically effective. © 2022 The Authors. Conservation Biology published by Wiley Periodicals LLC on behalf of Society for Conservation Biology.",2022,"{""Brockington, D."",""Kiwango, W. A."",""Oldekop, J. A."",""Pritchard, R."",""Sauls, L. A.""}","{Biodiversity,""Conservation of Natural Resources"",Humans,""Social Justice"",""big data"",""conservation management"",""critical data studies"",""data justice"",""data processing"",datification,""environmental justice"",""environmental protection"",equity,""global analyses"",""global change"",human,""political ecology"",prioritization,procedures,""remote sensing""}",NA,"10.1111/cobi.13919","{cco,maybe}",2024-04-18 19:23:24,"included",NA
6863150,NA,"Portability Of Semantic And Spatial-Temporal Machine Learning Methods To Analyse Social Media For Near-Real-Time Disaster Monitoring","Up-to-date information about an emergency is crucial for effective disaster management. However, severe restrictions impede the creation of spatiotemporal information by current remote sensing-based monitoring systems, especially at the beginning of a disaster. Multiple publications have shown promising results in complementing monitoring systems through spatiotemporal information extracted from social media data. However, various monitoring system criteria, such as near-real-time capabilities or applicability for different disaster types and use cases, have not yet been addressed. This paper presents an improved version of a recently proposed methodology to identify disaster-impacted areas (hot spots and cold spots) by combining semantic and geospatial machine learning methods. The process of identifying impacted areas is automated using semi-supervised topic models for various kinds of natural disasters. We validated the portability of our approach through experiments with multiple natural disasters and disaster types with differing characteristics, whereby one use case served to prove the near-real-time capability of our approach. We demonstrated the validity of the produced information by comparing the results with official authority datasets provided by the United States Geological Survey and the National Hurricane Centre. The validation shows that our approach produces reliable results that match the official authority datasets. Furthermore, the analysis result values are shown and compared to the outputs of the remote sensing-based Copernicus Emergency Management Service. The information derived from different sources can thus be considered to reliably detect disaster-impacted areas that were not detected by the Copernicus Emergency Management Service, particularly in densely populated cities.",2021,"{""Havas, Clemens"",""Resch, Bernd""}","{""Social media; Disaster management; Machine learning; Semantic topic analysis; Geospatial analysis""}",NA,"10.1007/s11069-021-04808-4","{}",2024-07-13 00:12:58,"included",NA
6691562,NA,"Benefits of the free and open Landsat data policy","The United States (U.S.) federal government provides imagery obtained by federally funded Earth Observation satellites typically at no cost. For many years Landsat was an exception to this trend, until 2008 when the United States Geological Survey (USGS) made Landsat data accessible via the internet for free. Substantial increases in downloads of Landsat imagery ensued and led to a rapid expansion of science and operational applications, serving government, private sector, and civil society. The Landsat program hence provides an example to space agencies worldwide on the value of open access for Earth Observation data and has spurred the adaption of similar policies globally, including the European Copernicus Program. Here, we describe important aspects of the Landsat free and open data policy and highlight the importance and continued relevance of this policy.",2019,"{""Zhu, Zhe""}","{""Open access|Land cover|Land use|Land change|Open data|Policy""}",NA,"https://doi.org/10.1016/j.rse.2019.02.016","{maybe}",2024-04-22 02:57:53,"included",NA
6863338,NA,"Assessing The Influence Of Land-Cover Change And Conflicting Land-Use Authorizations On Ecosystem Conversion On The Forest Frontier Of Madre De Dios, Peru","Despite the many benefits natural forests provide, they are being lost worldwide at unsustainable rates as development frontiers expand. One approach to improving the efficacy of natural forest conservation efforts is to refine local forest conservation policies based on insights from the place-based study of conservation policies and land-use and land-cover change (LULC) dynamics. To demonstrate the strength of this approach, this research explores the dynamics of LULC and conservation policies on the forest frontier of Madre de Dios, Peru. The main objectives of this research are to evaluate the efficacy of designated conservation lands in a rapidly expanding frontier landscape and to assess the effect on ecosystem conversion of granting conflicting land-use designations, such as mining concessions, inside conservation areas. Using statistical matching and a GIS-based analysis of LULC, this research shows that for the period 2006-2011, designated conservation lands on the forest frontier of Madre de Dios significantly reduced ecosystem losses compared to non-conservation lands, but the effect was highly variable across conservation designations. Also, when present, conflicting land-use authorizations inside conservation areas, specifically overlapping mining and agricultural titles, eliminated the policy additionality of designating lands for conservation. This finding demonstrates that authorizing conflicting land-use rights inside conservation areas should be avoided to ensure intended land conservation outcomes. This case study also provides examples of how local forest conservation policies can be improved through detailed and frequent analyses of LULC and conservation policies, particularly in dynamic frontier landscapes where LULC and socio-economic conditions are rapidly changing. (C) 2014 Elsevier Ltd. All rights reserved.",2014,"{""Gmur, Stephan J."",""Scullion, Jason J."",""Sienkiewicz, Alison"",""Trujillo, Cristina"",""Vogt, Kristiina A.""}","{""Ecosystem conservation; Land conflict; Conservation additionality; Matching; Remote sensing; Frontie""}",NA,"10.1016/j.biocon.2014.01.036","{}",2024-07-12 19:26:45,"included",NA
6691687,NA,"Banda Aceh-The Value of Earth Observation Data in Disaster Recovery and Reconstruction: A Case Study","On 26 December 2004, Banda Aceh in Indonesia was at the center of one of the worst natural disasters to affect mankind. Large amounts of international aid poured in to assist in the relief and reconstruction efforts. Amongst this effort, were investments in basic earth observation data from in-situ, airborne and space observations. While the use of this data is assumed to be crucial, few efforts have gone into quantifying the benefits of its acquisition. The objectives of this study were to interview a cross-section of agencies operating in Banda Aceh and across the province of Nanggroe Aceh Darussalam on the use, sources and quality of earth observation data in the relief/reconstruction effort; and to analyze and quantify the value that earth observation data brings to the relief/reconstruction effort based on the survey results and specific examples. Key findings from the interviews point to an overall improvement in the spatial data situation since the tsunami. Problems identified included insufficient training, lack of timely data and sometimes poor spatial resolution. Specific examples of the costbenefits of earth observation data were typically on the order of millions of dollars and involved large time savings.",2008,"{""McCallum, Ian""}",NA,NA,"http://pure.iiasa.ac.at/8741/","{}",2024-04-23 22:07:54,"included",NA
6661505,NA,"Can Remote Sensing Fill The United States' Monitoring Gap For Watershed Management?","Remote sensing has been heralded as the silver bullet in water quality modeling and watershed management, and yet a quantitative mapping of where its applicability is likely and most useful has not been undertaken so far. Here, we combine geospatial models of cloud cover as a proxy for the likelihood of acquiring remote scenes and the shortest time of travel to population centers as a proxy for accessibility to ground-truth remote sensing data for water quality monitoring and produce maps of the potential of remote sensing in watershed management in the United States. We generate several maps with different cost-payoff relationships to help stakeholders plan and incentivize remote sensing-based monitoring campaigns. Additionally, we combine these remote sensing potential maps with spatial indices of population, water demand, ecosystem services, pollution risk, and monitoring coverage deficits to identify where remote sensing likely has the greatest role to play. We find that the Southwestern United States and the Central plains regions are generally suitable for remote sensing for watershed management even under the most stringent costing projections, but that the potential for using remote sensing can extend further North and East as constraints are relaxed. We also find large areas in the Southern United States and sporadic watersheds in the Northeast and Northwest seaboards and the Midwest would likely benefit most from using remote sensing for watershed monitoring. Although developed herein for watershed decision support in the United States, our approach is readily generalizable to other environmental domains and across the world.",2022,"{""Kumar, Saurav"",""Kumar, Swetha Madhur"",""Sridharan, Vamsi Krishna""}","{""remote sensing; geographical information systems; watershed management; water quality; decision supp""}",NA,"10.3390/w14131985","{cco}",2024-04-16 20:42:23,"included",NA
6661505,NA,"Can Remote Sensing Fill The United States' Monitoring Gap For Watershed Management?","Remote sensing has been heralded as the silver bullet in water quality modeling and watershed management, and yet a quantitative mapping of where its applicability is likely and most useful has not been undertaken so far. Here, we combine geospatial models of cloud cover as a proxy for the likelihood of acquiring remote scenes and the shortest time of travel to population centers as a proxy for accessibility to ground-truth remote sensing data for water quality monitoring and produce maps of the potential of remote sensing in watershed management in the United States. We generate several maps with different cost-payoff relationships to help stakeholders plan and incentivize remote sensing-based monitoring campaigns. Additionally, we combine these remote sensing potential maps with spatial indices of population, water demand, ecosystem services, pollution risk, and monitoring coverage deficits to identify where remote sensing likely has the greatest role to play. We find that the Southwestern United States and the Central plains regions are generally suitable for remote sensing for watershed management even under the most stringent costing projections, but that the potential for using remote sensing can extend further North and East as constraints are relaxed. We also find large areas in the Southern United States and sporadic watersheds in the Northeast and Northwest seaboards and the Midwest would likely benefit most from using remote sensing for watershed monitoring. Although developed herein for watershed decision support in the United States, our approach is readily generalizable to other environmental domains and across the world.",2022,"{""Kumar, Saurav"",""Kumar, Swetha Madhur"",""Sridharan, Vamsi Krishna""}","{""remote sensing; geographical information systems; watershed management; water quality; decision supp""}",NA,"10.3390/w14131985","{cco}",2024-04-18 20:41:26,"included",NA
6691690,NA,"Valuing Weather Observation Systems For Forest Fire Management","Weather information is an integral part of modern fire management systems. In this paper, we investigate, by means of simulation studies, how improvements in the weather observation systems help to reduce burned area by targeting and monitoring places ripe fires are likely to occur. In our model, the air patrolling schedule is determined by the Nesterov index, which is calculated from observed weather data. We use two weather data sets based on ldquoroughrdquo and ldquofinerdquo grids. The reduction of the total burned area, associated with an air patrolling schedule based on the ldquofinerdquo grid, indicates the benefits of using better weather observations. We, also, consider a stochastic model to simulate forest fires and explore the sensitivity of the model with respect to the quality of input data. Finally, we investigate the system of systems effect. We find the largest marginal improvement from the rough grid results when we increase the quality of observations in most critical areas.",2008,"{""Khabarov, Nikolay""}","{""Fires|forestry|meteorology|value of information|value of observations""}",NA,"https://doi.org/10.1109/JSYST.2008.925979","{}",2024-04-26 19:10:19,"included",NA
