"id","title","publication_year","authors","doi","tags","date_screened_t&a","t&a_status","t&a_exclusion_reasons"
7036835,"On Timeliness And Accuracy Of Wildfire Detection By The Goes Wf-Abba Algorithm Over California During The 2006 Fire Season",NA,NA,"10.1016/j.rse.2012.09.001","{}",2024-11-19 18:29:32,"included",NA
7037063,"The Added Value Of A Proposed Satellite Imager For Ground Level Particulate Matter Analyses And Forecasts",NA,NA,"10.1109/jstars.2009.2034613","{}",2024-11-18 18:54:01,"included",NA
6863026,"Atmospheric Remote Sensing Using Global Navigation Satellite Systems: From Formosat-3/Cosmic To Formosat-7/Cosmic-2",2021,"{""Chen, S. Y."",""Chen, Y. H."",""Chu, C. H."",""Fong, C. J."",""Huang, C. Y."",""Kuo, Y. H."",""Yeh, W. H.""}","10.3319/tao.2021.11.15.02","{maybe}",2024-07-19 18:52:33,"included",NA
6863303,"Mapping Daily Evapotranspiration At Field Scale Using The Harmonized Landsat And Sentinel-2 Dataset, With Sharpened Viirs As A Sentinel-2 Thermal Proxy",2021,"{""Anderson, Martha C."",""Gao, Feng"",""Hain, Christopher"",""Knipper, Kyle R."",""Kustas, William P."",""Xue, Jie"",""Yang, Yang"",""Yang, Yun""}","10.3390/rs13173420","{}",2024-07-12 23:27:16,"included",NA
6863593,"Broadband, Red-Edge Information From Satellites Improves Early Stress Detection In A New Mexico Conifer Woodland",2011,"{""Ager, A. A."",""Eitel, J. U. H."",""Krofcheck, D. J."",""Litvak, M. E."",""Long, D. S."",""Schulthess, U."",""Stoscheck, L."",""Vierling, L. A.""}","10.1016/j.rse.2011.09.002","{}",2024-07-16 22:55:55,"included",NA
6862860,"Possibility Investigation Of Tree Diversity Mapping Using Landsat Etm+ Data In The Hyrcanian Forests Of Iran",2010,"{""Mohammadi, J."",""Shataee, S.""}","10.1016/j.rse.2010.02.004","{}",2024-07-15 16:15:12,"included",NA
7038401,"Impacts Of Geospatial Information For Decision Making",NA,NA,"10.1007/978-3-319-01821-8_10","{}",2024-11-22 18:01:45,"included",NA
6691644,"An Economic Value of Remote-Sensing  Information—Application to Agricultural  Production and Maintaining  Groundwater Quality",2012,"{""Forney, W.M.""}","https://pubs.usgs.gov/pp/1796/","{}",2024-04-23 22:08:11,"included",NA
6691692,"Getting the Most out of Ensemble Forecasts: A Valuation Model Based on User–Forecast Interactions",2008,"{""Millner, Antony""}","https://doi.org/10.1175/2008JAMC1899.1","{}",2024-04-23 22:38:02,"included",NA
7037933,"Economic Valuation Of Mangroves In The Niger Delta: An Interdisciplinary Approach",NA,NA,"10.1002/9781444392241.ch15","{""probs not""}",2024-11-19 18:30:50,"included",NA
6447796,"Measuring the economic benefits of an environmental monitoring satellite project: The value of information approach",2013,"{""Eom, Young Sook"",""Hong, Jong Ho""}","10.1016/j.spacepol.2013.06.003","{benchmark}",NA,NA,NA
6863563,"Eye In The Sky",2005,"{""Mathieu, P. P.""}","10.1016/s1471-0846(05)70433-9","{maybe}",2024-09-30 15:58:59,"included",NA
6691548,"Intangible economic benefit of remote sensing data in Indonesia",2020,"{""Diana, Shinta Rahma""}","https://doi.org/10.20525/ijrbs.v9i7.941","{}",2024-04-22 03:02:36,"included",NA
6691572,"Economic value of environmental and weather information for agricultural decisions – A case study for Oklahoma Mesonet",2018,"{""Ziolkowska, Jadwiga R.""}","https://doi.org/10.1016/j.agee.2018.07.008","{}",2024-04-25 02:41:20,"included",NA
6672872,"Future Earth Observation Strategy For Societal Benefits",2005,"{""Baysal, O."",""Zhou, G.""}","10.1109/IGARSS.2005.1526433","{cco}",2024-04-15 17:36:00,"included",NA
6672872,"Future Earth Observation Strategy For Societal Benefits",2005,"{""Baysal, O."",""Zhou, G.""}","10.1109/IGARSS.2005.1526433","{cco}",2024-04-18 20:08:32,"included",NA
6691652,"Socio-Economic Benefits from the Use of Earth Observations",2011,"{""Borzacchiello, Maria-Teresa""}","https://doi.org/10.2788/78532","{maybe}",2024-04-25 02:46:45,"included",NA
7036562,"Smart Environmental Monitoring And Assessment Technologies (Semat)—A New Paradigm For Low-Cost, Remote Aquatic Environmental Monitoring",NA,NA,"10.3390/s18072248","{}",2024-10-28 19:07:16,"included",NA
7038563,"Acquisition Of Earth Science Remote Sensing Observations From Commercial Sources: Lessons Learned From The Space Imaging Ikonos Example",NA,NA,"10.1016/j.rse.2003.06.007","{}",2024-10-30 17:35:43,"included",NA
7038246,"Exploring The Potential Value Of Satellite Remote Sensing To Monitor Chlorophyll-A For Us Lakes And Reservoirs",NA,NA,"10.1007/s10661-020-08631-5","{}",2024-11-18 19:14:55,"included",NA
7038505,"Monitoring Daily Evapotranspiration Over Two California Vineyards Using Landsat 8 In A Multi-Sensor Data Fusion Approach",NA,NA,"10.1016/j.rse.2015.10.025","{}",2024-10-30 16:29:51,"included",NA
7037337,"Role Of Satellite Remote Sensing In The Geographic Information Economics In France",NA,NA,"10.1016/0924-2716(91)90065-4","{}",2024-11-22 17:16:13,"included",NA
6691633,"What is the Economic Value of Satellite Imagery?",2013,"{""Raunikar, Ronald""}","https://pubs.usgs.gov/fs/2013/3003/","{}",2024-04-23 22:38:38,"included",NA
6691673,"The Value of Earth Observation for Managing the Great Barrier Reef",2009,"{""Bouma, Jetske A.""}","https://research.vu.nl/ws/portalfiles/portal/2608005/235180.pdf","{""in benchmarks?""}",2024-04-22 02:59:30,"included",NA
7037702,"Securing Sustainability In Indian Agriculture Through Civilian Uav: A Responsible Innovation Perspective",NA,NA,"10.1007/s42452-019-1901-6","{}",2024-11-18 20:28:12,"included",NA
6863694,"Food, Water, And Fault Lines: Remote Sensing Opportunities For Earthquake-Response Management Of Agricultural Water",2016,"{""O'Geen, Anthony Toby"",""Rodriguez, Jenna"",""Sandoval-Solis, Samuel"",""Ustin, Susan""}","10.1016/j.scitotenv.2016.05.146","{}",2024-07-15 16:05:56,"included",NA
6903619,"Machine Learning As A Strategic Tool For Helping Cocoa Farmers In Cote D'ivoire",NA,NA,"10.3390/s23177632","{maybe}",2024-10-01 18:01:02,"included",NA
7038250,"Multilayer Data And Artificial Intelligence For The Delineation Of Homogeneous Management Zones In Maize Cultivation",NA,NA,"10.3390/rs15123131","{}",2024-11-19 18:28:30,"included",NA
7037341,"Evaluating The Public Value Of Improving Early Detection Accuracy Of Cumulonimbus Using A Geostationary Satellite In South Korea",NA,NA,"10.1016/j.spacepol.2022.101507","{}",2024-10-30 15:58:14,"included",NA
7037988,"Experiences From Near-Real-Time Satellite-Based Volcano Monitoring In Central America: Case Studies At Fuego, Guatemala",NA,NA,"10.1080/01431160802168301","{}",2024-10-28 00:22:59,"included",NA
6863091,"Multi-Decadal Assessment Of Soil Loss In A Mediterranean Region Characterized By Contrasting Local Climates",2022,"{""Coluzzi, Rosa"",""Imbrenda, Vito"",""Lanfredi, Maria"",""Pace, Letizia"",""Samela, Caterina"",""Simoniello, Tiziana""}","10.3390/land11071010","{""probably not""}",2024-09-27 23:13:34,"included",NA
6691714,"Ascribing Societal  Benefit to  Environmental  Observations of Earth  from Space",2006,"{""Macauley, Molly""}","https://dx.doi.org/10.2139/ssrn.901785","{""in benchmarks?""}",2024-04-22 02:51:43,"included",NA
7038273,"Runoff Estimation In The Upper Reaches Of The Heihe River Using An Lstm Model With Remote Sensing Data",NA,NA,"10.3390/rs14102488","{}",2024-10-30 17:33:34,"included",NA
7037465,"Integrative Geospatial Approaches For The Comprehensive Monitoring And Assessment Of Land Management Sustainability: Rationale, Potentials, And Characteristics",NA,NA,"10.1002/ldr.1074","{}",2024-11-21 20:36:42,"included",NA
6691511,"As Seen From Space: Tele-Epidemiological Data as Pandemic Memory",2022,"{""Gleason, Louis""}","https://ejournals.bc.edu/index.php/orac/article/view/15255","{}",2024-04-28 00:56:38,"included",NA
7037743,"The Sea From Space-Applying Remote Sensing To Societal Needs",NA,NA,"10.4031/002533207787442097","{}",2024-10-25 19:18:53,"included",NA
7038362,"Using Publicly Available Satellite Imagery And Deep Learning To Understand Economic Well-Being In Africa",NA,NA,"10.1038/s41467-020-16185-w","{}",2024-10-30 18:27:30,"included",NA
7036878,"Remote Sensing For The Study, Protection And Conservation Of Cultural Heritage: The Experience Of Itaca Mission In Southern America (2007-2013)",NA,NA,"10.1201/b17802","{}",2024-10-25 19:20:30,"included",NA
6691506,"On-Going European Space Agency Activities on Measuring the Benefits of Earth Observations to Society: Challenges, Achievements and Next Steps",2022,"{""Tassa, Alessandra""}","https://doi.org/10.3389/fenvs.2022.788843","{}",2024-04-26 22:55:59,"included",NA
7038393,"Sebu: A Novel Fully Automated Google Earth Engine Surface Energy Balance Model For Urban Areas",NA,NA,"10.1016/j.uclim.2022.101187","{}",2024-11-21 01:58:06,"included",NA
