title,abstract,author,key,include,notes,src,short_title,year
Retrospective Observational Study Of Emergency Department Syndromic Surveillance Data During Air Pollution Episodes Across London And Paris In 2014,"Introduction Poor air quality (AQ) is a global public health issue and AQ events can span across countries. Using emergency department (ED) syndromic surveillance from England and France, we describe changes in human health indicators during periods of particularly poor AQ in London and Paris during 2014. Methods Using daily AQ data for 2014, we identified three periods of poor AQ affecting both London and Paris. Anonymised near real-time ED attendance syndromic surveillance data from EDs across England and France were used to monitor the health impact of poor AQ. Using the routine English syndromic surveillance detection methods, increases in selected ED syndromic indicators (asthma, difficulty breathing and myocardial ischaemia), in total and by age, were identified and compared with periods of poor AQ in each city. Retrospective Wilcoxon-Mann-Whitney tests were used to identify significant increases in ED attendance data on days with (and up to 3 days following) poor AQ. Results Almost 1.5 million ED attendances were recorded during the study period (27 February 2014 to 1 October 2014). Significant increases in ED attendances for asthma were identified around periods of poor AQ in both cities, especially in children (aged 0-14 years). Some variation was seen in Paris with a rapid increase during the first AQ period in asthma attendances among children (aged 0-14 years), whereas during the second period the increase was greater in adults. Discussion This work demonstrates the public health value of syndromic surveillance during air pollution incidents. There is potential for further cross-border harmonisation to provide Europe-wide early alerting to health impacts and improve future public health messaging to healthcare services to provide warning of increases in demand. © Crown copyright 2018. Reproduced with the permission of the Controller of Her Majesty's Stationery Office/Queen's Printer for Scotland and Public Health England.","{""Caserio-Schönemann, C."",""Dobney, A."",""Elliot, A. J."",""Fouillet, A."",""Hughes, H. E."",""Hughes, T. C."",""Morbey, R."",""Smith, G. E.""}",hughes_retrospectiveobservationalstudyemergency_2018,FALSE,NA,sample_1000,NA,NA
"Land-Use/Land-Cover Changes And Their Influence On The Ecosystem In Chengdu City, China During The Period Of 1992-2018","Due to urban expansion, economic development, and rapid population growth, land use/land cover (LULC) is changing in major cities around the globe. Quantitative analysis of LULC change is important for studying the corresponding impact on the ecosystem service value (ESV) that helps in decision-making and ecosystem conservation. Based on LULC data retrieved from remote-sensing interpretation, we computed the changes of ESV associated with the LULC dynamics using the benefits transfer method and geographic information system (GIS) technologies during the period of 1992-2018 following self-modified coefficients which were corrected by net primary productivity (NPP). This improved approach aimed to establish a regional value coefficients table for facilitating the reliable evaluation of ESV. The main objective of this research was to clarify the trend and spatial patterns of LULC changes and their influence on ecosystem service values and functions. Our results show a continuous reduction in total ESV from United States (US) \$1476.25 million in 1992, to US \$1410.17, \$1335.10, and \$1190.56 million in 2001, 2009, and 2018, respectively; such changes are attributed to a notable loss of farmland and forest land from 1992-2018. The elasticity of ESV in response to changes in LULC shows that 1\% of land transition may have caused average changes of 0.28\%, 0.34\%, and 0.50\% during the periods of 1992-2001, 2001-2009, and 2009-2018, respectively. This study provides important information useful for land resource management and for developing strategies to address the reduction of ESV.","{""Cao, Chunxiang"",""Chen, Wei"",""Ju, Hongrun"",""Lin, Xiaojuan"",""P. Singh, Ramesh"",""Xu, Min""}",lin_landlandcoverinfluence_2018,FALSE,NA,sample_1000,NA,NA
Detecting And Mapping The Spatial Distribution Of Chromoleana Odorata Invasions In Communal Areas Of South Africa Using Sentinel-2 Multispectral Remotely Sensed Data,"Alien Invasive Plants (AIPs) have been proclaimed to be a significant non-climatic driver of global change. The Siam weed (Chromoleana odorata) is highly invasive in South African rangelands, with serious environmental, agricultural and socio-economic consequences. Therefore, a comprehensive analysis of C.odorata's spatial distribution is necessary for implementing relevant mitigation and management approaches to vulnerable and invaded landscapes. Remotely sensed data offer a viable opportunity for detecting and mapping AIPs spatial extents. Hence, this study sought to compare the value of algorithms (i.e. maximum likelihood and random forest) in detecting and mapping C.odorata's spatial distribution in relation to other land use land cover classes (LULC) using the freely available Sentinel-2 multispectral image data. The findings of the study revealed that the vegetation red edge and near-infrared spectral bands of Sentinel-2 multispectral imagery (MSI) sensor were the most important spectral variables for discriminating C.odorata from other land cover classes. The random forest algorithm yielded the highest overall classification accuracy of 83\%, outperforming the traditional maximum likelihood classifier (75\%) in classifying C.odorata's spatial distribution. Overall, results demonstrate that the combination of freely available Sentinel-2 MSI satellite data and machine learning random forest algorithm produces the highest accuracies for detecting the spatial distribution of C.odorata, particularly in heterogeneous environments. These results could be beneficial to sustainable rangeland management and the adoption of sitespecific mitigation approaches in areas invaded by C.odorata.","{""Buthelezi, Siphiwokuhle"",""Mutanga, Onisimo"",""Ndlovu, Helen S."",""Odindi, John"",""Sibanda, Mbulisi""}",ndlovu_detectingmappingspatialdistribution_2022,FALSE,NA,sample_1000,NA,NA
Estimation Of Spring Wheat Water Use Efficiency By Remote Sensing In The Yingke Oasis Of Heihe Drainage Area,"It has played an important role in precision agriculture for referring to water management, which was accomplished by quantitative remote sensing technology to estimate crop water use efficiency. Moreover, it can be useful to improve the benefit of agricultural water resources. In this study, the selected data were acquired in the growth season of spring wheat. In June, 2008, the field measurement was carried out with synchronization of satellite, airborne passing oasis. Taking production of spring wheat and the water use under the water balance condition as variables, water use efficiency was obtained. The results showed that using remote sensing technology to achieve evaluation of water use efficiency was able to meet the need of agriculture production, and also be worth of application and popularization.","{""Feng, Y. G."",""Huang, W. J."",""Xing, Z. R."",""Yang, G. J.""}",yang_estimationspringwheatwater_2010,FALSE,NA,sample_1000,NA,NA
Robust Particle Swarm Optimization Of Rfms For High-Resolution Satellite Images Based On K-Fold Cross-Validation,"Rational function model (RFM) is one of the most popular methods of geometrically correcting high-resolution satellite images (HRSIs). This model encounters overparameterization problem due to the existence of highly correlated RFM coefficients, namely, rational polynomial coefficients (RPCs). Recently, a number of methods have been proposed based on particle swarm optimization (PSO) to find the optimal RPCs. Although these algorithms are useful for determining the optimal RPCs, their results are strongly influenced by changes in both initial values and ground control points (GCPs) distribution. To address this problem, this study proposes a modified version of PSO based on the k-fold cross-validation, known as PSO-KFCV, which works well even in the presence of limited GCPs. To evaluate the performance of the proposed method, four different HRSIs were used. Our experimental results indicate that PSO-KFCV is indeed robust against the initial values and GCPs distribution. In addition, the experiments demonstrated that the proposed method led to significant improvement with respect to state-of-the-art meta-heuristic methods. © 2008-2012 IEEE.","{""Amiri-Simkooei, A."",""Gholinejad, S."",""Naeini, A. A.""}",gholinejad_robustparticleswarmoptimization_2019,FALSE,NA,sample_1000,NA,NA
Characterizing Land Disturbance In Atewa Range Forest Reserve And Buffer Zone,"Changes in land cover of protected areas and their buffers have serious implications on the conservation of biodiversity within such biomes because land use has been recognized as one of the major drivers of biodiversity change. Atewa Range Forest Reserve is one of Ghana's Upper Guinea Forests declared as a Globally Significant Biodiversity Area (GSBA). But the reserve is under threat from several human disturbances which could impact on the land cover of the reserve.This study examined the spatial and temporal changes in land cover of Atewa Range Forest Reserve and it's buffer between 1986 and 2013 using remote sensing. Land use and land cover (LULC) classification and change detections were undertaken using one Landsat Multispectral Scanner (MSS) image of 1986 and Landsat ETM+ images of 2003 and 2013.The study also investigated the driving forces of LULC and the effectiveness of the Forest and Wildlife Policy of 1994 in the management of the reserve. Results of image classification showed that much of the peripheral closed and open vegetative covers have been converted to farms and bushes with little disturbance within the interior of the reserve. The study revealed that, the conservation management policies were yielding very little results due to a number of policy deficiencies including low staff strength, lack of logistics and low remuneration. Enforcement of legal instruments against illegal logging, small scale mining and farming activities within the reserve, improvement in the staff strength and their condition of service, intensification of public education on the value of forest and the need to protect it are some of the major recommendations that could curb encroachment on the reserve. (C) 2015 Elsevier Ltd. All rights reserved.","{""Kusimi, John Manyimadin""}",kusimi_characterizinglanddisturbanceatewa_2015,FALSE,NA,sample_1000,NA,NA
Socioeconomic Factors Influencing Land Cover Changes In Rural Areas: The Case Of The Sierra De Albarracin (Spain),"Rural abandonment in mountainous regions is a habitual process that occurs in many countries and has socioeconomic and environmental implications. Land cover changes in Mediterranean mountains resulting from farming abandonment have been associated with certain processes of land degradation. This study employed Landsat satellite images for mapping the land cover changes in 1984 and 2007, south of the Iberian Range (region of Sierra de Albarracín, Teruel, Spain). A neural network classification was used to achieve sufficient land cover accuracy. The land cover change analysis revealed an expansion of forestland at the expense of pastureland and abandoned rainfed cropland. These changes were associated with demographic and economic shifts that resulted from a continuous process of rural abandonment. Population reduction has been the natural trend for a century, characterized by massive internal migrations to nearby cities. The dynamic displacement of the population centroid was used to identify the migratory processes in the last century. The primary sector and the associated secondary sector (farming and forestry) were diminished and resulted in a decrease in natural resource exploitation. Economic activity moved towards the tertiary sector, which focuses on rural tourism. The current socioeconomic scenario has unknown future implications for land cover dynamics and their associated ecosystem services values. Thus, monitoring of land cover changes and ecosystem services is required to promote sustainable development in an area that is highly dependent on the conservation of natural resources and ecological services. © 2014 Elsevier Ltd.","{""Gómez, I."",""Hernández, E. I."",""Melendez-Pastor, I."",""Navarro-Pedreño, J.""}",melendezpastor_socioeconomicfactorsinfluencingland_2014,FALSE,NA,sample_1000,NA,NA
Quantifying Aboveground Biomass Dynamics From Charcoal Degradation In Mozambique Using Gedi Lidar And Landsat,"Understanding changes to aboveground biomass (AGB) in forests undergoing degradation is crucial for accurately and completely quantifying carbon emissions from forest loss and for environmental monitoring in the context of climate change. Monitoring forest degradation as compared to deforestation presents technical challenges because degradation involves widespread, low-intensity AGB removal under varying temporal dynamics. Charcoal production is a key driver for forest degradation in Africa and is projected to increase in the future years. In Sub-Saharan Africa (SSA), where charcoal production drives widespread ABG removal, the utility of optical remote sensing for degradation quantification is challenged by the large inter-seasonal variation and high complexities in ecosystem structure. Limited field measurements on tree structure and aboveground biomass density (AGBD) in many parts of the SSA also impose constraints. In this study, we present a novel data fusion approach combining 3D forest structure from NASA's GEDI Lidar with optical time-series data from Landsat to quantify biomass losses associated with charcoal-related forest degradation over a 10-year time period. We used machine learning models with Landsat spectral indices from the time period of limited hydric stress (LHS) as predictor variables. By applying the best performing Random Forest (RF) model to LandTrendr-stabilized annual LHS Landsat composites, we produced annual forest AGBD maps from 2007 to 2019 over the Mabalane district in southern Mozambique where the dry forest ecosystem was under active charcoal-related degradation since 2008. The RF model achieved an RMSE value of 7.05 Mg/ha (RMSE% = 42%) and R2 value of 0.64 using a 10-fold cross-validation dataset. We quantified a total AGB loss of 2.12 ± 0.06 Megatons (Mt) over the 10-year period, which is only 6.35 ± 2.56% less than the total loss estimated using field-based data as previously published for the same area and time. In addition to quantifying biomass loss, we constructed annual AGBD maps that enabled the characterization of disturbance and recovery. Our framework demonstrates that fusing GEDI and Landsat data through predictive modeling can be used to quantify past forest AGBD dynamics in low biomass forests. This approach provides a satellite-based method to support REDD+ monitoring and evaluation activities in areas where field data is limited and has the potential to be extended to investigate a variety of different disturbance events. © 2022","{""Duncanson, L."",""Liang, M."",""Sedano, F."",""Silva, J. A.""}",liang_quantifyingabovegroundbiomassdynamics_2023,FALSE,NA,sample_1000,NA,NA
Assessing The Impact Of The 2004 Indian Ocean Tsunami On South Andaman's Coastal Shoreline: A Geospatial Analysis Of Erosion And Accretion Patterns,"The 2004 Indian Ocean earthquake and tsunami significantly impacted the coastal shoreline of the Andaman and Nicobar Islands, causing widespread destruction of infrastructure and ecological damage. This study aims to analyze the short- and long-term shoreline changes in South Andaman, focusing on 2004-2005 (pre- and post-tsunami) and 1990-2023 (to assess periodic changes). Using remote sensing techniques and geospatial tools such as the Digital Shoreline Analysis System (DSAS), shoreline change rates were calculated in four zones, revealing the extent of the tsunami's impact. During the pre- and post-tsunami periods, the maximum coastal erosion rate was -410.55 m/year, while the maximum accretion was 359.07 m/year in zone A, the island's east side. For the 1990-2023 period, the most significant coastal shoreline erosion rate was also recorded in zone A, which was recorded at -2.3 m/year. After analyzing the result, it can be seen that the tsunami severely affected the island's east side. To validate the coastal shoreline measurements, the root mean square error (RMSE) of Landsat-7 and Google Earth was 18.53 m, enabling comparisons of the accuracy of different models on the same dataset. The results demonstrate the extensive impact of the 2004 Indian Ocean Tsunami on South Andaman's coastal shoreline and the value of analyzing shoreline changes to understand the short- and long-term consequences of such events on coastal ecosystems. This information can inform conservation efforts, management strategies, and disaster response plans to mitigate future damage and allocate resources more efficiently. By better understanding the impact of tsunamis on coastal shorelines, emergency responders, government agencies, and conservationists can develop more effective strategies to protect these fragile ecosystems and the communities that rely on them.","{""Kanga, Shruti"",""Kumar, Pankaj"",""Meraj, Gowhar"",""Pandey, Vikas"",""Prajapat, Deepak Kumar"",""Singh, Saurabh"",""Singh, Suraj Kumar""}",singh_assessingimpact2004indian_2023,FALSE,NA,sample_1000,NA,NA
Forest Fire Susceptibility And Risk Mapping Using Remote Sensing And Geographical Information Systems (Gis),"Purpose - In a tropical country like Malaysia, forest fire is a very common natural and man-made disaster that prevails in the whole South East Asian region throughout the year. Recently, the haze problem in Malaysia has created a lot of awareness among the government and eco-tourism sectors. Therefore, detection of the hotspot is very important to delineate the forest fire susceptibility mapping. In this study, remote sensing and geographical information systems (GIS) have been used to evaluate forest fire susceptibility at Sungai Karang and Raja Muda Musa Forest Reserve, Selangor, Malaysia. Frequency ratio model has been applied for the delineation of forest fire mapping for the study area. Design/methodology/approach - Forest fire locations were identified in the study area from historical hotspots data from year 2000 to 2005 using AVHRR NOAA 12 and NOAA 16 satellite images. Various other supported data such as soil map, topographic data, and agro climate were collected and created using GIS. These data were constructed into a spatial database using GIS. The factors that influence fire occurrence, such as fuel type and Normalized Differential Vegetation Index (NDVI), were extracted from classified Landsat-7 ETM imagery. Slope and aspect of topography were calculated from topographic database. Soil type was extracted from soil database and dry month code from agroclimate data. Forest fire susceptibility was analyzed using the forest fire occurrence factors by likelihood ratio method. Findings - A new statistical method has been applied for the forest fire susceptibility mapping. The results of the analysis were verified using forest fire location data with the help of a newly written programming code. The validation results show satisfactory agreement between the susceptibility map and the existing data on forest fire location. The GIS was used to analyze the vast amount efficiently, and statistical programs were used to maintain the specificity and accuracy. The result can be used for early warning, fire suppression resources planning and allocation. Originality/value - All data used in this study are original. The forest fire susceptibility mapping has been done in this study area for the first time. A new program has been coded to cross-verify the susceptibility map. The results were also verified with field data and other supporting weather data. © Emerald Group Publishing Limited.","{""Awang, M. A. B."",""Pradhan, B."",""Suliman, M. D. H. B.""}",pradhan_forestfiresusceptibilityrisk_2007,FALSE,NA,sample_1000,NA,NA
The Use Of Chronic Disease Risk Factor Surveillance Systems For Evidence-Based Decision-Making: Physical Activity And Nutrition As Examples,"Objective: To highlight the value of continuous risk factor surveillance systems in providing evidence of the impact of, and to inform health promotion interventions. Method: An ongoing risk factor surveillance system involving telephone interviews with approximately n = 600 randomly selected South Australians each month. Trend analysis on physical activity (PA) levels and daily consumption of fruit and vegetables was undertaken. Results: An apparent seasonal trend for fruit consumption and PA was found, with less activity and fruit consumption undertaken in winter months. Overweight/obese adults exercised less than those with normal BMI, and females less than males, although PA rates for both females and overweight/obese adults are rising. There was an increase in vegetable consumption following a major media campaign. Although reported prevalence of the consumption of five or more serves of vegetables daily and the mean number of serves consumed daily has decreased, it is still above pre-campaign rates. Conclusion: Additional information obtained from a risk factor surveillance system, when compared to an annual or point-in-time survey, provides valuable evidence for health professionals interested in measuring and assessing the effectiveness of health promotion interventions. © 2009 Birkhäuser Verlag, Basel/Switzerland.","{""Campostrini, S."",""Carter, P."",""Dal Grande, E."",""Gill, T. K."",""Herriot, M."",""Taylor, A. W.""}",taylor_chronicdiseaseriskfactor_2010,FALSE,NA,sample_1000,NA,NA
Wildland Fire Management And Air Quality In The Southern Sierra Nevada: Using The Lion Fire As A Case Study With A Multi-Year Perspective On Pm2.5 Impacts And Fire Policy,"Management of fire is an important and controversial policy issue. Active fire suppression has led to a backlog of fuels, limited the ecological benefits of fire, and reduced short-term smoke impacts likely delaying these emissions to future generations over a larger spatial extent. Smoke impacts can be expected to increase as fire size and intensity increase and the fuel backlog is consumed; whether through reintroduction of fire under desirable conditions or through stand replacing fire. Land Management Agencies would like to increase the use of naturally ignited fires to burn during favorable conditions as a way to reduce catastrophic fires. This study provides information about the levels of air quality impacts expected from these types of fires and discusses some of the policy controversies of managed fire that propagate inconsistencies between agencies and enter the public discourse. The Lion Fire, a primarily low intensity 8,370ha fire that was extensively monitored for Particulate Matter less than 2.5 microns (PM2.5), is used to quantify impacts to air quality. PM2.5 monitoring sites are used to assess exposure, public health impacts, and subsequently quantify annual air quality during a year with a fire that is within the historic normal fire size and intensity for this area. Ground level PM2.5 impacts were found to be localized with 99% of the hourly Air Quality Index readings in the moderate or good category for the sites impacted by the fire. PM2.5 concentrations at sites nearest the fire were below annual federal air quality standards for PM2.5 with annual 98th percentile at the most impacted sites (Johnsondale, Kernville, and Camp Nelson) of 35.0, 34.0, and 28.0μgm-3 respectively. Smoke impacts to PM2.5 concentrations were not found to reach the populated Central Valley. The findings suggest that this type of fire can be implemented with minimal public health impacts thus allowing an opportunity for air and fire managers to alter policy to allow additional burning in an area with severe anthropogenic air pollution and where frequent widespread fire is both beneficial and inevitable. The more extensive air quality impacts documented with large high intensity fire may be averted by embracing the use of fire to prevent unwanted high intensity burns. A widespread increase in the use of fire for ecological benefit may provide the resiliency needed in Sierra Nevada forests as well as be the most beneficial to public health through the reduction of single dose exposure to smoke and limiting impacts spatially. © 2014 Elsevier Ltd.","{""Cisneros, R."",""Schweizer, D.""}",schweizer_wildlandfiremanagementair_2014,FALSE,NA,sample_1000,NA,NA
"An Assessment Of The Vegetation Cover Change Impact On Rainfall And Land Surface Temperature Using Remote Sensing In A Subtropical Climate, Ethiopia","Quantifying the impact of vegetation cover change (VCC) on climatic variables is a gap that the fields of conservation and rehabilitation must address. This study aims to assess VCC and its impacts on rainfall and land surface temperature (LST) in a highly deforested and populated area of Ethiopia. We used (i) Landsat images to analyze VCC using Normalized Difference Vegetation Index (NDVI) and threshold method and (ii) Climate Hazard Group InfraRed Precipitation (CHIRPS) and Moderate Resolution Imaging Spectroradiometer (MODIS) to evaluate rainfall and LST in the area using Mann-Kendall trend (MKT) test. Results show that 4.7\% (210,177 ha) and 2.6\% (116,387 ha) of the area was covered by vegetation in 1985 and in 2017 respectively, which implied that 2.1\% (93,790 ha) of vegetation cover loss over the last 32 years. Although the mean annual rainfall increased from 1981 to 2017 and mean dry season LST increased from 2000 to 2017, the MKT test shows no significant trend with p-values of 0.09 and 0.35 rainfall and LST, respectively. Mean annual rainfall decreased with declining vegetation cover and mean LST increased as vegetation cover declined in central, northern and southeastern parts of the study area. The outputs from this study would provide information to maintain the agro-climatic condition, assure sustainability in resource utilization and proper land use planning and decision making for the concerned stack holders.","{""Fetene, Aramde"",""Hailu, Binyam Tesfaw"",""Nega, Worku""}",nega_assessmentvegetationcoverchange_2019,FALSE,NA,sample_1000,NA,NA
Estimating Rangeland Forage Production Using Remote Sensing Data From A Small Unmanned Aerial System (Suas) And Planetscope Satellite,"Rangelands cover ~23 million hectares and support a $3.4 billion annual cattle industry in California. Large variations in forage production from year to year and across the landscape make grazing management difficult. We here developed optimized methods to map high-resolution forage production using multispectral remote sensing imagery. We conducted monthly flights using a Small Unmanned Aerial System (sUAS) in 2017 and 2018 over a 10-ha deferred grazing rangeland. Daily maps of NDVI at 30-cm resolution were first derived by fusing monthly 30-cm sUAS imagery and more frequent 3-m PlanetScope satellite observations. We estimated aboveground net primary production as a product of absorbed photosynthetically active radiation (APAR) derived from NDVI and light use efficiency (LUE), optimized as a function of topography and climate stressors. The estimated forage production agreed well with field measurements having a R2 of 0.80 and RMSE of 542 kg/ha. Cumulative NDVI and APAR were less correlated with measured biomass (R2 = 0.68). Daily forage production maps captured similar seasonal and spatial patterns compared to field-based biomass measurements. Our study demonstrated the utility of aerial and satellite remote sensing technology in supporting adaptive rangeland management, especially during an era of climatic extremes, by providing spatially explicit and near-real-time forage production estimates. © 2019 by the authors.","{""Covello, S."",""Dahlgren, R. A."",""Devine, S. M."",""Jin, Y."",""Larsen, R. E."",""Liu, H."",""O' Geen, A. T."",""Roche, L. M."",""Wong, A. J. Y.""}",liu_estimatingrangelandforageproduction_2019,FALSE,NA,sample_1000,NA,NA
Improvements In High-Speed Rail Network Environmental Evaluation And Planning: An Assessment Of Accessibility Gains And Landscape Connectivity Costs In Spain,"High Speed Rail (HSR) in Spain began in 1992 and curently has a network of about 3400 km. In this 25-year period, accessibility has progressively increased, and its spatial distribution has changed throughout the territory. This has had important implications for territorial cohesion, which is a strategic planning objective of transport infrastructures in the European Union. However, this increase in HSR has environmental impacts; among other effects, new transport infrastructures imply a loss of landscape structural connectivity. This paper has two objectives: to study the distribution and development of the changes across the territory produced by the arrival of HSR in Spain between 1990 and 2025, by looking at changes in potential accessibility and structural habitat connectivity at the national scale; and to study – at the same scale – the relationship between both variables through the cost of accessibility improvements (socioeconomic variable) in terms of the loss of structural connectivity (environmental variable). All the analyses were done using GIS-based indicators, reported in the literature to be useful at the Strategic Environmental Assessment (SEA) scale. The methodology is applied in different horizon years, namely 1990, 2007, 2016, and new proposed HSR lines to 2025 in Spain. The results show that throughout the whole period (1990−2025), accessibility improved by 74.7 % due to the extension of HSR. The most important period was 1990−2007, when the main socio-economic centres were connected by HSR, while connectivity, the environmental variable, declined by −3.4 %. The greatest connectivity loss was concentrated in 2007−2016, when the areas with the highest connectivity values in 1990 were the most affected. Our results show that a 1 % increase in accessibility implied a loss of connectivity of 0.03 % in the interval 1990−2007, while in the second period, the same 1 % increase entailed a 0.17 % loss; in the 2016−2025 scenario the value is intermediate (0.08). Our work contributes to adapting connectivity studies to the environmental assessment tiers in the transportation sector (i.e. plans, programmes and projects). Each stage has its limitations due to the lack of specific data or problems of spatial scale which must be publicly reported during environmental assessment processes. We also highlight the need for new research to establish a reliable spatial scale to assess the different effects of HSR corridors at the strategic level. © 2021 Elsevier Ltd","{""Iglesias-Merchan, C."",""Martín, B."",""Ortega, E."",""de Isidro, Á""}",martin_improvementsspeedrailnetwork_2021,FALSE,NA,sample_1000,NA,NA
"Assessment Of Spatial Distribution Of Rain-Induced And Earthquake-Triggered Landslides Using Geospatial Techniques Along North Sikkim Road Corridor In Sikkim Himalayas, India","The spatial distribution of landslides is analyzed to understand landslide incidences and triggering factors along North Sikkim Road Corridor in the parts of Sikkim Himalayas. The present study area is also highly prone to landslide which mainly occurred due to heavy rainfall and earthquake. The present study highlights the spatial distribution of rain-induced and earthquake triggered landslides based on various preparatory factors. In this study 58 rain-induced landslide locations were identified and assessed the spatial distribution. Earthquake triggered landslides were assessed based on the interpretation of pre and post satellite images on 2011 Sikkim earthquake. Therefore, the study attempts to (i) show the inventory map of rain-induced and earthquake-triggered landslides (ii) evaluate the spatial distribution pattern of rain-induced and earthquake-triggered landslides basis of their event controlling parameters (iii) Finally, to show the characteristics of spatial distribution of rain-induced and earthquake triggered landslides in the study area. Global Positioning System (GPS) and Ground Control Points (GCP) were used for verification of rainfall induced landslide locations and the improvement of the planimetric accuracy of the Landsat 7 ETM+ satellite images from the Google Earth. For the spatial distribution analysis, all raster maps were prepared using GIS techniques. After that, location wise spatial values were extracted both rain-induced and earthquake triggered landslides using multi-data extraction technique in GIS environment. From the present study, it has been observed that the co-seismic landslides initiating under dry conditions could account for steeper slope angles than the rain-induced landslides. It has been also observed that rain-induced landslides on southerly slope facing is maximum, and it decreases with the angle orientation on the northerly slope facing is relatively low. The study also reveals that rain induced and earthquake triggered landslides could be found in the sparsely vegetated areas. The present study is a pathway to develop landslide hazard zonation map, landslide control measures, disaster management, tourism planning and sustainable development in this area. © 2022, The Author(s), under exclusive licence to Springer Nature B.V.","{""Bandyopadhyay, K."",""Bhatta, B."",""Chatterjee, U."",""Koley, B."",""Nath, A."",""Ray, B. C."",""Saraswati, S.""}",koley_assessmentspatialdistributionrain_2023,FALSE,NA,sample_1000,NA,NA
Evaluation Of Urban Environmental Quality (Ueq) Applied Before And After Land Regularization Process: A Case Study Of Vila Terra Santa - Curitiba/Pr,"This study aimed to evaluate Urban Environmental Quality - UEQ in a land going through a regularization process in irregular settlements located in a Permanent Preservation Area - APP. In order to check the changes in the regularization process, a case study was analyzed: the one of Vila Terra Santa in Curitiba / PR. Primary and secondary data were collected in two different periods of land regularization, the first set in the period between the years of 2000-2007, before the process, and the second one in the period between the years of 2008-2013, after the process. The methodology of Urban Environmental Quality was adapted for this study and consisted of eight categories of analysis with 34 variables and 43 indicators, focused on social and environmental aspects and infrastructure. It was also developed an Urban Environmental Quality Index System - UEQI by category of analysis. For a better evaluation, the values assigned to each variable for each category and, finally, to the final UEQI, were indicated in a system of quality grades from A to E, with A being a extremely satisfactory quality level, and E a very unsatisfactory level, with other 3 classes in between. From the results we observed that there was an improvement in 6 categories of analysis after the regularization process, which were evidenced in 65\% of the 34 variables evaluated by the comparison between the two periods. The final UEQI pointed out an index of 40.15in the previous regularization period, which was framed in class D, therefore in an unsatisfactory quality level. In the second period, the rate was 72.98, classifying the environmental quality of Vila Terra Santa in F, which is very satisfactory. The results of the indices in UEQ demonstrated the feasibility of applying them as a support tool for managers in decision-making.","{""Silva, Gabriela do Vale"",""da Cruz Bezerra, Stella Maris"",""van Kaick, Tamara Simone""}",silva_evaluationurbanenvironmentalquality_2017,FALSE,NA,sample_1000,NA,NA
Blue Carbon Ecosystem Monitoring Using Remote Sensing Reveals Wetland Restoration Pathways,"In an era of climate and biodiversity crises, ecosystem rehabilitation is critical to the ongoing wellbeing of humans and the environment. Coastal ecosystem rehabilitation is particularly important, as these ecosystems sequester large quantities of carbon (known in marine ecosystems as ""blue carbon "") thereby mitigating climate change effects while also providing ecosystem services and biodiversity benefits. The recent formal accreditation of blue carbon services is producing a proliferation of rehabilitation projects, which must be monitored and quantified over time and space to assess on-ground outcomes. Consequently, remote sensing techniques such as drone surveys, and machine learning techniques such as image classification, are increasingly being employed to monitor wetlands. However, few projects, if any, have tracked blue carbon restoration across temporal and spatial scales at an accuracy that could be used to adequately map species establishment with low-cost methods. This study presents an open-source, user-friendly workflow, using object-based image classification and a random forest classifier in Google Earth Engine, to accurately classify 4 years of multispectral and photogrammetrically derived digital elevation model drone data at a saltmarsh rehabilitation site on the east coast of Australia (Hunter River estuary, NSW). High classification accuracies were achieved, with > 90\% accuracy at 0.1 m resolution. At the study site, saltmarsh colonised most suitable areas, increasing by 142\% and resulting in 56 tonnes of carbon sequestered, within a 4-year period, providing insight into blue carbon regeneration trajectories. Saltmarsh growth patterns were species-specific, influenced by species' reproductive and dispersal strategies. Our findings suggested that biotic factors and interactions were important in influencing species' distributions and succession trajectories. This work can help improve the efficiency and effectiveness of restoration planning and monitoring at coastal wetlands and similar ecosystems worldwide, with the potential to apply this approach to other types of remote sensing imagery and to calculate other rehabilitation co-benefits. Importantly, the method can be used to calculate blue carbon habitat creation following tidal restoration of coastal wetlands.","{""Drummond, Christopher"",""Gaston, Troy"",""Glamore, William"",""Lanceman, Dana"",""Sadat-Noori, Mahmood""}",lanceman_bluecarbonecosystemmonitoring_2022,FALSE,NA,sample_1000,NA,NA
Fine Resolution Air Quality Dynamics Related To Socioeconomic And Land Use Factors In The Most Polluted Desert Metropolitan In The American Southwest,"Air pollution kills approximately 4.2 million people every year. As air pollution varies significantly in different urban areas, the assessment of urban emissions is key to taking appropriate actions and formulating policies for sustainable built environments and to promote the wellbeing of people. The overarching goal of this study was to generate fine resolution aerosol optical depth (AOD) using Landsat imagery and examine both the socioeconomic inequalities of air pollution exposure and the air quality variation related to different land-use categories. This study has focused on a period of unusual population growth, 2000–2010, in the Phoenix Metropolitan Area. It was found that socioeconomic factors, vegetation indexes, and land use land cover types are all strong predictors of AOD, and the negative coefficients of socioeconomic values reveal insight into the social inequality of air pollution exposure. Results suggest that the government regulation on air pollution during the study period helped to improve air quality. Meanwhile, planting vegetation to mitigate air pollution should be carefully examined in order to find the right vegetation species and spatial configuration of vegetation cover in urban settings. © 2021 The Authors","{""Li, Y."",""Myint, S. W.""}",li_fineresolutionairquality_2021,FALSE,NA,sample_1000,NA,NA
