topic,term,prob
topic 1,decision,0.002214499879774452
topic 1,coefficient,0.002212743509742313
topic 1,model,0.002172183251841141
topic 1,future,0.0021397677099796197
topic 1,periods,0.0021229771115217505
topic 1,supply,0.0021170482224149917
topic 1,decline,0.0020873887960882096
topic 1,wetland,0.002081223138710898
topic 1,river,0.002036753049548273
topic 1,authors,0.00200507081005507
topic 1,environment,0.0020015785030621128
topic 1,county,0.001982158616133611
topic 1,trade,0.0019820426045490157
topic 1,provisioning,0.001980072270699736
topic 1,equivalent,0.001962830418839331
topic 1,past,0.0019582424776817217
topic 1,research,0.001956015034205113
topic 1,benefits,0.0019445185979625051
topic 1,compensation,0.001913109504237161
topic 1,regulating,0.001888797146967393
topic 1,reclamation,0.0018840355848033735
topic 1,sensitivity,0.0018810341374536639
topic 1,soil,0.0018651596534722105
topic 1,estimate,0.0018348225834789855
topic 1,evaluate,0.0017796575700967949
topic 1,transfer,0.001772052897529073
topic 1,effects,0.001742022810556731
topic 10,method,0.023806535181094775
topic 10,proposed,0.015611022215416286
topic 10,accuracy,0.014042111273763693
topic 10,image,0.013751456981984196
topic 10,based,0.013749168235088264
topic 10,model,0.013345130882990715
topic 10,algorithm,0.01331889806920939
topic 10,images,0.012144161422932018
topic 10,results,0.01119486812302296
topic 10,classification,0.010352591481130925
topic 10,learning,0.010045586128091826
topic 10,methods,0.00923181343207965
topic 10,sensing,0.008120251610755549
topic 10,remote,0.007707789754720887
topic 10,machine,0.007578814736280622
topic 10,data,0.00746077273078987
topic 10,network,0.00732811964588061
topic 10,features,0.006940224760040932
topic 10,feature,0.006254874481298592
topic 10,information,0.006245397764169485
topic 10,algorithms,0.005828996598527513
topic 10,pixel,0.005714185390148772
topic 10,approach,0.005474674248457444
topic 10,performance,0.005237872540416878
topic 10,multi,0.005073909178257837
topic 10,time,0.00497663285840495
topic 10,spatial,0.0049273160965482374
topic 10,optimization,0.004608417973120131
topic 10,extraction,0.0045858325704312974
topic 10,paper,0.0045019384938565525
topic 10,detection,0.004096916248608594
topic 10,neural,0.003938460740452678
topic 10,optimal,0.0038706053930889655
topic 10,object,0.0038436477250637247
topic 10,compared,0.0036239802978592426
topic 10,mapping,0.0036123683596707974
topic 10,deep,0.0036049846275456004
topic 10,applied,0.0035959804589970894
topic 10,scale,0.0034142998925560547
topic 10,segmentation,0.003349694639924017
topic 10,noise,0.003306730137323545
topic 10,resolution,0.003242996943686597
topic 10,improve,0.0031856482806013617
topic 10,parameters,0.003184028080977661
topic 10,cnn,0.003136183140009107
topic 10,training,0.0031124070020682737
topic 10,obtained,0.002996623733238613
topic 10,fusion,0.0029759932760274575
topic 10,support,0.0029710094151894815
topic 10,spectral,0.0029387921574493105
topic 10,improved,0.0029158841699690086
topic 10,environmental,0.0027901138606046785
topic 10,coefficient,0.002768207894705325
topic 10,sar,0.0027386569999816542
topic 10,accurate,0.002730099137276982
topic 10,kappa,0.002656542662205097
topic 10,satellite,0.002579186266354567
topic 10,effectively,0.0025480541828870806
topic 10,index,0.0025464563572737057
topic 10,selection,0.0025005619269434292
topic 10,target,0.0024994984137571524
topic 10,vector,0.002478162467131951
topic 10,models,0.0024044845412365293
topic 10,traditional,0.0023953514521325987
topic 10,efficiency,0.0023714234985020488
topic 10,authors,0.0023424214887712348
topic 10,monitoring,0.0023289352570215584
topic 10,threshold,0.002269588991936217
topic 10,study,0.002268565475990238
topic 10,function,0.002260475768250905
topic 10,average,0.0022591422859598925
topic 10,extract,0.0022058699987084662
topic 10,application,0.0021911307736530907
topic 10,svm,0.002182446114436004
topic 10,finally,0.002136944113781143
topic 10,comparison,0.0021247498372759842
topic 10,experimental,0.0021235047314525513
topic 10,convolutional,0.0021084941511444483
topic 10,decision,0.00208393300834222
topic 10,disaster,0.0020829806507868366
topic 10,body,0.002036087755971133
topic 10,scheme,0.0020139532823760828
topic 10,analysis,0.0019984018754637565
topic 10,error,0.001994113927656171
topic 10,objective,0.0019925386503760927
topic 10,extracted,0.0019743312759172103
topic 10,propose,0.001959951961460702
topic 10,planning,0.0019059907100106182
topic 10,proposes,0.0019004830868024315
topic 10,ground,0.0018699110359977292
topic 10,svr,0.001846118178557713
topic 10,management,0.0017947347379389006
topic 10,automatic,0.0017889274860442349
topic 10,obtain,0.0017835506824498892
topic 10,single,0.0017770217129639077
topic 10,classifier,0.001750040388526763
topic 10,employed,0.0017406717473828135
topic 10,optical,0.0017358593972210525
topic 10,cloud,0.0017302983306045842
topic 10,evaluation,0.001705921848925937
topic 11,soil,0.033545951111125204
topic 11,water,0.02151226962825169
topic 11,moisture,0.019915743448840954
topic 11,surface,0.018537354100856957
topic 11,model,0.016011850277366735
topic 11,lst,0.012240961838798562
topic 11,data,0.010986088029221363
topic 11,evapotranspiration,0.00988103241939014
topic 11,study,0.009562096643320224
topic 11,temperature,0.008629591231994237
topic 11,land,0.008221289343962416
topic 11,spatial,0.00785317811069358
topic 11,resolution,0.007671357380675201
topic 11,based,0.007671228616499427
topic 11,results,0.006524154765049214
topic 11,balance,0.006100747970460129
topic 11,energy,0.005906276661436708
topic 11,management,0.005880850043706296
topic 11,daily,0.0058330479109737765
topic 11,landsat,0.005504116448484372
topic 11,modis,0.005364244820115069
topic 11,remote,0.00530955091756082
topic 11,vegetation,0.005165875572711607
topic 11,thermal,0.005136631151925425
topic 11,temporal,0.005045762970362912
topic 11,sensing,0.0050230475996281155
topic 11,measurements,0.004989543126311886
topic 11,estimates,0.00471322045282772
topic 11,satellite,0.004694371977440503
topic 11,root,0.004679915241637924
topic 11,values,0.004650937206630988
topic 11,models,0.00451430804754374
topic 11,index,0.0044758357103131885
topic 11,rmse,0.0043959538411328155
topic 11,observations,0.004121058064173939
topic 11,actual,0.004020311284408183
topic 11,compared,0.0038131158638956184
topic 11,accuracy,0.003784282757416518
topic 11,flux,0.003779081466309418
topic 11,scale,0.003730416887721603
topic 11,heat,0.0037100293014562503
topic 11,error,0.003679485878194574
topic 11,correlation,0.003598742188427685
topic 11,resources,0.0033624759243553225
topic 11,assimilation,0.003359335818976949
topic 11,estimation,0.0033431164296540343
topic 11,content,0.003240965012719001
topic 11,derived,0.0031154362261936897
topic 11,sites,0.0031086034706678074
topic 11,parameters,0.0030370456260403415
topic 11,square,0.0030151673859057917
topic 11,estimated,0.0029861721197972342
topic 11,salinity,0.0029628201657279953
topic 11,time,0.0029053836185371855
topic 11,regions,0.0028616582907721316
topic 11,agricultural,0.002847730677163634
topic 11,arid,0.0028220374754308703
topic 11,soc,0.0028127385110119766
topic 11,performance,0.0027887421088889108
topic 11,conditions,0.0027001454783903544
topic 11,cover,0.0026702833711644974
topic 11,eta,0.0026572920818869247
topic 11,stress,0.0026398139321279247
topic 11,situ,0.0025724471969907382
topic 11,information,0.0025712693488339875
topic 11,environmental,0.002549765779352198
topic 11,coefficient,0.002487274767244983
topic 11,obtained,0.00240948554647254
topic 11,day,0.002393570667880915
topic 11,products,0.0023917115879229594
topic 11,algorithm,0.0023812144982776865
topic 11,images,0.002367209163702366
topic 11,sebal,0.0023252163356089948
topic 11,field,0.0023225923808254654
topic 11,irrigation,0.002282969301124792
topic 11,improve,0.0022812685355117885
topic 11,drought,0.002257279652067172
topic 11,approach,0.0022517033713556106
topic 11,operational,0.002235360355380501
topic 11,elsevier,0.0021622732391368333
topic 11,difference,0.0021511660199540414
topic 11,scales,0.0021332420760404544
topic 11,global,0.002078698267045759
topic 11,improved,0.0020755843313920003
topic 11,hydrological,0.0020691915178540623
topic 11,moderate,0.002050428420134835
topic 11,fluxes,0.0020172055742315948
topic 11,degrees,0.0020117454613772807
topic 11,source,0.002004528700940341
topic 11,accurate,0.001996523599382577
topic 11,product,0.0019790875120597787
topic 11,regional,0.00197407643278284
topic 11,prediction,0.001953298921823787
topic 11,seasonal,0.0019271105434952515
topic 11,potential,0.0019119773513757137
topic 11,found,0.0018937345676856376
topic 11,system,0.0018843045343879719
topic 11,depth,0.00187454079089988
topic 11,season,0.0018570077754994463
topic 11,variations,0.0018518791821778005
topic 12,coastal,0.04580460643277801
topic 12,mangrove,0.023269229257844453
topic 12,sea,0.014343349450135387
topic 12,mangroves,0.009741564029722786
topic 12,reef,0.00965758502946656
topic 12,coral,0.009405648028697861
topic 12,marine,0.008323649268155169
topic 12,study,0.007026612779388732
topic 12,tidal,0.006690129289084129
topic 12,reclamation,0.006203867912533396
topic 12,management,0.005840171143021332
topic 12,conservation,0.005772509968412439
topic 12,ecosystems,0.005651951870488438
topic 12,shoreline,0.005317202249869163
topic 12,habitat,0.005097436187858637
topic 12,reefs,0.004870782014861393
topic 12,coastline,0.0048707820145476016
topic 12,level,0.004733302318500373
topic 12,seagrass,0.004702821436304597
topic 12,zone,0.0045779942569383145
topic 12,ecosystem,0.004508448995991155
topic 12,water,0.004506852371838451
topic 12,ocean,0.004470071778683863
topic 12,habitats,0.004390144955193762
topic 12,based,0.004359204276027998
topic 12,data,0.00421863697285837
topic 12,change,0.0042170910436067814
topic 12,wetlands,0.004201271959878728
topic 12,natural,0.004186259779544721
topic 12,results,0.003613682161820071
topic 12,activities,0.003538236463332115
topic 12,island,0.003531608078160903
topic 12,due,0.0035150024994748275
topic 12,islands,0.0035011466585936845
topic 12,delta,0.0034779826319930687
topic 12,satellite,0.0033210850793479506
topic 12,distribution,0.0033174819873046857
topic 12,development,0.003250791994717683
topic 12,bay,0.0032274087780204477
topic 12,human,0.003164589546617747
topic 12,local,0.0030910576191955086
topic 12,zones,0.0030774203421724947
topic 12,rise,0.003037015914240026
topic 12,analysis,0.0029454341332720135
topic 12,coast,0.0029129545776155467
topic 12,benthic,0.0028547436752157274
topic 12,extent,0.002851419949774903
topic 12,anthropogenic,0.0028377572861091782
topic 12,gulf,0.002764763094231906
topic 12,remote,0.0027592247535163125
topic 12,sediment,0.002746827360090773
topic 12,images,0.002744346456769896
topic 12,ecological,0.0027141945116454626
topic 12,environmental,0.0026471179210332822
topic 12,estuary,0.002632124492093811
topic 12,economic,0.0026051762063679265
topic 12,seabed,0.002603349007943159
topic 12,sensing,0.0024894669720353863
topic 12,mapping,0.0024865359278637045
topic 12,spatial,0.002435153667383829
topic 12,shallow,0.0024118579896063967
topic 12,future,0.002380137292899316
topic 12,protection,0.002375340020399645
topic 12,sites,0.0023388536526798027
topic 12,waters,0.002298777766165126
topic 12,beach,0.002298628308394534
topic 12,effects,0.002237115940868493
topic 12,east,0.0022281090171150392
topic 12,cocoa,0.0021834540066620035
topic 12,provide,0.0021799974717242685
topic 12,rate,0.002161464025271298
topic 12,impact,0.00214254158732046
topic 12,elsevier,0.0020659674089689157
topic 12,scale,0.0020618768824540055
topic 12,potential,0.002045092291763214
topic 12,map,0.0020205723913400467
topic 12,restoration,0.0020158652237531162
topic 12,wetland,0.0020083027053339557
topic 12,imagery,0.002000766707864439
topic 12,land,0.0019693577679574235
topic 12,oyster,0.0019315170058930918
topic 12,types,0.0019208988834677324
topic 12,climate,0.0019160977421049429
topic 12,aquaculture,0.0019108271060813955
topic 12,loss,0.00184726684230946
topic 12,found,0.0018450644971031807
topic 12,including,0.0018352745662038946
topic 12,global,0.0018011124014004373
topic 12,major,0.001786099522994308
topic 12,isa,0.0017635590053808488
topic 12,reserve,0.0017173938591388933
topic 12,information,0.0017154220704843992
topic 12,image,0.0016687127541246244
topic 12,species,0.001668475096718298
topic 12,cover,0.0016638001451283002
topic 12,tropical,0.0016636889856912805
topic 12,intertidal,0.0016528727803340195
topic 12,total,0.0016480716277021683
topic 12,main,0.0016264571221034584
topic 12,significant,0.0016065797983541904
topic 13,data,0.016411383560883674
topic 13,space,0.014721488059774267
topic 13,satellite,0.013389775948641186
topic 13,earth,0.013114127830504524
topic 13,information,0.010227778276345521
topic 13,development,0.008862739967031815
topic 13,observation,0.007871335896914985
topic 13,global,0.0073249707813746725
topic 13,systems,0.007152914317483807
topic 13,technologies,0.006685648719824167
topic 13,paper,0.00654507042939637
topic 13,technology,0.00643334475354271
topic 13,system,0.006425597364214173
topic 13,management,0.006267261768544557
topic 13,applications,0.006188386982662679
topic 13,services,0.005925664786909472
topic 13,based,0.005161906724964359
topic 13,users,0.005130519126107441
topic 13,support,0.004901412398790642
topic 13,satellites,0.004810732475412698
topic 13,benefit,0.004658879724448432
topic 13,international,0.004338001354289367
topic 13,policy,0.004304599598269202
topic 13,national,0.003807889492533291
topic 13,countries,0.003803731882504229
topic 13,research,0.0037865764910030323
topic 13,communication,0.0037677376197626632
topic 13,monitoring,0.003665912030709643
topic 13,network,0.0035932255980825815
topic 13,service,0.0034928044401753566
topic 13,observations,0.0034589194004092886
topic 13,sector,0.003337248047907714
topic 13,disaster,0.0032672526826489734
topic 13,provide,0.0032276421847307244
topic 13,benefits,0.0032037718674049168
topic 13,access,0.0031838142347325113
topic 13,science,0.003092463037756469
topic 13,environment,0.002997336860336774
topic 13,challenges,0.0029966399456789073
topic 13,environmental,0.0029763837176687152
topic 13,resources,0.0029580762690135207
topic 13,products,0.0029407764724730845
topic 13,decision,0.0028940223833605664
topic 13,observing,0.002807734715730925
topic 13,user,0.002768261959441747
topic 13,networks,0.0027162885821846523
topic 13,sustainable,0.00271374194560478
topic 13,societal,0.0026394711027111595
topic 13,infrastructure,0.002622744359874648
topic 13,activities,0.0025704431892471184
topic 13,operational,0.002556700217055787
topic 13,innovation,0.0025358303228961454
topic 13,community,0.002523549792644639
topic 13,article,0.002497532283516264
topic 13,missions,0.0024805929714897044
topic 13,european,0.0024258834318857106
topic 13,world,0.00242436446300205
topic 13,public,0.0024174991301595438
topic 13,ocean,0.0023835086882102825
topic 13,project,0.002322017996487577
topic 13,future,0.002315142619526642
topic 13,climate,0.002288844259542675
topic 13,technological,0.0022865347964654338
topic 13,approach,0.002281442031494393
topic 13,economic,0.002252257430083358
topic 13,time,0.002239406581520091
topic 13,capacity,0.0022344703356427624
topic 13,social,0.002228897222996355
topic 13,role,0.0022274205883194313
topic 13,building,0.002197287773949177
topic 13,cost,0.0021163997330641876
topic 13,integrated,0.0020714471722601273
topic 13,agencies,0.0020389576076416437
topic 13,developing,0.0020172576669313467
topic 13,remote,0.002016348540726741
topic 13,developed,0.0020078968734844145
topic 13,organizations,0.001982654112585723
topic 13,principles,0.0019714751233611606
topic 13,society,0.0019706994472994434
topic 13,key,0.001968144418602808
topic 13,potential,0.00194648824272957
topic 13,goals,0.0019377339407772743
topic 13,framework,0.0019353048684482912
topic 13,understanding,0.0019032266410552612
topic 13,implementation,0.0018501363830885603
topic 13,current,0.0018410211384614734
topic 13,opportunities,0.0018304820505371975
topic 13,private,0.0018165283771731824
topic 13,major,0.0017958752445582345
topic 13,education,0.0017788129907909682
topic 13,sensing,0.001772938028742662
topic 13,internet,0.00175611377215128
topic 13,including,0.0017516493572342074
topic 13,issues,0.0017114450396292322
topic 13,integration,0.0016825021159723814
topic 13,life,0.0016570396568675986
topic 13,application,0.0016303103317017464
topic 13,navigation,0.0016265648619760485
topic 13,indian,0.0016205468550184164
topic 13,solutions,0.0016191010329811193
topic 14,vegetation,0.026232410399162548
topic 14,management,0.014990841239335745
topic 14,species,0.013962952473581277
topic 14,cover,0.008567603291865851
topic 14,plant,0.008246901813081619
topic 14,habitat,0.007516824676255787
topic 14,grass,0.007307951726262905
topic 14,grassland,0.00726487165391749
topic 14,data,0.006678592608614442
topic 14,sites,0.006140174565296302
topic 14,conservation,0.0060995218608987005
topic 14,riparian,0.0058765273360569205
topic 14,season,0.00573839194301066
topic 14,biomass,0.005587660628234912
topic 14,dry,0.00493162459523387
topic 14,change,0.004866291921724613
topic 14,woody,0.004819221614064507
topic 14,land,0.004577755599965996
topic 14,restoration,0.004377493378277145
topic 14,native,0.0043671185805258216
topic 14,communities,0.004205722865526375
topic 14,spatial,0.004204085251957224
topic 14,biodiversity,0.004174233539205435
topic 14,burning,0.004067488628703018
topic 14,increased,0.003715542696596029
topic 14,arid,0.0037059145496601835
topic 14,ecological,0.0036959403603073265
topic 14,grazing,0.003577613313018963
topic 14,imagery,0.0035408569218614836
topic 14,grasslands,0.0034874132652713374
topic 14,ecosystems,0.003424440134539509
topic 14,scale,0.0033657321047735208
topic 14,northern,0.0033576866416325036
topic 14,satellite,0.003344956500017159
topic 14,landscape,0.003289109174180147
topic 14,diversity,0.0032142206482335765
topic 14,grouse,0.003208430331090504
topic 14,rangeland,0.0031883590965359476
topic 14,invasive,0.0031351025265256094
topic 14,increase,0.0029690183748539963
topic 14,annual,0.0028777608142023367
topic 14,australia,0.0028318734322120937
topic 14,time,0.002716062957484577
topic 14,forage,0.0026310372275711444
topic 14,abundance,0.0026290384338302085
topic 14,types,0.002578512393105152
topic 14,woodland,0.002558743825997695
topic 14,approach,0.0025448585869118686
topic 14,results,0.0025405629100726814
topic 14,low,0.0024644836919799603
topic 14,livestock,0.002452050268623727
topic 14,late,0.002444843922510816
topic 14,semi,0.002423872370126412
topic 14,composition,0.002379347750154033
topic 14,growth,0.0023567306683069103
topic 14,climate,0.002348180968215
topic 14,predicted,0.0023045027532176527
topic 14,resolution,0.0022723507121569413
topic 14,found,0.002258787321965351
topic 14,ecosystem,0.0022582383527173107
topic 14,trees,0.0022308877944440916
topic 14,aquatic,0.002204371376815547
topic 14,condition,0.002200046798325729
topic 14,floodplain,0.0021999167545979246
topic 14,extent,0.002191512706469278
topic 14,study,0.0021810757200106568
topic 14,fine,0.002154874699165112
topic 14,plants,0.0021090505402924617
topic 14,benefit,0.0020927899855959983
topic 14,identify,0.0020497754962761723
topic 14,landscapes,0.0020273792650527507
topic 14,site,0.0020177089391281147
topic 14,ground,0.002003478548208596
topic 14,community,0.0019833541654484857
topic 14,derived,0.001965389942376126
topic 14,total,0.001944418565538517
topic 14,production,0.0019159540885611986
topic 14,studies,0.0019074626662247062
topic 14,utility,0.0018704317556002697
topic 14,vis,0.0018407186441004551
topic 14,remote,0.001828670217391646
topic 14,monitoring,0.001784829240351583
topic 14,dominated,0.0017828103651022777
topic 14,models,0.0017785045346750611
topic 14,animal,0.0017770187444063803
topic 14,range,0.0017745855005144454
topic 14,lightning,0.001773079919807683
topic 14,sensing,0.0017587440283413894
topic 14,habitats,0.001757408647848148
topic 14,conditions,0.0017367077694489842
topic 14,prescribed,0.0017347247736385623
topic 14,shrub,0.0017190547830795058
topic 14,pixel,0.0017178568466427167
topic 14,invasion,0.0017167790541894408
topic 14,understorey,0.0016723307180799005
topic 14,herbaceous,0.0016681202965331098
topic 14,term,0.0016615824835434117
topic 14,field,0.0016451104590304167
topic 14,effects,0.0016448333013728824
topic 14,actions,0.001640892684841762
topic 15,vegetation,0.020762870021602552
topic 15,ndvi,0.01986811873316748
topic 15,temperature,0.012254701329029217
topic 15,climate,0.011562294072246525
topic 15,emissions,0.008705624360428387
topic 15,air,0.008262941384031258
topic 15,annual,0.008239603978469014
topic 15,index,0.00795897864377598
topic 15,study,0.007802104657693483
topic 15,precipitation,0.007369159271997044
topic 15,period,0.00732089657634896
topic 15,difference,0.006234087569694717
topic 15,average,0.006064357557811648
topic 15,change,0.006056219013683613
topic 15,results,0.0060299787637298095
topic 15,seasonal,0.00566790557342839
topic 15,china,0.005577298984742052
topic 15,summer,0.005482004199133091
topic 15,aod,0.005249106853412666
topic 15,normalized,0.005187027461130857
topic 15,maximum,0.005089425638909233
topic 15,region,0.005051309381195477
topic 15,surface,0.0050314701129191225
topic 15,trend,0.005028323458527568
topic 15,time,0.005016218061248948
topic 15,significant,0.004960845445036571
topic 15,increased,0.004851059738334219
topic 15,modis,0.0047693054445887085
topic 15,data,0.004767638489762336
topic 15,season,0.004765272455307641
topic 15,increase,0.00474703130072126
topic 15,regions,0.004733361479868978
topic 15,observed,0.004482919044691271
topic 15,management,0.004353742482494169
topic 15,quality,0.004185543061885877
topic 15,satellite,0.004112837486597417
topic 15,monthly,0.004092420133743943
topic 15,temporal,0.004045677615172104
topic 15,factors,0.004045266950773083
topic 15,values,0.00403496956112498
topic 15,winter,0.003994751132774273
topic 15,variability,0.0039661788589642945
topic 15,climatic,0.003950565874068714
topic 15,emission,0.00386885100281721
topic 15,water,0.0038313188094195485
topic 15,increasing,0.0037441916542743864
topic 15,variation,0.0036787779386453605
topic 15,sites,0.003643352932761119
topic 15,variations,0.0036159309490124934
topic 15,correlation,0.0035700692648223645
topic 15,resolution,0.0034996876725572248
topic 15,human,0.003488901153626882
topic 15,ozone,0.003458155480034907
topic 15,trends,0.003403074361924684
topic 15,global,0.003271207888146483
topic 15,analysis,0.003235035572155015
topic 15,rainfall,0.003223069744268055
topic 15,term,0.0031657521737090267
topic 15,concentration,0.003140770601130359
topic 15,relationship,0.003098155727966296
topic 15,conditions,0.0030671633666432925
topic 15,environmental,0.003056755096917488
topic 15,found,0.002984013449609152
topic 15,concentrations,0.0029641737387658532
topic 15,anthropogenic,0.0029362184388943436
topic 15,response,0.0029309448638473222
topic 15,periods,0.0028110806817061547
topic 15,drought,0.0027773534354646203
topic 15,regional,0.0026649055191946096
topic 15,significantly,0.0026585601262435602
topic 15,impact,0.0026518677758944646
topic 15,southern,0.002645861531995123
topic 15,dynamics,0.002644722320656961
topic 15,dust,0.0026089451648314286
topic 15,effects,0.002586209628371105
topic 15,total,0.0025785089539999365
topic 15,due,0.0025416564692823445
topic 15,temperatures,0.002522303578265683
topic 15,series,0.00250955893030297
topic 15,pollution,0.002491170372831698
topic 15,monitoring,0.0024631777702002486
topic 15,decreased,0.002443837343920473
topic 15,spatial,0.0024402636739942864
topic 15,nox,0.0023453488011199535
topic 15,seasons,0.002325685208050189
topic 15,days,0.0023118985160082636
topic 15,productivity,0.0023065477695246328
topic 15,spring,0.002295449509193141
topic 15,correlated,0.0022851870021325573
topic 15,aerosol,0.002256019984827734
topic 15,north,0.0022218319024485873
topic 15,growth,0.0021968734329442033
topic 15,atmospheric,0.0021912779840076832
topic 15,understanding,0.002188706083263624
topic 15,day,0.0021804521009926164
topic 15,patterns,0.0021686421600960776
topic 15,levels,0.0021542555441848247
topic 15,low,0.002140289117827312
topic 15,scale,0.0021126323008048543
topic 15,wind,0.0021106214799831943
topic 16,energy,0.02362114199474677
topic 16,solar,0.019599134923901123
topic 16,power,0.009618922341342076
topic 16,based,0.007538876321215642
topic 16,study,0.007372532116139749
topic 16,data,0.007353713530028401
topic 16,cost,0.006408936091084383
topic 16,environmental,0.00593435094395488
topic 16,satellite,0.0058965048113350516
topic 16,electricity,0.005820550406237079
topic 16,results,0.005080372981493348
topic 16,potential,0.005079125140406388
topic 16,economic,0.005062079390141571
topic 16,system,0.005009910683588843
topic 16,malaria,0.004657816362138666
topic 16,research,0.00453264204116838
topic 16,renewable,0.00436401235407827
topic 16,reuse,0.0040910246641971595
topic 16,remote,0.003915192821247585
topic 16,analysis,0.003670875905663593
topic 16,sources,0.0036107167909123043
topic 16,supply,0.0035395056463557286
topic 16,costs,0.0033138824984311967
topic 16,plant,0.003269184996921019
topic 16,systems,0.0032413600664941418
topic 16,generation,0.0031618015049297904
topic 16,models,0.003123240668504458
topic 16,region,0.003087951009020863
topic 16,factors,0.0030524120116382026
topic 16,plants,0.0029880749717781457
topic 16,application,0.0029681525622274048
topic 16,rooftop,0.0028422461779817336
topic 16,control,0.002841479136766874
topic 16,population,0.002833131053495403
topic 16,net,0.002764141660433325
topic 16,annual,0.0027365595155953684
topic 16,technology,0.0027249382349867593
topic 16,paper,0.00271409205335573
topic 16,irrigation,0.0026237503342617734
topic 16,distribution,0.002564169777786138
topic 16,resources,0.0025217864376587103
topic 16,local,0.0023638035272934947
topic 16,assessment,0.00234645203920974
topic 16,average,0.0022862492089161853
topic 16,design,0.002255644887186443
topic 16,modeling,0.002248231289473616
topic 16,determine,0.0022236663819908044
topic 16,strategies,0.0022095822661276675
topic 16,findings,0.0021800956247947185
topic 16,benefit,0.0021739961356229986
topic 16,optimal,0.0021705150530996757
topic 16,performance,0.002162977235918746
topic 16,approach,0.002154838538790319
topic 16,utility,0.002133445819853405
topic 16,grid,0.002113333529271683
topic 16,management,0.0020758327271680256
topic 16,scale,0.002072987469775802
topic 16,estimated,0.0020283476120598995
topic 16,irradiance,0.0020188578325187096
topic 16,reduction,0.0019685983778826035
topic 16,database,0.001959151128647282
topic 16,total,0.0019571629948003043
topic 16,waste,0.001954974730413963
topic 16,photovoltaic,0.0019407568175577785
topic 16,biomass,0.001936346549809105
topic 16,vector,0.0019097368498808165
topic 16,compared,0.0019065357415558111
topic 16,model,0.0019014921066921003
topic 16,density,0.001892896504029428
topic 16,water,0.001862950703848396
topic 16,implications,0.0018588313025292465
topic 16,due,0.0018535152040061538
topic 16,existing,0.0018285482352904368
topic 16,buildings,0.0018218677231292954
topic 16,african,0.0017902662569711236
topic 16,risk,0.0017787745465352612
topic 16,western,0.0017702107200021878
topic 16,demand,0.0017560416086788491
topic 16,calculated,0.0017533674071457742
topic 16,e.g,0.0017314887723973694
topic 16,special,0.0017290423656810547
topic 16,level,0.0017167588278742326
topic 16,key,0.0017113909751566906
topic 16,consumption,0.0016972866920163688
topic 16,resource,0.001685496159346207
topic 16,anthrax,0.0016819892418834066
topic 16,elsevier,0.0016651374031199239
topic 16,network,0.0016443355916454536
topic 16,source,0.001642332997623548
topic 16,barriers,0.0016384976275841696
topic 16,sensing,0.00158931102158413
