topic,term,prob
topic 10,models,0.003633862461068251
topic 10,habitat,0.003525292410042119
topic 10,low,0.003364899143199049
topic 10,quality,0.003261010082978982
topic 10,time,0.0032312690327288957
topic 10,basin,0.0032189965653529697
topic 10,images,0.0031822981413719567
topic 10,services,0.0031812446891142246
topic 10,economic,0.0029858036295011864
topic 10,paper,0.0029763984239529486
topic 10,waste,0.002967844746508619
topic 10,significant,0.0029582563128309593
topic 10,factors,0.002922337432574886
topic 10,satellite,0.0028913605264397997
topic 10,benefits,0.0028849623369275007
topic 10,ecosystem,0.0028798966045857264
topic 10,studies,0.0028473421231021236
topic 10,land,0.0028258008212850754
topic 10,sustainable,0.0028241355900844593
topic 10,developed,0.0027680206557032052
topic 10,forest,0.0027664479017266044
topic 10,agricultural,0.0027050305066670366
topic 10,mapping,0.002703311852055469
topic 10,earth,0.0026116159444562396
topic 10,provide,0.0025876367253628517
topic 10,tree,0.0025434328099655998
topic 10,costs,0.002514606722352684
topic 10,regional,0.0025091804280201707
topic 10,remote,0.0024274572321781097
topic 10,ndvi,0.002415169554012562
topic 10,index,0.0023295475298723495
topic 10,parameters,0.0022402924573358043
topic 10,effective,0.0022109520167802226
topic 10,distribution,0.002198447333195032
topic 10,map,0.0021595775111194855
topic 10,natural,0.0021228774745216984
topic 10,approach,0.0020737955410149622
topic 10,monitoring,0.0019712669760843056
topic 10,decision,0.0019103309069053447
topic 10,climate,0.0018786163379460772
topic 10,applications,0.001855313157403431
topic 10,current,0.0018496532165229113
topic 10,assess,0.0018341546600958865
topic 10,erosion,0.0018292534044787672
topic 10,planning,0.001809777079687894
topic 10,variables,0.0017430644488765899
topic 10,accuracy,0.0017203001218159422
topic 10,control,0.0017171118265685307
topic 10,resource,0.0017062686725367144
topic 10,technology,0.0017054209509161876
topic 10,future,0.001695941589531183
topic 10,watershed,0.0016667245596051344
topic 10,china,0.0016513497433066767
topic 10,grassland,0.0016494023823429263
topic 10,results,0.0016383094298068747
topic 10,derived,0.0016326066179776254
topic 10,rights,0.0016234015649558755
topic 10,annual,0.0016205500940185236
topic 10,diversity,0.0015923367017831988
topic 10,plant,0.0015763989494561573
topic 10,benefit,0.0015453075073056655
topic 10,authors,0.001541731294213407
topic 10,systems,0.0015320743748879163
topic 10,canopy,0.0015238281203779206
topic 10,spectral,0.0015188602357612635
topic 10,health,0.0015165772868552432
topic 10,multi,0.0015140152996129498
topic 10,social,0.0015116296355530856
topic 10,regions,0.0015105945232470634
topic 10,activities,0.0014991810927174607
topic 10,global,0.0014955723497656992
topic 10,landsat,0.0014815055485235089
topic 10,tool,0.0014809470883262684
topic 10,observation,0.0014757656529143337
topic 10,range,0.0014667222379572318
topic 10,density,0.0014432503807040686
topic 10,resolution,0.0014372497066379027
topic 10,indices,0.0014325910843392372
topic 10,approaches,0.001427427379301358
topic 10,lake,0.0014071943627934496
topic 10,compared,0.0013998062169340237
topic 10,processes,0.001394488641129875
topic 10,trend,0.001375135408499423
topic 11,land,0.011210095887803983
topic 11,water,0.01042453623448926
topic 11,based,0.008456957923663414
topic 11,sensing,0.007329216333805233
topic 11,development,0.007158216630640063
topic 11,satellite,0.0065905899574363125
topic 11,vegetation,0.0062600728515598185
topic 11,forest,0.006218691261547123
topic 11,research,0.005638079390664032
topic 11,ecological,0.005535767541783392
topic 11,resources,0.005345749097707928
topic 11,spatial,0.005342011037268289
topic 11,data,0.005324174378423174
topic 11,cover,0.005294188559378639
topic 11,time,0.005199745687387292
topic 11,study,0.0051907717161321105
topic 11,exploration,0.005112717347030724
topic 11,monitoring,0.0047127623255245905
topic 11,coal,0.004446902603505254
topic 11,ecosystem,0.0044115008071562165
topic 11,remote,0.0043836733353780815
topic 11,potential,0.004294029624240068
topic 11,landscape,0.004283606749238945
topic 11,resolution,0.0037791656557337205
topic 11,developed,0.00366329151418488
topic 11,model,0.003343810755469907
topic 11,level,0.003305740115984086
topic 11,analysis,0.0032221704651248934
topic 11,groundwater,0.003124401282676119
topic 11,models,0.0029889954065529982
topic 11,global,0.0029231362322287248
topic 11,index,0.002907175734463152
topic 11,including,0.0029068572746096828
topic 11,field,0.00286632931374202
topic 11,images,0.002855184129600937
topic 11,provide,0.0027910605233867278
topic 11,paper,0.002744981794289969
topic 11,factors,0.0027239376402533317
topic 11,decision,0.0026890355003758274
topic 11,sustainable,0.0026739487032686224
topic 11,conservation,0.0025807849938223847
topic 11,law,0.002561285053220417
topic 11,results,0.0025039182051397315
topic 11,approach,0.002456012811396177
topic 11,lake,0.0024128533661977956
topic 11,species,0.002333594727558609
topic 11,mapping,0.002299798024394133
topic 11,low,0.0022865800088618564
topic 11,support,0.002264518696515522
topic 11,cost,0.002240528840254412
topic 11,future,0.002240006007679347
topic 11,assessment,0.002180995784694993
topic 11,production,0.002169597088158958
topic 11,gis,0.0021570504424361543
topic 11,china,0.0021396040925109384
topic 11,integrated,0.0021264000665639207
topic 11,increase,0.0021143140759166575
topic 11,regions,0.00210716323579059
topic 11,soil,0.0020597000712446103
topic 11,understanding,0.0020202306184933156
topic 11,space,0.0020199410464273614
topic 11,total,0.001981272561500429
topic 11,legal,0.00196576850563237
topic 11,lakes,0.0019441430209431825
topic 11,resource,0.0019341798889493595
topic 11,local,0.0019238963132685394
topic 11,coastal,0.0018908116841171076
topic 11,method,0.0018249569847340712
topic 11,policy,0.0017817785029191604
topic 11,structure,0.0017753070353718609
topic 11,landsat,0.0017532417617384314
topic 11,gas,0.0017506510673004556
topic 11,impact,0.0017066080597520532
topic 11,grassland,0.0016868136041722236
topic 11,surface,0.001672572318994993
topic 11,application,0.0016652078453858873
topic 11,temporal,0.001664134818023387
topic 11,sites,0.0016441731222162587
topic 11,identify,0.0016424251430097194
topic 11,reserved,0.0016377480625097587
topic 11,technology,0.0016176416951261985
topic 11,impacts,0.0016071162453574392
topic 11,classification,0.0016001413073480453
topic 11,urbanization,0.0015857564028502918
topic 11,identified,0.00157674056852892
topic 11,loss,0.0015705610100145415
topic 11,scale,0.0015240312465254597
topic 11,analyzed,0.001519598160561656
topic 11,communities,0.0014949268298190916
topic 11,parameters,0.0014573249580956077
topic 11,applied,0.0014495602701038916
topic 11,basins,0.0014382275899973427
topic 11,watershed,0.0014356194358219872
topic 11,selected,0.001431390854692189
topic 11,multi,0.001400812859100182
topic 11,considered,0.0013910387532346245
topic 11,quality,0.0013737124692802028
topic 11,tourism,0.0013545085615949463
topic 11,process,0.0013471376087590059
topic 11,role,0.0013178653141617054
topic 12,model,0.011895981027599664
topic 12,data,0.009472847712044177
topic 12,vegetation,0.008653266758183746
topic 12,water,0.007692732576410026
topic 12,analysis,0.007052945827275874
topic 12,satellite,0.006924979429575709
topic 12,index,0.0064524686610234645
topic 12,based,0.006429374254491021
topic 12,system,0.006180278336752386
topic 12,time,0.005195826071701712
topic 12,environmental,0.005145653480583841
topic 12,forest,0.005024855247440292
topic 12,spatial,0.004752383742409933
topic 12,results,0.004723841015243145
topic 12,method,0.004386271875691739
topic 12,information,0.00435782983480703
topic 12,development,0.004224206316664729
topic 12,values,0.003953831539755913
topic 12,flood,0.003767881598954994
topic 12,region,0.0035492422254749622
topic 12,factors,0.003463611136998
topic 12,landscape,0.0032749426599135074
topic 12,mapping,0.0032234599762801545
topic 12,imagery,0.0032223662971036563
topic 12,methods,0.003145199914658178
topic 12,compared,0.0031415853829208085
topic 12,potential,0.0030905809209738574
topic 12,urban,0.0030570015845479016
topic 12,remote,0.0030451850715414014
topic 12,natural,0.0030083842287456667
topic 12,soil,0.0029785629268873474
topic 12,environment,0.0029069681422202623
topic 12,resolution,0.0028994040095095593
topic 12,cover,0.0028660123591710074
topic 12,runoff,0.0028412296348608234
topic 12,space,0.002715760555504829
topic 12,developed,0.002652080869771882
topic 12,city,0.0026353789197017413
topic 12,map,0.0025987800504181794
topic 12,detection,0.002506866246774857
topic 12,landslide,0.0024893732392853645
topic 12,quality,0.0024574952645520574
topic 12,planning,0.002444581449212873
topic 12,risk,0.0024436803994733482
topic 12,river,0.002441517718593008
topic 12,techniques,0.0024088969051386344
topic 12,research,0.0023825673071906418
topic 12,surface,0.002377045238379036
topic 12,population,0.002365004710146006
topic 12,sites,0.002355301149183622
topic 12,significant,0.0023421084112060326
topic 12,period,0.0022928663515373246
topic 12,derived,0.002277067235059241
topic 12,landsat,0.0022623944686865896
topic 12,rainfall,0.002233596063249622
topic 12,models,0.002213145981813338
topic 12,performance,0.0021941301481090475
topic 12,process,0.0021780709749888542
topic 12,ecological,0.0021691201410093067
topic 12,level,0.002160465111052047
topic 12,ground,0.0021300292347802767
topic 12,provide,0.0020127892908153107
topic 12,characteristics,0.0020110731506579015
topic 12,algorithm,0.0020105646274148005
topic 12,difference,0.0019993448014449093
topic 12,sensing,0.0019778033213642097
topic 12,variables,0.0019544455892805904
topic 12,sensor,0.001898060990225606
topic 12,spectral,0.0018870745286601821
topic 12,density,0.001874494382683963
topic 12,maximum,0.0018689023709241124
topic 12,found,0.0018681769676357077
topic 12,systems,0.0018529558376747378
topic 12,agricultural,0.0018275185191921363
topic 12,studies,0.0018215744181676262
topic 12,images,0.0018107764033797465
topic 12,effective,0.0018092265112585831
topic 12,products,0.0018091914567623486
topic 12,low,0.0018078355338190025
topic 12,policy,0.0017841210961732621
topic 12,gis,0.0017777840766620555
topic 12,distribution,0.0017498014682945328
topic 12,sustainable,0.0017356016961258556
topic 12,management,0.0016668753210813706
topic 12,radiation,0.0016586434915357125
topic 12,landscapes,0.0016360390016449521
topic 12,accuracy,0.001631013254260429
topic 12,main,0.0016213010656133413
topic 12,relationship,0.0015941604691972323
topic 12,applied,0.0015685085797230258
topic 12,types,0.001537859819304534
topic 12,hydrological,0.0015260950982890049
topic 12,zone,0.0015075609354630395
topic 12,susceptibility,0.0015005533706643009
topic 12,evaluation,0.0014875503923605445
topic 12,distance,0.0014736996710335687
topic 12,coastal,0.001470676866686362
topic 12,site,0.001454902407645758
topic 12,correlation,0.0014411646529653975
topic 12,design,0.0014401093763194875
topic 13,space,0.012443172486032316
topic 13,management,0.009747342694813203
topic 13,land,0.008683050688188794
topic 13,results,0.007742090518567904
topic 13,satellite,0.0077320555705049625
topic 13,environmental,0.006975480392054255
topic 13,remote,0.006214871120330982
topic 13,based,0.0062009387043571625
topic 13,model,0.005562393667351765
topic 13,species,0.005081111779553469
topic 13,service,0.004348924046531447
topic 13,potential,0.0043303485791693274
topic 13,spatial,0.00427733463768735
topic 13,values,0.004161273997911007
topic 13,resolution,0.0041034572249389984
topic 13,forest,0.004012655430197034
topic 13,study,0.003996679386242337
topic 13,data,0.003992110063816194
topic 13,models,0.003817403882450224
topic 13,images,0.00377827666936154
topic 13,analysis,0.0037145417382752222
topic 13,water,0.0035542238773828404
topic 13,services,0.003534598646316874
topic 13,risk,0.0033737733834244515
topic 13,earth,0.003202905271564003
topic 13,ecosystem,0.003197085351534627
topic 13,scale,0.0031199760628884575
topic 13,global,0.0030749387500703046
topic 13,support,0.003060574171306597
topic 13,satellites,0.003038890322005572
topic 13,activities,0.0030274605782870372
topic 13,resources,0.002992067448774289
topic 13,benefits,0.002945832759381345
topic 13,natural,0.002935007199426161
topic 13,low,0.0029279751386515297
topic 13,current,0.002863998503331483
topic 13,level,0.0028294538823843683
topic 13,carbon,0.002818350350592325
topic 13,tree,0.002745299511078818
topic 13,future,0.0025528958545137106
topic 13,systems,0.0024557088465509557
topic 13,international,0.0024520934012996526
topic 13,reserved,0.002435237040575498
topic 13,impact,0.002394476105257927
topic 13,china,0.0023686306827450415
topic 13,distribution,0.0023380400550099887
topic 13,forests,0.0023298250369935126
topic 13,precipitation,0.0023275340512157665
topic 13,average,0.0023007909444542783
topic 13,research,0.0022793246802004625
topic 13,classification,0.00221292857963711
topic 13,assessment,0.0021400854915145017
topic 13,quality,0.002127352470195922
topic 13,local,0.0020914122578703513
topic 13,provide,0.0020492414097968846
topic 13,due,0.0020183828965756935
topic 13,health,0.002009602134923982
topic 13,parameters,0.0019966710820973218
topic 13,climate,0.0019770826823026547
topic 13,including,0.0018756252800647345
topic 13,image,0.001831317186216857
topic 13,maps,0.0018115020007774974
topic 13,types,0.0018103278873003886
topic 13,change,0.0018047184947633443
topic 13,public,0.0017361039938393174
topic 13,coastal,0.0017311143323634611
topic 13,significant,0.001702072664967616
topic 13,related,0.0016911160274554488
topic 13,processes,0.0016825897743993465
topic 13,city,0.0016627062954549128
topic 13,landsat,0.001656470982157317
topic 13,integrated,0.0016396415186393822
topic 13,estimates,0.0016143030709759253
topic 13,wue,0.0016086249762051555
topic 13,technologies,0.0016005266000471165
topic 13,techniques,0.0015869955761442034
topic 13,missions,0.0015780538779893883
topic 13,annual,0.0015702728809963472
topic 13,temporal,0.0015675381762341636
topic 13,proposed,0.0015469384617350702
topic 13,factors,0.0015347678599539271
topic 13,protection,0.001527592826604756
topic 13,government,0.0015081805707995168
topic 13,scientific,0.0015050041640650685
topic 13,industry,0.0014980051618643055
topic 13,existing,0.0014923221522252041
topic 13,observation,0.0014846262881425968
topic 13,river,0.001480972375873451
topic 13,significantly,0.0014764581212311063
topic 13,applications,0.0014735665404128088
topic 13,prediction,0.001444970362834647
topic 13,ground,0.0014442004725850408
topic 13,lunar,0.0014356050550986138
topic 13,developing,0.0013989388412178148
topic 13,increase,0.0013968322750366302
topic 13,recreation,0.0013557145959095238
topic 13,policies,0.0013529170669159788
topic 13,emissions,0.0013492506995264589
topic 13,debris,0.0013314518220358216
topic 13,rate,0.001325579642192538
topic 14,based,0.011398446849280309
topic 14,data,0.010140430500634408
topic 14,land,0.009830418806567478
topic 14,model,0.009150703995364133
topic 14,information,0.009109878151601407
topic 14,water,0.008489115584585719
topic 14,remote,0.007928990806680107
topic 14,spatial,0.006779546631330007
topic 14,agricultural,0.006367360793815501
topic 14,sensing,0.006166832348113209
topic 14,analysis,0.005787013690168993
topic 14,cover,0.005725464056585842
topic 14,results,0.00526006082856782
topic 14,monitoring,0.005052086372278166
topic 14,system,0.004792788020545182
topic 14,soil,0.004291430757931005
topic 14,paper,0.004162265113231369
topic 14,values,0.004087919490882928
topic 14,ecological,0.004016130095711743
topic 14,management,0.003882054273010361
topic 14,development,0.0038207318346838055
topic 14,research,0.0034768679918102045
topic 14,environment,0.0032741644709263626
topic 14,change,0.0032164576251655806
topic 14,crop,0.0030897925048061618
topic 14,impact,0.0030669267810585596
topic 14,ecosystem,0.0030529008768765673
topic 14,landsat,0.0030460948759405545
topic 14,moisture,0.003029016970573795
topic 14,assessment,0.002812748836778367
topic 14,urban,0.002794037976707406
topic 14,economic,0.0027811137792608273
topic 14,time,0.0027029262113937246
topic 14,technology,0.0026466737351279277
topic 14,images,0.002645097978712506
topic 14,landscape,0.0026192791969979483
topic 14,forest,0.0025869188349280847
topic 14,snow,0.002563500660063914
topic 14,drought,0.002465222379499752
topic 14,obtained,0.00242354905111195
topic 14,methods,0.0024054206132261453
topic 14,temporal,0.0023847467924190706
topic 14,satellite,0.0023736957431665876
topic 14,potential,0.0023287687944059505
topic 14,imagery,0.0023135823352947206
topic 14,production,0.0022773490538444737
topic 14,regional,0.0022248405546701185
topic 14,application,0.0022130656471930905
topic 14,classification,0.002180402233122935
topic 14,proposed,0.0021761910523845243
topic 14,improve,0.0020914560898787392
topic 14,disaster,0.002068256907873113
topic 14,maps,0.002006325852676662
topic 14,accuracy,0.001986210642033854
topic 14,environmental,0.001973958169539249
topic 14,low,0.0019291527488136293
topic 14,national,0.0019251456929958246
topic 14,including,0.0019190485493831156
topic 14,decision,0.0019181163143538122
topic 14,project,0.001894209926081313
topic 14,multi,0.001881432141115976
topic 14,approach,0.0018366222801899819
topic 14,effective,0.0018173763051329017
topic 14,estimates,0.001817308217655721
topic 14,ground,0.0018148096909258952
topic 14,found,0.0018023977770015892
topic 14,indices,0.0017810215951814914
topic 14,sites,0.0017735514313467983
topic 14,framework,0.001766691677341317
topic 14,types,0.0017593944768924457
topic 14,type,0.0017148939950211218
topic 14,integrated,0.0017030508659102877
topic 14,level,0.0016793838983975857
topic 14,authors,0.0016692432321693377
topic 14,detection,0.0016553969547411676
topic 14,cost,0.0016553448289527597
topic 14,factors,0.0016492084016983693
topic 14,method,0.0016294060094009521
topic 14,standards,0.0016194797701163234
topic 14,major,0.001610039573009126
topic 14,image,0.00160842023561911
topic 14,swe,0.0015942139338494712
topic 14,regression,0.00158788398625189
topic 14,performance,0.0015716360976016288
topic 14,provide,0.00153944318803454
topic 14,multiple,0.0015193239470958767
topic 14,resource,0.0014863654072443148
topic 14,regions,0.0014846767155825581
topic 14,function,0.0014829740076689362
topic 14,variables,0.0014668437007864933
topic 14,observed,0.0014550862795402806
topic 14,series,0.0014524169242264603
topic 14,technical,0.0014490621198947624
topic 14,green,0.0014445630834822186
topic 14,benefits,0.001429650945606731
topic 14,improved,0.0014142466500041036
topic 14,understanding,0.0014136861386403949
topic 14,estimation,0.001411952209792644
topic 14,oil,0.001400703584384214
topic 14,characteristics,0.001399812965045752
topic 15,water,0.01242915738974851
topic 15,study,0.009177718558111149
topic 15,values,0.008469043652601928
topic 15,data,0.008183807635841743
topic 15,information,0.008158454613756576
topic 15,vegetation,0.008097150801127198
topic 15,results,0.007518536581923548
topic 15,drought,0.006863495854862014
topic 15,based,0.0068484936985399565
topic 15,analysis,0.006196488629251148
topic 15,distribution,0.00553843003885771
topic 15,management,0.005336054634867736
topic 15,quality,0.004941601685230599
topic 15,land,0.0047689136906879995
topic 15,environmental,0.004763717912368258
topic 15,monitoring,0.004665539751960607
topic 15,methods,0.004176258820162243
topic 15,resources,0.0040529423551511805
topic 15,development,0.003915210880854444
topic 15,rainfall,0.0038203824455186786
topic 15,sensing,0.003699071583981371
topic 15,flood,0.003538049363155332
topic 15,cover,0.0034692407723074677
topic 15,spatial,0.003289722504446397
topic 15,remote,0.0032768727096807062
topic 15,method,0.0032463865194332277
topic 15,soil,0.003198340958009909
topic 15,map,0.0031575970425148643
topic 15,region,0.003025412482515822
topic 15,ecosystem,0.0030124397292178706
topic 15,field,0.0029820483437836796
topic 15,provide,0.002957992255839352
topic 15,paper,0.0028027803321556423
topic 15,planning,0.002801348411674108
topic 15,significant,0.0027265062199496558
topic 15,total,0.0026738885127951884
topic 15,human,0.0026379636570881752
topic 15,approach,0.0025670774439962227
topic 15,ecological,0.002558324204501507
topic 15,obtained,0.002488382441839739
topic 15,irrigation,0.002442556028630165
topic 15,urban,0.002426033554415542
topic 15,climate,0.0023613179653413125
topic 15,surface,0.002354314485175717
topic 15,trend,0.002296757357837954
topic 15,crop,0.0022958374557291647
topic 15,erosion,0.002133358846897952
topic 15,activities,0.0021203128894544763
topic 15,yield,0.0021116977162459636
topic 15,aerial,0.0021002227575531054
topic 15,air,0.0020960176312800616
topic 15,wetland,0.0020850722542597932
topic 15,images,0.0020579293538896567
topic 15,developed,0.0020333137050913214
topic 15,benefits,0.0020118984397101943
topic 15,ground,0.0019933880413155057
topic 15,maximum,0.001975124196207007
topic 15,characteristics,0.001969981412292535
topic 15,effective,0.0019696887652263444
topic 15,loss,0.0019380469420375265
topic 15,estimates,0.0019210370918691063
topic 15,system,0.0019183185932475034
topic 15,time,0.0019106961341565718
topic 15,decision,0.0018901668649951725
topic 15,period,0.0018434010722917346
topic 15,vulnerability,0.0018151688017709255
topic 15,image,0.0018102914714234544
topic 15,health,0.001777802518802201
topic 15,products,0.0017645071598111762
topic 15,coastal,0.0017512211860723642
topic 15,elsevier,0.001747239817042976
topic 15,current,0.001739944568728137
topic 15,global,0.0017347441695573645
topic 15,error,0.0016894025425959853
topic 15,research,0.0016774592764599362
topic 15,compared,0.0016504722339909228
topic 15,factors,0.0016281735853062485
topic 15,risk,0.0016279347105198412
topic 15,found,0.001589424930708178
topic 15,performance,0.0015817970440161976
topic 15,river,0.0015791783224562827
topic 15,parameters,0.0015744564773219076
topic 15,basin,0.0015606811725278052
topic 15,result,0.0015605101690189104
topic 15,lower,0.0015504632223264346
topic 15,fuzzy,0.00152143905342096
topic 15,satellite,0.0015049149443912538
topic 15,springer,0.00150373583250876
topic 15,services,0.0014910259300525632
topic 15,forests,0.0014796428576164008
topic 15,systems,0.0014771721086018564
topic 15,analyzed,0.0014757082286159817
topic 15,increased,0.0014647603052085278
topic 15,ndvi,0.0014560981305727016
topic 15,national,0.001447655373497206
topic 15,city,0.0014467781022734388
topic 15,reserved,0.0014411808815532271
topic 15,annual,0.001436688157618292
topic 15,lake,0.0014303277996072844
topic 15,condition,0.0014299787140313422
topic 16,based,0.010236740780415195
topic 16,land,0.008732485735787963
topic 16,image,0.00865494466589281
topic 16,images,0.007733194578193633
topic 16,sar,0.007114096131930398
topic 16,study,0.007108446312560928
topic 16,information,0.0067941417625084904
topic 16,data,0.006658455641133974
topic 16,sensing,0.006633176278153959
topic 16,results,0.006398252822560053
topic 16,proposed,0.005843964207486512
topic 16,space,0.005817826769806713
topic 16,satellite,0.005402377724627738
topic 16,environmental,0.00531857334123602
topic 16,soil,0.00514120872125434
topic 16,time,0.004959069040314791
topic 16,water,0.004845717812229123
topic 16,values,0.004622093999700193
topic 16,network,0.0045401423735146815
topic 16,accuracy,0.00445276586613705
topic 16,method,0.004325074706181083
topic 16,systems,0.004247112929281183
topic 16,research,0.0038944355643791627
topic 16,paper,0.0038253506669235
topic 16,analysis,0.003683173550524043
topic 16,urban,0.0034255090699086385
topic 16,cnn,0.0033750855022899825
topic 16,spatial,0.003370467110363889
topic 16,economic,0.0033599680198550903
topic 16,remote,0.003285584466805944
topic 16,models,0.0030985506171929598
topic 16,performance,0.0030941370184694676
topic 16,noise,0.002945600962794462
topic 16,approach,0.002911643403133949
topic 16,methods,0.002879483009036597
topic 16,benefits,0.002873444510454997
topic 16,provide,0.0028445802512316923
topic 16,low,0.0027933878475472195
topic 16,multi,0.0026866532175319167
topic 16,compared,0.0025450846212433757
topic 16,mapping,0.002474599502561662
topic 16,river,0.002452358655545507
topic 16,map,0.002439502752469181
topic 16,obtained,0.002381185624557607
topic 16,management,0.0023612851858417303
topic 16,potential,0.0023383426797220484
topic 16,current,0.002246279970868198
topic 16,services,0.00223403679324191
topic 16,resolution,0.002216404768175619
topic 16,aircraft,0.002203311085685493
topic 16,support,0.002200622235479141
topic 16,loss,0.0021648715114338064
topic 16,production,0.0021500817606632397
topic 16,monitoring,0.002144506168445284
topic 16,surface,0.00213578790587992
topic 16,algorithm,0.0020764216582043384
topic 16,agricultural,0.0020660491215606465
topic 16,operations,0.0020118555783954313
topic 16,risk,0.001983183554270045
topic 16,average,0.001981196805390927
topic 16,earth,0.001966573676281568
topic 16,forest,0.0019199986838740522
topic 16,system,0.0019152252600853506
topic 16,types,0.0018646977026662548
topic 16,series,0.0018392511208222527
topic 16,international,0.0018043656524706223
topic 16,national,0.0017930813509650291
topic 16,satellites,0.0017930617914303096
topic 16,landscape,0.0017715524009747825
topic 16,health,0.001751874584609315
topic 16,region,0.0017280480348002667
topic 16,classification,0.0017267463344498451
topic 16,path,0.001714162893030846
topic 16,including,0.0017056403460578326
topic 16,cover,0.001694407454691696
topic 16,human,0.0016926079080795374
topic 16,basin,0.0016857805392147221
topic 16,pixel,0.0016833744250390056
topic 16,policy,0.0016723727465755957
topic 16,scale,0.00166922069282103
topic 16,activities,0.0016314562513298411
topic 16,applied,0.0016142753497361071
topic 16,period,0.0015832066450750864
topic 16,cost,0.001530222903512703
topic 16,equipment,0.0015249800481201153
topic 16,temporal,0.0015238165186108998
topic 16,application,0.0015220212998810548
topic 16,control,0.0015155395650103631
topic 16,energy,0.001512485890091779
topic 16,weather,0.0014797867988284971
topic 16,air,0.0014777206755463665
topic 16,density,0.0014639314908047039
topic 16,rescue,0.0014605118434952479
topic 16,authors,0.001452391129251338
